Date,P_low_mean,P_low_std,P_high_mean,P_high_std,dP_mean,dP_std,low_threshold,high_threshold,n_forecasters,P_low_se_lo,P_low_se_hi,P_high_se_lo,P_high_se_hi,dP_se_lo,dP_se_hi,P_low_avg_spd,P_high_avg_spd,dP_avg_spd
1999-01-01,8.51801928131608,12.656036103463693,1.7976978411220412,3.8514158413012405,-6.720321440194039,12.559028547771295,1.2999999999999998,3.3,58,6.8562003264264,10.179838236205761,1.2919821655413481,2.3034135167027343,-8.36940267898531,-5.071240201402769,8.518019281316079,1.7976978411220403,-6.720321440194038
1999-04-01,6.179056522842064,11.43664617186031,3.479592013262258,6.346711534545165,-2.699464509579806,12.896390900810683,1.287962962962963,3.287962962962963,53,4.608112354993716,7.7500006906904115,2.6078041376574848,4.351379888867031,-4.470920036617903,-0.928008982541709,6.179056522842065,3.479592013262257,-2.699464509579808
1999-07-01,2.0628403839041356,4.580472492182079,5.523940230794654,9.576321004656984,3.4610998468905185,9.88049497567145,1.2759259259259257,3.2759259259259257,47,1.3947098027756568,2.7309709650326144,4.127090248869254,6.920790212720054,2.0198815312692124,4.902318162511825,2.0628403839041356,5.523940230794653,3.4610998468905176
1999-10-01,1.2143920266663828,4.051369172703103,16.192857605828333,13.316912850825116,14.97846557916195,13.971176139120152,1.2638888888888888,3.263888888888889,49,0.635625001994511,1.7931590513382547,14.290441484281889,18.095273727374778,12.982583273573358,16.974347884750543,1.2143920266663828,16.19285760582833,14.978465579161947
2000-01-01,0.44933127569871617,1.6799471120917666,38.010141870486336,18.759074494030784,37.56081059478762,19.27117222066531,1.2518518518518515,3.2518518518518515,50,0.21175087669974713,0.6869116746976852,35.357208113783784,40.66307562718889,34.835455283058366,40.28616590651687,0.44933127569871617,38.010141870486336,37.56081059478762
2000-04-01,0.2570267667010013,0.9397209277576876,49.692788883794684,20.752030333269484,49.43576211709369,20.764568542538633,1.2398148148148147,3.2398148148148147,52,0.12671092094496536,0.38734261245703716,46.81500005931056,52.570577708278805,46.55623455582409,52.315289678363285,0.2570267667010012,49.69278888379468,49.435762117093674
2000-07-01,0.2625054920284063,0.836550608689628,59.73309000334297,18.988741969439932,59.47058451131457,19.18640055684425,1.2277777777777774,3.2277777777777774,47,0.14048204460433517,0.3845289394524774,56.963297317414906,62.50288268927104,56.67196035721528,62.269208665413856,0.26250549202840634,59.733090003342994,59.47058451131459
2000-10-01,0.3172616408819259,1.120511139750667,42.00487742075824,21.43823533451084,41.68761577987632,21.566079728341606,1.2157407407407406,3.2157407407407406,58,0.17013132014168372,0.464391961622168,39.189899212176364,44.81985562934012,38.855850779979406,44.51938077977323,0.3172616408819258,42.004877420758255,41.68761577987633
2001-01-01,0.8894371111910101,2.18791413401959,16.2741969356885,17.272237251329816,15.384759824497493,17.168280004420634,1.2037037037037037,3.2037037037037037,51,0.583067852447908,1.1958063699341122,13.855599952724116,18.692793918652885,12.98071976777684,17.788799881218146,0.8894371111910101,16.274196935688508,15.384759824497499
2001-04-01,3.2815333333333307,7.323301029161559,5.371433333333337,10.004517970383585,2.0899000000000063,13.181492705043182,1.1916666666666664,3.1916666666666664,50,2.2458621696552186,4.317204497011443,3.956580833461155,6.786285833205518,0.22575542442059815,3.9540445755794145,3.28153333333333,5.371433333333337,2.0899000000000068
2001-07-01,8.663442556402458,14.800946141589732,1.9572241579979983,4.880387359342402,-6.706218398404459,15.286132301894819,1.1796296296296296,3.1796296296296296,37,6.230181999563971,11.096703113240945,1.1548934184642405,2.759554897531756,-9.219243068651679,-4.193193728157241,8.663442556402456,1.9572241579979988,-6.706218398404458
2001-10-01,45.056519496716035,32.35478927177795,0.1857401978841407,0.6687610308492582,-44.87077929883189,32.46543412931412,1.1675925925925923,3.1675925925925923,39,39.87560682387359,50.23743216955848,0.07865272867746206,0.2928276670908193,-50.069409328439626,-39.67214926922416,45.05651949671603,0.1857401978841407,-44.870779298831884
2002-01-01,19.39063728014814,18.87800223447348,1.487834444571429,5.586688866482392,-17.902802835576715,20.54166020366162,1.1555555555555554,3.1555555555555554,42,16.477698294777028,22.303576265519254,0.625789637277274,2.349879251865584,-21.07244981878469,-14.73315585236874,19.39063728014814,1.4878344445714289,-17.90280283557671
2002-04-01,5.052375201288241,12.298591421874594,7.9237117552335,11.688737563497343,2.8713365539452598,18.157282331121436,1.1435185185185182,3.143518518518518,46,3.239046824097213,6.865703578479269,6.200301423890226,9.647122086576774,0.1941913285879644,5.548481779302556,5.052375201288241,7.923711755233503,2.8713365539452624
2002-07-01,4.098258742624501,7.503049144755029,13.620413713576006,15.838283210665626,9.522154970951506,19.2805963844682,1.1314814814814813,3.1314814814814813,46,2.9919944995954912,5.204522985653511,11.285186254860202,15.955641172291811,6.679386124192478,12.364923817710535,4.098258742624501,13.620413713576001,9.522154970951501
2002-10-01,20.771000605624334,22.90963523199589,3.1248718550040544,6.912621378025736,-17.646128750620278,25.25333731817223,1.1194444444444445,3.1194444444444445,48,17.464279588567095,24.077721622681572,2.1271209016517743,4.1226228083563345,-21.291134025266068,-14.001123475974488,20.77100060562433,3.124871855004054,-17.646128750620278
2003-01-01,24.832610825256033,18.183367449049985,1.2495515008481977,2.8425672306838603,-23.583059324407834,18.68953014843138,1.1074074074074072,3.107407407407407,47,22.180294086897263,27.484927563614804,0.8349204559123027,1.6641825457840926,-26.30920748060842,-20.856911168207247,24.83261082525603,1.2495515008481979,-23.58305932440783
2003-04-01,38.860862037528506,24.937734381517917,0.8789674554506175,2.9145011638162615,-37.981894582077885,25.701310622939918,1.0953703703703703,3.0953703703703703,45,35.14336408540132,42.57835998965569,0.4444992739309235,1.3134356369703115,-41.81321975965996,-34.15056940449581,38.86086203752851,0.878967455450617,-37.9818945820779
2003-07-01,39.12814153927251,26.439490530344166,0.6824700931190109,1.8396152285714842,-38.4456714461535,26.967538873088476,1.083333333333333,3.083333333333333,43,35.096157033072586,43.16012604547244,0.40193140079977174,0.96300878543825,-42.558182569688434,-34.33316032261856,39.12814153927251,0.6824700931190109,-38.445671446153504
2003-10-01,16.310568887124386,12.635705867747772,2.628448537663901,6.2268697796333194,-13.682120349460485,13.48338607032643,1.0712962962962962,3.071296296296296,48,14.486761841088109,18.134375933160666,1.7296773017938905,3.5272197735339117,-15.628279493783138,-11.735961205137832,16.310568887124386,2.6284485376639006,-13.682120349460487
