Date,P_low_mean,P_low_std,P_high_mean,P_high_std,dP_mean,dP_std,low_threshold,high_threshold,n_forecasters,P_low_se_lo,P_low_se_hi,P_high_se_lo,P_high_se_hi,dP_se_lo,dP_se_hi,P_low_avg_spd,P_high_avg_spd,dP_avg_spd
1999-01-01,7.769478245637734,13.939498732146916,3.3694069306831023,7.056141565662408,-4.400071314954631,15.436352097216767,1.0,3.0,59,5.954710086080952,9.584246405194516,2.4507755445229877,4.288038316843217,-6.409713184007838,-2.390429445901423,7.7694782456377345,3.369406930683103,-4.400071314954632
2000-01-01,6.3456264350347995,12.158792161390977,2.0335085682481293,4.716630726086936,-4.312117866786671,10.922128251049894,1.0,3.0,46,4.552910334278484,8.138342535791114,1.3380793075335786,2.72893782896268,-5.922497821496132,-2.701737912077209,6.3456264350347995,2.0335085682481293,-4.31211786678667
2001-01-01,3.813953488372093,7.449051757977203,2.197674418604651,4.615114318972733,-1.6162790697674418,8.220066337136972,1.0,3.0,43,2.677983744946994,4.949923231797192,1.4938760830397768,2.901472754169525,-2.8698274342200003,-0.3627307053148834,3.813953488372093,2.197674418604651,-1.616279069767442
2001-04-01,7.7682926829268295,11.023893119592332,4.219512195121951,11.190983413270596,-3.548780487804878,16.241845984234978,1.0,3.0,41,6.0466498237821735,9.489935542071485,2.4717742162384893,5.967250174005414,-6.085330675178204,-1.0122303004315518,7.768292682926828,4.219512195121951,-3.5487804878048763
2001-07-01,7.383333333333334,9.301170980537634,4.283333333333333,5.947591998003281,-3.1,8.44291173829797,1.0,3.0,30,5.685179614249032,9.081487052417636,3.197456566618794,5.369210100047873,-4.641457736696984,-1.558542263303016,7.383333333333335,4.283333333333334,-3.1000000000000005
2001-10-01,5.057142857142857,6.95232867099793,4.557142857142857,5.959139580326603,-0.5,7.136278483091541,1.0,3.0,35,3.8819848258298664,6.232300888455848,3.5498644229760297,5.564421291309684,-1.706251224582476,0.7062512245824759,5.057142857142859,4.557142857142858,-0.5000000000000009
2002-01-01,5.714285768571429,7.713896618572025,4.5857240022857155,6.490354241750232,-1.1285617662857133,7.58805600153584,1.0,3.0,35,4.410399259027017,7.018172278115841,3.4886539018636187,5.682794102707812,-2.411177329248967,0.15405379667754082,5.714285768571428,4.5857240022857155,-1.1285617662857126
2002-04-01,4.805405405405406,6.670704858056854,3.7162162162162162,5.737959059994605,-1.0891891891891894,6.642028797479469,1.0,3.0,37,3.7087482821279316,5.90206252868288,2.7729015575535034,4.6595308748789295,-2.1811319971478342,0.002753618769455457,4.805405405405406,3.716216216216216,-1.0891891891891898
2002-07-01,6.970354930037577,7.836676898766634,3.293516848145568,4.872840505794149,-3.676838081892008,7.8205458274271304,1.0,3.0,37,5.682013184041054,8.2586966760341,2.492426803692485,4.094606892598651,-4.962527896096166,-2.39114826768785,6.970354930037577,3.2935168481455683,-3.676838081892009
2002-10-01,6.99714201085941,8.168657655662367,4.209896965334867,5.971529253978194,-2.7872450455245423,7.454428850869271,1.0,3.0,41,5.721412015194456,8.272872006524363,3.277300777513231,5.142493153156503,-3.9514312418957553,-1.6230588491533293,6.997142010859409,4.209896965334867,-2.787245045524542
