Date,FCT_SOURCE,POINT,P_low,P_high,dP,low_threshold,high_threshold
1999-01-01,1,1.2,10.0,0.0,-10.0,1.0,3.0
1999-01-01,2,1.2,40.0,0.0,-40.0,1.0,3.0
1999-01-01,3,0.8,70.0,0.0,-70.0,1.0,3.0
1999-01-01,4,1.3,0.0,0.0,0.0,1.0,3.0
1999-01-01,5,1.1,25.0,0.0,-25.0,1.0,3.0
1999-01-01,6,1.1,30.0,0.0,-30.0,1.0,3.0
1999-01-01,9,0.6,100.0,0.0,-100.0,1.0,3.0
1999-01-01,10,1.1,35.0,0.0,-35.0,1.0,3.0
1999-01-01,11,1.5,0.0,0.0,0.0,1.0,3.0
1999-01-01,14,1.3,10.0,0.0,-10.0,1.0,3.0
1999-01-01,16,1.6,15.0,0.0,-15.0,1.0,3.0
1999-01-01,17,1.5,20.0,0.0,-20.0,1.0,3.0
1999-01-01,18,1.0,55.00000000000001,0.0,-55.00000000000001,1.0,3.0
1999-01-01,19,1.0,50.0,0.0,-50.0,1.0,3.0
1999-01-01,20,0.9,90.0,0.0,-90.0,1.0,3.0
1999-01-01,23,1.4,5.0,0.0,-5.0,1.0,3.0
1999-01-01,24,1.4,20.0,0.0,-20.0,1.0,3.0
1999-01-01,26,1.4,10.0,0.0,-10.0,1.0,3.0
1999-01-01,28,1.2,30.0,0.0,-30.0,1.0,3.0
1999-01-01,29,1.1,30.0,0.0,-30.0,1.0,3.0
1999-01-01,32,1.2,26.31578947263157,0.0,-26.31578947263157,1.0,3.0
1999-01-01,33,1.6,0.0,0.0,0.0,1.0,3.0
1999-01-01,34,1.5,0.0,0.0,0.0,1.0,3.0
1999-01-01,36,1.2,30.0,0.0,-30.0,1.0,3.0
1999-01-01,37,1.8,0.0,0.0,0.0,1.0,3.0
1999-01-01,38,1.2,30.0,0.0,-30.0,1.0,3.0
1999-01-01,39,1.3,15.0,0.0,-15.0,1.0,3.0
1999-01-01,40,1.1,35.0,0.0,-35.0,1.0,3.0
1999-01-01,43,0.6,74.0,0.0,-74.0,1.0,3.0
1999-01-01,46,0.71,90.0,0.0,-90.0,1.0,3.0
1999-01-01,47,1.0,50.0,0.0,-50.0,1.0,3.0
1999-01-01,50,0.4,100.0,0.0,-100.0,1.0,3.0
1999-01-01,52,1.0,40.0,0.0,-40.0,1.0,3.0
1999-01-01,53,1.4,10.0,0.0,-10.0,1.0,3.0
1999-01-01,54,0.8,60.0,0.0,-60.0,1.0,3.0
1999-01-01,55,1.1,37.4,1.2,-36.199999999999996,1.0,3.0
1999-01-01,56,0.9,50.0,0.0,-50.0,1.0,3.0
1999-01-01,59,1.4,0.0,0.0,0.0,1.0,3.0
1999-01-01,60,1.4,0.0,0.0,0.0,1.0,3.0
1999-01-01,61,1.5,0.0,0.0,0.0,1.0,3.0
1999-01-01,64,1.1,28.000000000000004,3.0,-25.000000000000004,1.0,3.0
1999-01-01,65,0.9,0.0,0.0,0.0,1.0,3.0
1999-01-01,67,0.8,60.0,0.0,-60.0,1.0,3.0
1999-01-01,68,0.5,90.0,0.0,-90.0,1.0,3.0
1999-01-01,70,1.0,10.0,0.0,-10.0,1.0,3.0
1999-01-01,71,1.4,30.000000000000004,0.0,-30.000000000000004,1.0,3.0
1999-01-01,72,1.0,50.0,0.0,-50.0,1.0,3.0
1999-01-01,73,,100.0,0.0,-100.0,1.0,3.0
1999-01-01,85,0.5,83.83838383838385,0.0,-83.83838383838385,1.0,3.0
1999-01-01,86,1.3,15.000000000000002,0.0,-15.000000000000002,1.0,3.0
1999-01-01,88,1.4,17.0,0.0,-17.0,1.0,3.0
1999-01-01,89,1.2,30.0,0.0,-30.0,1.0,3.0
1999-01-01,90,0.7,95.0,0.0,-95.0,1.0,3.0
1999-01-01,91,1.4,25.274725270000005,0.3996004000000001,-24.875124870000004,1.0,3.0
1999-01-01,92,1.33,24.8324224,1.12405899,-23.708363409999997,1.0,3.0
1999-01-01,94,1.4,0.0,0.0,0.0,1.0,3.0
1999-01-01,95,0.8,61.61616161616161,0.0,-61.61616161616161,1.0,3.0
1999-04-01,1,1.4,15.0,0.0,-15.0,1.0,3.0
1999-04-01,2,1.2,47.5,0.0,-47.5,1.0,3.0
1999-04-01,3,1.1,40.0,0.0,-40.0,1.0,3.0
1999-04-01,4,1.7,0.0,0.0,0.0,1.0,3.0
1999-04-01,5,1.4,35.0,0.0,-35.0,1.0,3.0
1999-04-01,9,1.2,25.0,0.0,-25.0,1.0,3.0
1999-04-01,11,1.5,0.0,0.0,0.0,1.0,3.0
1999-04-01,14,1.3,10.0,0.0,-10.0,1.0,3.0
1999-04-01,16,1.9,10.0,0.0,-10.0,1.0,3.0
1999-04-01,17,1.5,10.0,0.0,-10.0,1.0,3.0
1999-04-01,19,1.0,50.0,0.0,-50.0,1.0,3.0
1999-04-01,20,1.8,0.0,0.0,0.0,1.0,3.0
1999-04-01,23,1.8,0.0,0.0,0.0,1.0,3.0
1999-04-01,24,1.8,5.0,5.0,0.0,1.0,3.0
1999-04-01,26,1.3,10.0,0.0,-10.0,1.0,3.0
1999-04-01,28,1.2,10.0,0.0,-10.0,1.0,3.0
1999-04-01,29,1.6,10.0,0.0,-10.0,1.0,3.0
1999-04-01,32,1.4,15.0,0.0,-15.0,1.0,3.0
1999-04-01,33,1.8,0.0,0.0,0.0,1.0,3.0
1999-04-01,34,1.5,0.0,0.0,0.0,1.0,3.0
1999-04-01,36,1.4,30.0,0.0,-30.0,1.0,3.0
1999-04-01,37,2.0,0.0,0.0,0.0,1.0,3.0
1999-04-01,38,2.0,0.0,0.0,0.0,1.0,3.0
1999-04-01,39,1.7,0.0,0.0,0.0,1.0,3.0
1999-04-01,40,1.3,10.0,0.0,-10.0,1.0,3.0
1999-04-01,41,1.7,0.0,0.0,0.0,1.0,3.0
1999-04-01,42,1.6,0.0,0.0,0.0,1.0,3.0
1999-04-01,43,1.3,31.0,0.0,-31.0,1.0,3.0
1999-04-01,46,0.78,80.0,0.0,-80.0,1.0,3.0
1999-04-01,47,1.3,20.0,0.0,-20.0,1.0,3.0
1999-04-01,48,1.2,10.0,0.0,-10.0,1.0,3.0
1999-04-01,50,1.0,75.0,0.0,-75.0,1.0,3.0
1999-04-01,53,1.7,0.0,0.0,0.0,1.0,3.0
1999-04-01,54,1.5,15.000000000000002,0.0,-15.000000000000002,1.0,3.0
1999-04-01,55,1.8,10.100000000000001,7.000000000000001,-3.1000000000000005,1.0,3.0
1999-04-01,56,1.4,0.0,0.0,0.0,1.0,3.0
1999-04-01,57,1.3,0.0,0.0,0.0,1.0,3.0
1999-04-01,59,1.7,0.0,0.0,0.0,1.0,3.0
1999-04-01,60,1.5,0.0,0.0,0.0,1.0,3.0
1999-04-01,61,1.6,0.0,0.0,0.0,1.0,3.0
1999-04-01,64,1.2,26.0,3.0,-23.0,1.0,3.0
1999-04-01,65,1.4,0.0,0.0,0.0,1.0,3.0
1999-04-01,67,1.4,0.0,0.0,0.0,1.0,3.0
1999-04-01,70,1.6,0.0,0.0,0.0,1.0,3.0
1999-04-01,71,1.4,30.000000000000004,0.0,-30.000000000000004,1.0,3.0
1999-04-01,72,1.3,30.000000000000004,0.0,-30.000000000000004,1.0,3.0
1999-04-01,85,1.0,40.0,0.0,-40.0,1.0,3.0
1999-04-01,87,1.5,15.0,0.0,-15.0,1.0,3.0
1999-04-01,88,1.5,10.0,0.0,-10.0,1.0,3.0
1999-04-01,89,1.5,0.0,0.0,0.0,1.0,3.0
1999-04-01,90,1.2,5.0,0.0,-5.0,1.0,3.0
1999-04-01,92,1.69,12.355329949287643,3.5228426395964774,-8.832487309691166,1.0,3.0
1999-04-01,94,1.5,0.0,0.0,0.0,1.0,3.0
1999-04-01,95,1.0,49.0,0.0,-49.0,1.0,3.0
1999-07-01,1,1.5,15.0,0.0,-15.0,1.0,3.0
1999-07-01,3,1.2,30.0,0.0,-30.0,1.0,3.0
1999-07-01,5,1.4,30.0,0.0,-30.0,1.0,3.0
1999-07-01,9,1.3,20.0,0.0,-20.0,1.0,3.0
1999-07-01,10,1.5,0.0,0.0,0.0,1.0,3.0
1999-07-01,11,1.2,5.0,0.0,-5.0,1.0,3.0
1999-07-01,14,1.3,10.0,0.0,-10.0,1.0,3.0
1999-07-01,16,1.5,5.0,0.0,-5.0,1.0,3.0
1999-07-01,19,1.3,25.0,0.0,-25.0,1.0,3.0
1999-07-01,20,1.6,0.0,0.0,0.0,1.0,3.0
1999-07-01,23,1.9,0.0,0.0,0.0,1.0,3.0
1999-07-01,26,1.7,0.0,0.0,0.0,1.0,3.0
1999-07-01,28,1.2,5.0,0.0,-5.0,1.0,3.0
1999-07-01,29,1.3,0.0,0.0,0.0,1.0,3.0
1999-07-01,32,1.5,15.0,0.0,-15.0,1.0,3.0
1999-07-01,33,1.5,5.0,0.0,-5.0,1.0,3.0
1999-07-01,34,1.6,0.0,0.0,0.0,1.0,3.0
1999-07-01,36,1.4,20.0,0.0,-20.0,1.0,3.0
1999-07-01,37,1.9,0.0,0.0,0.0,1.0,3.0
1999-07-01,38,1.8,0.0,0.0,0.0,1.0,3.0
1999-07-01,39,1.6,0.0,0.0,0.0,1.0,3.0
1999-07-01,41,1.7,0.0,0.0,0.0,1.0,3.0
1999-07-01,42,1.8,0.0,0.0,0.0,1.0,3.0
1999-07-01,46,0.67,79.9,0.0,-79.9,1.0,3.0
1999-07-01,47,1.2,45.0,0.0,-45.0,1.0,3.0
1999-07-01,48,1.3,10.0,0.0,-10.0,1.0,3.0
1999-07-01,52,1.7,10.0,0.0,-10.0,1.0,3.0
1999-07-01,53,1.8,0.0,0.0,0.0,1.0,3.0
1999-07-01,54,1.6,20.0,0.0,-20.0,1.0,3.0
1999-07-01,55,1.7,8.89110889110889,6.593406593406594,-2.2977022977022967,1.0,3.0
1999-07-01,56,1.7,0.0,0.0,0.0,1.0,3.0
1999-07-01,59,1.4,0.0,0.0,0.0,1.0,3.0
1999-07-01,64,1.5,12.000000000000002,4.0,-8.000000000000002,1.0,3.0
1999-07-01,65,1.8,0.0,0.0,0.0,1.0,3.0
1999-07-01,67,1.4,0.0,0.0,0.0,1.0,3.0
1999-07-01,70,1.7,0.0,0.0,0.0,1.0,3.0
1999-07-01,72,1.6,25.0,2.0,-23.0,1.0,3.0
1999-07-01,73,1.5,25.0,0.0,-25.0,1.0,3.0
1999-07-01,76,1.3,25.0,5.0,-20.0,1.0,3.0
1999-07-01,85,1.0,16.0,0.0,-16.0,1.0,3.0
1999-07-01,87,1.5,5.0,0.0,-5.0,1.0,3.0
1999-07-01,88,1.7,10.0,0.0,-10.0,1.0,3.0
1999-07-01,90,1.4,0.0,0.0,0.0,1.0,3.0
1999-07-01,91,1.2,15.8,0.0,-15.8,1.0,3.0
1999-07-01,94,1.9,10.0,0.0,-10.0,1.0,3.0
1999-07-01,95,1.1,43.0,0.0,-43.0,1.0,3.0
1999-10-01,1,1.8,0.0,0.0,0.0,1.0,3.0
1999-10-01,2,1.6,15.000000000000002,0.0,-15.000000000000002,1.0,3.0
1999-10-01,3,1.3,20.0,0.0,-20.0,1.0,3.0
1999-10-01,4,1.7,0.0,0.0,0.0,1.0,3.0
1999-10-01,5,1.5,5.0,0.0,-5.0,1.0,3.0
1999-10-01,9,1.3,10.0,0.0,-10.0,1.0,3.0
1999-10-01,11,1.1,15.0,0.0,-15.0,1.0,3.0
1999-10-01,14,1.5,0.0,0.0,0.0,1.0,3.0
1999-10-01,16,1.4,22.0,2.0,-20.0,1.0,3.0
1999-10-01,19,1.7,0.0,0.0,0.0,1.0,3.0
1999-10-01,23,1.7,0.0,0.0,0.0,1.0,3.0
1999-10-01,24,1.6,10.0,5.0,-5.0,1.0,3.0
1999-10-01,26,1.5,10.0,0.0,-10.0,1.0,3.0
1999-10-01,28,1.3,5.0,0.0,-5.0,1.0,3.0
1999-10-01,30,1.8,0.0,0.0,0.0,1.0,3.0
1999-10-01,32,1.7,0.0,0.0,0.0,1.0,3.0
1999-10-01,33,1.8,0.0,0.0,0.0,1.0,3.0
1999-10-01,35,1.6,15.000000000000002,0.0,-15.000000000000002,1.0,3.0
1999-10-01,36,1.5,0.0,0.0,0.0,1.0,3.0
