Date,FCT_SOURCE,POINT,Mean_spd,Variance_spd,sigma_spd,Q1,Q2_median_spd,Q3,Bowley_Skewness,NIU,bins_filled,entropy_norm,I_informativeness,Bowley_smoothed,Q2_norm,A_norm,ACI,coherence
1999-01-01,1.0,2.5,2.3,0.1725,0.4153311931459037,1.9166666666666667,2.333333333333333,2.6875,-0.0810810810810813,0.4153311931459037,3,0.3114250308924042,0.3114250308924042,-0.0810810810810813,0.05969894254121465,-0.822972856513992,-0.18144345038408446,0.47543469536299593
1999-01-01,2.0,2.5,2.075,0.056875,0.2384848003542364,1.8571428571428568,2.1153846153846154,2.3076923076923075,-0.1463414634146347,0.2154729018428337,2,0.1851695234896289,0.1851695234896289,-0.1463414634146347,-0.3194495081622642,-0.9707079704706058,-0.42255630713637504,0.6550460918680123
1999-01-01,3.0,1.9,1.95,0.16,0.4,1.65,1.9,2.25,0.1666666666666668,0.3442651863295481,4,0.3341283922997066,0.3341283922997066,0.1666666666666668,-0.6151969050187527,0.983567525908639,0.03636852248814854,0.1974561510920267
1999-01-01,4.0,3.1,3.2,0.0725,0.2692582403567252,3.0357142857142856,3.2142857142857144,3.392857142857143,-1.243449787580175e-15,0.1953404585252171,3,0.22931983942487,0.22931983942487,-1.243449787580175e-15,0.9273895057035095,-1.788102969741438e-14,0.23184737642586908,0.49999999999999173
1999-01-01,5.0,2.5,2.025,0.161875,0.402336923485777,1.7,1.95,2.333333333333333,0.2105263157894739,0.3563155684414105,4,0.326645952542804,0.326645952542804,0.2105263157894739,-0.5563871769665496,0.9953178999683876,0.04896468455001853,0.22310894172615708
1999-01-01,6.0,2.8,2.55,0.16,0.4,2.25,2.6,2.85,-0.1666666666666668,0.3577708763999663,4,0.3341283922997066,0.3341283922997066,-0.1666666666666668,0.4914195657866052,-0.983567525908639,-0.06356775894915405,0.25832783674808557
1999-01-01,9.0,1.8,1.8,0.0725,0.2692582403567252,1.6071428571428572,1.7857142857142856,1.9642857142857144,1.243449787580175e-15,0.219848432637882,3,0.22931983942487,0.22931983942487,1.243449787580175e-15,-0.7269204638713204,1.788102969741438e-14,-0.18173011596782326,0.4999999999999935
1999-01-01,10.0,2.1,1.95,0.11,0.3316624790355399,1.6875,2.0,2.25,-0.1111111111111111,0.285449612859225,3,0.2697973265452876,0.2697973265452876,-0.1111111111111111,-0.4914195657866046,-0.9213363587229241,-0.5130997825468889,0.7263813566735153
1999-01-01,11.0,2.5,2.5,0.0625,0.25,2.25,2.5,2.75,0.0,0.2282177322938192,2,0.1982398631705605,0.1982398631705605,0.0,0.34399799965915384,0.0,0.08599949991478846,0.5
1999-01-01,14.0,2.6,2.5,0.0625,0.25,2.25,2.5,2.75,0.0,0.2282177322938192,2,0.1982398631705605,0.1982398631705605,0.0,0.34399799965915384,0.0,0.08599949991478846,0.5
1999-01-01,16.0,3.2,2.96875,2.2693359375,1.5064315243315909,2.5,2.9166666666666665,3.333333333333333,5.32907051820075e-16,1.1661482261673508,11,0.5294888803800208,0.5294888803800208,5.32907051820075e-16,0.8025532707134232,7.663298441749018e-15,0.20063831767835896,0.5000000000000031
1999-01-01,17.0,2.4,2.475,0.361875,0.6015604707757982,2.071428571428572,2.4285714285714284,2.9,0.1379310344827592,0.554958307807222,6,0.4526575529588902,0.4526575529588902,0.1379310344827592,0.22654211629637658,0.9628411297659446,0.36220408928656955,0.6090620335971856
1999-01-01,18.0,2.0,1.925,0.656875,0.8104782538723664,1.3333333333333333,2.0,2.5,-0.1428571428571429,0.6911781772649314,7,0.5284990145235186,0.5284990145235186,-0.1428571428571429,-0.4914195657866046,-0.9676704005435481,-0.5382335453533068,0.7377660840298301
1999-01-01,19.0,1.7,1.5,0.0625,0.25,1.25,1.5,1.75,0.0,0.1863389981249824,2,0.1982398631705605,0.1982398631705605,0.0,-0.8925811085851824,0.0,-0.2231452771462956,0.5
1999-01-01,20.0,2.5,2.5,0.0625,0.25,2.25,2.5,2.75,0.0,0.2282177322938192,2,0.1982398631705605,0.1982398631705605,0.0,0.34399799965915384,0.0,0.08599949991478846,0.5
