Date,NIU_mean,NIU_median,NIU_std,Variance_mean,sigma_mean,Mean_spd_mean,POINT_mean,n_forecasters,NIU_se_lo,NIU_se_hi
1999-01-01,0.39630187105281606,0.2982723016179821,0.2820405413567603,0.37598866218619265,0.49443119080952547,1.457857122473348,1.4957142857142858,56,0.35861261837648595,0.43399112372914617
1999-04-01,0.41470921494768337,0.3052569707341966,0.34584711673391233,0.41566851038964486,0.49255090548805547,1.6283208961941251,1.6564150943396228,53,0.36720345995308507,0.4622149699422817
1999-07-01,0.44610478036102263,0.3291402943021917,0.41528681722288996,0.5400171484208472,0.5288422647392595,1.6391861902361802,1.6720454545454544,45,0.3841974767963618,0.5080120839256834
1999-10-01,0.4519088437279491,0.3291402943021917,0.3951859479795538,0.47446333770381904,0.5190922466339106,1.742330462602244,1.7022448979591835,49,0.39545370830229853,0.5083639791535997
2000-01-01,0.41832789763575107,0.2804667459096696,0.35697865788861083,0.38662279559719737,0.4706650022255943,1.7740252710698061,1.7032692307692305,52,0.3688238647409932,0.4678319305305089
2000-04-01,0.4623073526332152,0.3052569707341966,0.434429227347515,0.5781379971355015,0.533019435952573,1.8167896476686274,1.762549019607843,51,0.40147509313577506,0.5231396121306554
2000-07-01,0.46307405882853575,0.3317038465339186,0.39088030828450854,0.4338740234909182,0.5084533221737866,1.8859982346154762,1.7985714285714285,42,0.40275991782602083,0.5233881998310507
2000-10-01,0.42851240560689036,0.3195048252113469,0.30268789871060664,0.32931782636744483,0.4752432327897228,1.8337450563649704,1.77859649122807,58,0.3887675373573956,0.4682572738563851
2001-01-01,0.4110915135000504,0.3069703067574602,0.3150200109067405,0.32186291210818474,0.45951157173513324,1.7753366568283193,1.7573076923076922,53,0.3678201871467784,0.45436283985332243
2001-04-01,0.5013695267323243,0.37027268253985346,0.45094317869133016,0.5662012457146564,0.5632528945846361,1.8975586768326067,1.8289130434782608,46,0.4348815823513672,0.5678574711132813
2001-07-01,0.5123310296762172,0.38221880527978713,0.4712328720325344,0.5682558375563124,0.5679685835505544,1.8276643208236178,1.7735294117647058,34,0.43151525884999664,0.5931468005024378
2001-10-01,0.4953850662346139,0.3502490808048626,0.3582008722738589,0.4939760129644954,0.5638569461443541,1.870640851461152,1.814864864864865,37,0.4364972055808959,0.554272926888332
2002-01-01,0.5082221096900041,0.3842697337042875,0.40384795698347453,0.53515870511862,0.5666540639218526,1.8791784614140132,1.8545454545454545,44,0.447339739432469,0.5691044799475393
2002-04-01,0.5027894073549894,0.3741657386773941,0.3201202378706347,0.461011775111611,0.55661992556228,1.9884197438174562,1.9170731707317072,43,0.4539715287451843,0.5516072859647946
2002-07-01,0.5345288807137287,0.4155770896913329,0.344222012231733,0.4753407466210606,0.579968426476598,1.9525570642711099,1.8583333333333332,42,0.48141427109568014,0.5876434903317773
2002-10-01,0.6354003439055913,0.4492960183684631,0.4893004108669733,0.818182956682767,0.7066711732665886,1.9571421681356298,1.8671052631578948,40,0.5580351559857993,0.7127655318253833
2003-01-01,0.5790346652452157,0.42426406871192845,0.4463559765525311,0.6388727834843654,0.6380859408636265,1.8859860878645731,1.8279583962790698,43,0.5109660169615411,0.6471033135288904
2003-04-01,0.5720443714304326,0.42905816516051654,0.44403029990723136,0.6694774066720843,0.6523030507679797,1.7364624192493847,1.6947368421052633,39,0.5009426192727685,0.6431461235880968
2003-07-01,0.5778995695338338,0.42905816516051654,0.45299817755599997,0.6749417498753844,0.655891761212762,1.7993434258598189,1.738852022972973,39,0.5053618076847225,0.6504373313829451
2003-10-01,0.5677070975024191,0.42905816516051654,0.4079036601447689,0.6340631936661015,0.6363170718080001,1.9023862684917263,1.8395384405128203,39,0.5023902374730995,0.6330239575317387
2004-01-01,0.5175421286191692,0.4065559397761852,0.3337270125366195,0.47649024992188127,0.5778276367912738,1.8215225474812502,1.8282608695652172,48,0.46937278348820244,0.5657114737501359
2004-04-01,0.5005506816592845,0.40170092900519455,0.3272794773979684,0.4227049328430156,0.5452524247741274,1.8683933695556123,1.8369220752083333,49,0.4537964706024319,0.5473048927161371
2004-07-01,0.5089427001564327,0.4684489774185066,0.30118314747712666,0.42856562954999644,0.5580223279480927,1.9477176113356274,1.8763157894736842,39,0.46071479879371513,0.5571706015191503
2004-10-01,0.5326525220070737,0.42802209954494247,0.35282069137767824,0.48246198453144384,0.5742969084652139,1.9641015730514266,1.873076923076923,40,0.476866672487634,0.5884383715265133
2005-01-01,0.5199972973204023,0.42905816516051654,0.3308133848870854,0.4722093110735981,0.5737692224868745,1.873586919905599,1.7945510518749999,49,0.472738242336533,0.5672563523042717
2005-04-01,0.5037811411495096,0.4031128874149275,0.3149990999841484,0.40929195698930043,0.5425189121619306,1.8926603222978722,1.808695652173913,47,0.4578338001084773,0.5497284821905418
2005-07-01,0.6021693170992592,0.4269860339293684,0.49997224209816127,0.7242669909509749,0.6589987827044098,1.8726259379833332,1.814848484848485,33,0.5151353211518966,0.6892033130466219
2005-10-01,0.4793269334817067,0.391895058525442,0.3496384414076454,0.3967670056473129,0.5108511170111045,1.9085714048592106,1.8157894736842106,38,0.4226080886346136,0.5360457783287997
2006-01-01,0.5303116808477596,0.3987000435759217,0.36665097911504707,0.47827488495226694,0.5650903493189646,2.025238144058267,1.9360381390909092,44,0.4750369659958939,0.5855863956996252
2006-04-01,0.5610306733799744,0.4031128874149275,0.40756425329110196,0.5788325144024179,0.6114356013998603,1.990392440948321,1.8977272727272727,45,0.5002745816761179,0.6217867650838308
2006-07-01,0.45425205130962065,0.39036002917941326,0.2561916631631921,0.30077457540958147,0.4804990403020673,1.978980234041883,1.8963157894736842,38,0.412692275629434,0.4958118269898073
2006-10-01,0.4790725329961513,0.4064694223485302,0.28039856807696484,0.37243789289579143,0.5150481943539322,1.9780286423143394,1.8795454545454546,45,0.43727318239523827,0.5208718835970644
2007-01-01,0.46905599336681175,0.4031128874149275,0.25956581530659234,0.3505516925172145,0.5075720018099222,1.9660799707006609,1.8779430460891335,51,0.43270950919998036,0.5054024775336432
2007-04-01,0.47838443859124236,0.4031128874149275,0.269900834121967,0.37244271026273595,0.5166722910195944,1.9857134117653283,1.9375,44,0.43769535689185524,0.5190735202906295
2007-07-01,0.4497194393118653,0.39036002917941337,0.23674138883640297,0.2796721815144867,0.4719495250922159,1.9849244030850077,1.9527777777777777,37,0.4107993947338968,0.4886394838898338
2007-10-01,0.4819126682453296,0.39036002917941337,0.2884624673446076,0.37155975253474727,0.5151653112836713,2.010242200806948,1.9255813953488372,43,0.43792255438066124,0.5259027821099979
2008-01-01,0.5340979135092372,0.4031128874149275,0.351660133418471,0.5093137195121952,0.5842470255246455,2.0612195121951222,1.9902439024390242,41,0.4791778275670254,0.589017999451449
2008-04-01,0.5928854649066687,0.469041575982343,0.36786131065478334,0.6451694095687717,0.6665614697763518,2.1714996150854553,2.051219512195122,41,0.535435180168438,0.6503357496448994
2008-07-01,0.5380037411029028,0.44985455028311977,0.34213978154852087,0.491187274343108,0.5952417160719532,2.1752467330389136,2.0842105263157897,38,0.4825013395147331,0.5935061426910725
2008-10-01,0.48480437281520444,0.43973554204632526,0.22350529755416787,0.3360044847843759,0.5259088815954461,2.029351877432078,1.964151282051282,41,0.4498987096941378,0.5197100359362711
2009-01-01,0.5882441727695831,0.5511110634484842,0.27491075831500017,0.591870872809157,0.6862507503888496,1.6823880886436917,1.7418478260869565,47,0.5481443173452858,0.6283440281938804
2009-04-01,0.5034194190498307,0.4503394748778179,0.21800057967188044,0.4526268813261222,0.6136451535735125,1.5904139131594595,1.603679411764706,37,0.4675803445197927,0.5392584935798687
2009-07-01,0.5203577263347486,0.48617243480439776,0.19500701760771824,0.4741574792755068,0.6282685199593523,1.6024389864864865,1.6188571428571428,37,0.4882987701226018,0.5524166825468955
2009-10-01,0.5630536697098008,0.5022675853295007,0.24903090755916096,0.5167901673141891,0.6565764969457969,1.6696952702702703,1.6883014016216216,37,0.5221132406993406,0.6039940987202609
2010-01-01,0.6043644183601053,0.5022675853295007,0.3049851184761984,0.5830871900457316,0.6946878681905349,1.6259884146341463,1.6593972209756098,41,0.5567337450876352,0.6519950916325755
2010-04-01,0.5590740379925103,0.4949900550347168,0.2749908999807425,0.46734197077205886,0.6264515154311612,1.7030632352941177,1.681595705882353,34,0.5119134877187478,0.6062345882662729
2010-07-01,0.5315813540304997,0.4890747742337232,0.24960594664343513,0.4618167273897059,0.6141589588508831,1.7027191176470589,1.69805,34,0.488774287337994,0.5743884207230053
2010-10-01,0.5825875504991048,0.551605196388619,0.26499271342274505,0.5141301624618442,0.659137474327971,1.700978648596115,1.6608448957868192,37,0.5390230167691068,0.6261520842291028
2011-01-01,0.5661523258821549,0.5296960337352297,0.24901477850457335,0.5131366527692944,0.6424484500404409,1.865588191265381,1.8136238958363635,44,0.528611935538831,0.6036927162254788
2011-04-01,0.5796791788749636,0.5232844141627335,0.2821380588049294,0.4990973101180427,0.6353684616644732,1.8630461137017627,1.8448385438605264,40,0.5350692348528585,0.6242891228970686
2011-07-01,0.6218217314001206,0.5683653892402972,0.2541209005534086,0.545474807055176,0.6805062817278734,1.9337210690503408,1.924354562769697,33,0.5775849607024323,0.666058502097809
2011-10-01,0.6338789962528738,0.5498533528836751,0.2878562346011027,0.5824810258087617,0.6956128608582949,1.8624342028621987,1.8298552255631582,39,0.5877851088449152,0.6799728836608324
2012-01-01,0.6612173795851926,0.6408455686735474,0.33571233081193097,0.6859587042039211,0.7445932698123727,1.758225570946475,1.719191964285,40,0.6081365993867113,0.7142981597836738
2012-04-01,0.6694067275556934,0.6111548752057774,0.34317511270679074,0.6883295128678711,0.7392743404402897,1.8688307778303603,1.831879875360606,34,0.6105526812703578,0.728260773841029
2012-07-01,0.6186046377208004,0.5415255395906996,0.3000657429267424,0.5638630818204887,0.6808406740212624,1.8836402092255,1.8748070665266667,30,0.5638203790089594,0.6733888964326414
2012-10-01,0.6703574856604196,0.6032757584277555,0.3081204968600367,0.6409517968673676,0.7323147212170646,1.9351236376250485,1.9254770903166667,36,0.6190040695170802,0.7217109018037591
2013-01-01,0.6047549837343331,0.5524769682401931,0.2541248527144995,0.5323803014378565,0.6741060691544656,1.828780820957125,1.81319736632,40,0.5645743165027011,0.6449356509659652
2013-04-01,0.6260055710992695,0.5792298541274621,0.2857395070786205,0.6185163437935989,0.7109675091841776,1.7898941642404165,1.7710507562583333,36,0.5783823199194994,0.6736288222790395
2013-07-01,0.6246502359394179,0.5556266104431627,0.31287841747949485,0.6075756589782211,0.7021727061734118,1.7459510068824142,1.703469961062857,35,0.5717641307903139,0.677536341088522
2013-10-01,0.58986481962746,0.565685424949238,0.27774177437988257,0.575236838202609,0.6855072371657545,1.6755458681981859,1.678764600022857,35,0.5429178911608589,0.636811748094061
2014-01-01,0.560459420262392,0.5451164084250053,0.2521095847828277,0.521278901772761,0.6632540023769085,1.5821720295311361,1.5276956632648648,37,0.519012859834121,0.601905980690663
2014-04-01,0.5330982619456255,0.45982679126612636,0.261911495039058,0.5053549834032234,0.6464253272831612,1.4966891713752368,1.4389430487000001,35,0.48882713906671216,0.5773693848245388
2014-07-01,0.5037908617746368,0.43985815061382416,0.2336254437707904,0.43743274261374376,0.6054606620383542,1.5153774438418244,1.4793742999685715,36,0.4648532878128384,0.5427284357364353
2014-10-01,0.5418959000967135,0.4833048410735187,0.26641952651736306,0.5385558798616183,0.6716486432763982,1.4073448419070513,1.369582889748718,39,0.4992346331778627,0.5845571670155643
2015-01-01,0.5406208765370261,0.4819315973414993,0.27826488488947543,0.5823071811382502,0.6972633990594195,1.2146699633177196,1.2068541312658536,41,0.49716320266233677,0.5840785504117154
2015-04-01,0.5888439541310758,0.5152836513798108,0.28290279161077897,0.6079231883295634,0.718108690445662,1.4542620873777616,1.4353942661268293,43,0.5457016828673292,0.6319862253948224
2015-07-01,0.6044339213490176,0.5683653892402972,0.3220097144519138,0.601873157907293,0.7035105216312441,1.5686496072700542,1.5649030652296294,29,0.5446382185275735,0.6642296241704617
2015-10-01,0.5912357340774762,0.49223947755548303,0.30514983621060016,0.6070828964285715,0.7080720069649543,1.5207,1.5032862857142857,35,0.5396559975968565,0.642815470558096
