Date,FCT_SOURCE,POINT,Mean_spd,Variance_spd,sigma_spd,Q1,Q2_median_spd,Q3,Bowley_Skewness,NIU,bins_filled,entropy_norm,I_informativeness
1999-01-01,1,1.8,1.75,0.075,0.27386127875258304,1.5714285714285714,1.75,1.9285714285714286,0.0,0.24494897427831777,3,0.3102655054266097,0.3102655054266097
1999-01-01,2,1.6,1.65,0.24,0.4898979485566356,1.25,1.6666666666666667,2.0833333333333335,0.0,0.4216370213557839,4,0.49784217206993664,0.49784217206993664
1999-01-01,3,1.7,1.7,0.3225,0.5678908345800273,1.25,1.6666666666666667,2.125,0.04761904761904745,0.4980732105593745,5,0.5701991642222377,0.5701991642222377
1999-01-01,4,2.0,2.0,0.2125,0.4609772228646444,1.6428571428571428,2.0,2.357142857142857,0.0,0.4609772228646444,4,0.4941201799526452,0.4941201799526452
1999-01-01,5,1.8,1.725,0.08687499999999998,0.29474565306378986,1.5384615384615385,1.7307692307692308,1.9230769230769231,0.0,0.2610311378015289,3,0.3359019395797032,0.3359019395797032
1999-01-01,6,1.9,1.6,0.2025,0.45,1.25,1.625,1.9375,-0.09090909090909091,0.3803194146278325,4,0.48496643535222256,0.48496643535222256
1999-01-01,9,1.3,1.3,0.0725,0.2692582403567252,1.1071428571428572,1.2857142857142856,1.4642857142857144,1.243449787580175e-15,0.20651164331225833,3,0.3038276370677527,0.3038276370677527
1999-01-01,10,1.6,1.7,0.1225,0.35,1.4166666666666667,1.7,1.95,-0.06249999999999979,0.3069703067574602,3,0.3901593961259963,0.3901593961259963
1999-01-01,11,2.0,1.85,0.04,0.2,1.65625,1.8125,1.96875,0.0,0.18650096164806276,2,0.18961407845245268,0.18961407845245268
1999-01-01,14,1.5,1.65,0.04,0.2,1.53125,1.6875,1.84375,0.0,0.17213259316477408,2,0.18961407845245268,0.18961407845245268
1999-01-01,16,2.5,1.975,0.486875,0.6977642868476431,1.6,2.0714285714285716,2.4285714285714284,-0.13793103448275926,0.6892024376045112,7,0.6359080051377873,0.6359080051377873
1999-01-01,17,2.0,2.0,0.1625,0.4031128874149275,1.6875,2.0,2.3125,0.0,0.4031128874149275,4,0.4522636134896463,0.4522636134896463
1999-01-01,18,1.8,1.875,3.903125,1.975632810013035,1.1666666666666667,1.8,2.375,-0.04827586206896553,1.8626444761264682,9,0.7626559003561729,0.7626559003561729
1999-01-01,19,2.0,2.05,0.06,0.2449489742783178,1.8125,2.0833333333333335,2.2916666666666665,-0.13043478260869662,0.23904572186687875,2,0.25501972217760543,0.25501972217760543
1999-01-01,20,2.3,2.25,0.125,0.3535533905932738,2.0,2.25,2.5,0.0,0.31622776601683794,3,0.3939743025557903,0.3939743025557903
1999-01-01,23,2.5,2.45,0.21,0.458257569495584,2.0833333333333335,2.5,2.8125,-0.14285714285714268,0.38056219755369364,4,0.48496643535222267,0.48496643535222267
1999-01-01,24,2.7,3.5125,4.60296875,2.1454530407352195,2.3,2.8,3.3,0.0,1.353524053419103,5,0.5890540006187884,0.5890540006187884
1999-01-01,26,1.9,1.8,0.0725,0.2692582403567252,1.6071428571428572,1.7857142857142856,1.9642857142857144,1.243449787580175e-15,0.24579802006254378,3,0.3038276370677527,0.3038276370677527
1999-01-01,28,1.8,1.75,0.175,0.4183300132670378,1.5416666666666667,1.75,1.9583333333333333,0.0,0.3741657386773941,5,0.4453122650624979,0.4453122650624979
1999-01-01,29,1.5,1.55,0.15999999999999998,0.39999999999999997,1.25,1.6,1.85,-0.1666666666666668,0.33218191941495984,4,0.44268930313343496,0.44268930313343496
1999-01-01,33,2.7,2.75,0.05,0.22360679774997896,2.59375,2.75,2.90625,0.0,0.1690308509457033,3,0.2421439854598914,0.2421439854598914
1999-01-01,34,2.0,2.05,0.06,0.2449489742783178,1.8125,2.0833333333333335,2.2916666666666665,-0.13043478260869662,0.23904572186687875,2,0.25501972217760543,0.25501972217760543
1999-01-01,36,2.2,2.05,0.16,0.4,1.75,2.1,2.35,-0.1666666666666668,0.39036002917941337,4,0.44268930313343496,0.44268930313343496
1999-01-01,37,2.5,2.25,0.125,0.3535533905932738,2.0,2.25,2.5,0.0,0.31622776601683794,3,0.3939743025557903,0.3939743025557903
1999-01-01,38,2.2,2.25,0.05,0.22360679774997896,2.09375,2.25,2.40625,0.0,0.19999999999999998,3,0.2421439854598914,0.2421439854598914
1999-01-01,39,1.9,1.9,0.15250000000000002,0.39051248379533277,1.6111111111111112,1.8888888888888888,2.2142857142857144,0.07894736842105307,0.37233904393222533,4,0.43997559479027804,0.43997559479027804
1999-01-01,40,1.5,1.6,0.3524999999999999,0.5937171043518958,1.2,1.6428571428571428,2.0,-0.10714285714285704,0.5017825368480995,6,0.59329164070278,0.59329164070278
1999-01-01,43,1.5,1.48,2.2733499999999998,1.5077632440141255,1.0,1.4807692307692308,1.9615384615384617,0.0,1.2229574808635006,9,0.7211642476314505,0.7211642476314505
1999-01-01,46,0.28,-0.6025,3.5663687499999996,1.8884831876402817,-2.2972972972972974,0.2826086956521739,0.875,-0.626522202157707,0.9949726160013871,6,0.5794732486613814,0.5794732486613814
1999-01-01,47,1.9,2.0,0.2625,0.51234753829798,1.5833333333333333,2.0,2.4166666666666665,-2.664535259100376e-16,0.51234753829798,4,0.5176692572147991,0.5176692572147991
1999-01-01,50,2.0,1.85,0.19,0.43588989435406733,1.55,1.8,2.125,0.1304347826086956,0.4064694223485302,4,0.4625163882782973,0.4625163882782973
1999-01-01,52,1.9,2.025,0.261875,0.511737237261468,1.6875,2.0,2.4166666666666665,0.14285714285714268,0.5054580149508452,5,0.511231388855942,0.511231388855942
1999-01-01,53,2.2,2.25,0.05,0.22360679774997896,2.09375,2.25,2.40625,0.0,0.19999999999999998,3,0.2421439854598914,0.2421439854598914
1999-01-01,54,1.6,1.75,0.2,0.4472135954999579,1.5,1.75,2.0,0.0,0.39999999999999997,5,0.48878134178201676,0.48878134178201676
1999-01-01,56,,1.5,0.0625,0.25,1.25,1.5,1.75,0.0,0.20412414523193154,2,0.26264953503719357,0.26264953503719357
1999-01-01,59,1.5,1.425,0.056875,0.23848480035423641,1.1923076923076923,1.3846153846153846,1.6428571428571428,0.14634146341463414,0.190029237516523,2,0.2453325404374683,0.2453325404374683
1999-01-01,60,2.0,2.0,0.1625,0.4031128874149275,1.6875,2.0,2.3125,0.0,0.4031128874149275,4,0.4522636134896463,0.4522636134896463
1999-01-01,61,2.0,2.0,0.1625,0.4031128874149275,1.6875,2.0,2.3125,0.0,0.4031128874149275,4,0.4522636134896463,0.4522636134896463
1999-01-01,62,1.6,1.65,0.09,0.3,1.4166666666666667,1.6666666666666667,1.875,-0.09090909090909109,0.2581988897471611,3,0.3402524510476205,0.3402524510476205
1999-01-01,63,1.8,1.75,0.525,0.724568837309472,1.25,1.75,2.25,0.0,0.6480740698407861,7,0.668821109878258,0.668821109878258
1999-01-01,64,2.5,2.6575,3.7045687499999995,1.92472562979766,1.75,2.3958333333333335,2.8703703703703702,-0.15289256198347148,1.4950029888436958,9,0.7120337885773584,0.7120337885773584
1999-01-01,65,1.6,1.55,0.06,0.2449489742783178,1.3125,1.5833333333333333,1.7916666666666667,-0.13043478260869518,0.20341905108624309,2,0.25501972217760543,0.25501972217760543
1999-01-01,67,1.5,1.35,0.14,0.37416573867739417,1.0625,1.375,1.6875,0.0,0.2912876325017677,3,0.3997337064822076,0.3997337064822076
1999-01-01,68,1.0,1.0,0.1625,0.4031128874149275,0.6875,1.0,1.3125,0.0,0.2850438562747845,4,0.4522636134896463,0.4522636134896463
1999-01-01,70,1.5,1.3625,1.8029687499999998,1.3427467184841673,0.6666666666666666,1.5,2.3333333333333335,6.661338147750938e-17,1.0493091147610463,8,0.7604917071071301,0.7604917071071301
1999-01-01,71,1.5,1.55,0.335,0.5787918451395113,1.1666666666666667,1.5714285714285714,1.9285714285714286,-0.06249999999999978,0.48066046515042266,6,0.5846895790948802,0.5846895790948802
1999-01-01,72,2.0,2.385,7.018025,2.6491555258232764,1.2083333333333333,2.0277777777777777,2.8076923076923075,-0.024716098864395512,2.251036664513031,9,0.8054823901805374,0.8054823901805374
1999-01-01,73,,2.25,0.125,0.3535533905932738,2.0,2.25,2.5,0.0,0.31622776601683794,3,0.3939743025557903,0.3939743025557903
1999-01-01,76,2.0,2.4875,2.30921875,1.5196113812419278,1.75,2.25,2.75,0.0,1.2459598574539046,7,0.668821109878258,0.668821109878258
1999-01-01,85,2.3,2.45,0.185,0.4301162633521313,2.125,2.4375,2.7857142857142856,0.05405405405405387,0.3571921148297533,4,0.47319189672114575,0.47319189672114575
1999-01-01,86,2.2,2.5125,2.28421875,1.5113632091592013,1.8333333333333333,2.2857142857142856,2.75,0.012987012987013182,1.2289130452262569,7,0.6570465712471812,0.6570465712471812
1999-01-01,87,1.5,1.65,0.29,0.5385164807134504,1.375,1.7,1.95,-0.1304347826086956,0.4634811914358713,6,0.5313977062170242,0.5313977062170242
1999-01-01,88,2.0,1.86,1.8104,1.3455110553243328,1.3666666666666667,1.85,2.32,-0.013986013986014312,1.2601865637430818,9,0.696703779689899,0.696703779689899
1999-01-01,89,1.6,1.75,0.1,0.31622776601683794,1.5416666666666667,1.75,1.9583333333333333,0.0,0.282842712474619,3,0.3600795361924829,0.3600795361924829
1999-01-01,90,2.0,2.275,0.011875,0.10897247358851683,2.1315789473684212,2.263157894736842,2.3947368421052633,1.6875389974302385e-15,0.0965076447241154,2,0.07522202762257295,0.07522202762257295
1999-01-01,91,1.8,1.927218344875,3.5378234666585153,1.880910276078717,1.1139705882309558,1.8032994924239076,2.4839385474742945,-0.0063431039273097,1.8159856399688052,9,0.7800634120730272,0.7800634120730272
1999-01-01,93,1.7,2.025,0.386875,0.6219927652312365,1.5625,1.875,2.5,0.3333333333333333,0.6143606631208122,5,0.5637612958633805,0.5637612958633805
1999-01-01,94,1.9,1.7,0.1225,0.35,1.4166666666666667,1.7,1.95,-0.06249999999999979,0.3069703067574602,3,0.3901593961259963,0.3901593961259963
1999-01-01,95,1.5,1.515151515151515,1.4290633608815428,1.1954343816711743,0.9609375,1.5108695652173914,2.0703125,0.008573178199632492,0.9810353850479303,9,0.7116010424219819,0.7116010424219819
2000-01-01,1,1.8,1.925,0.106875,0.3269174207655505,1.6666666666666667,1.875,2.1666666666666665,0.1666666666666666,0.3153071592133024,4,0.36651740455133985,0.36651740455133985
2000-01-01,2,1.5,1.5,0.3625,0.6020797289396148,1.0833333333333333,1.5,1.9166666666666667,0.0,0.4915960401250876,6,0.6029019860848139,0.6029019860848139
2000-01-01,4,1.8,1.4,0.0525,0.229128784747792,1.1785714285714286,1.3571428571428572,1.5833333333333333,0.11764705882352902,0.18114220932736796,2,0.23147064491545163,0.23147064491545163
2000-01-01,5,1.8,1.675,0.056875,0.23848480035423641,1.5333333333333334,1.7,1.8666666666666667,6.661338147750941e-16,0.20718235518954503,3,0.26048534178815086,0.26048534178815086
2000-01-01,9,1.5,1.7,0.1225,0.35,1.4166666666666667,1.7,1.95,-0.06249999999999979,0.3069703067574602,3,0.3901593961259963,0.3901593961259963
2000-01-01,10,1.5,1.56,0.2289,0.4784349485562274,1.1818181818181819,1.5606060606060606,1.9393939393939394,2.9309887850104134e-16,0.3986957904635229,4,0.5019527435659831,0.5019527435659831
2000-01-01,11,1.9,1.85,0.04,0.2,1.65625,1.8125,1.96875,0.0,0.18650096164806276,2,0.18961407845245268,0.18961407845245268
