Date,FCT_SOURCE,POINT,Mean_spd,Variance_spd,sigma_spd,Q1,Q2_median_spd,Q3,Bowley_Skewness,NIU,bins_filled,entropy_norm,I_informativeness
1999-01-01,1.0,2.2,2.2,0.1225,0.35,1.9166666666666667,2.2,2.45,-0.06250000000000018,0.3337119062359573,3,0.2944804196655945,0.2944804196655945
1999-01-01,2.0,2.3,2.025,0.061875,0.248746859276655,1.7777777777777777,2.0454545454545454,2.2727272727272725,-0.08163265306122504,0.22029392130675302,2,0.19680747191777104,0.19680747191777104
1999-01-01,3.0,1.8,1.8,0.0725,0.2692582403567252,1.6071428571428572,1.7857142857142856,1.9642857142857144,1.243449787580175e-15,0.219848432637882,3,0.22931983942487008,0.22931983942487008
1999-01-01,4.0,2.5,2.3,0.0725,0.2692582403567252,2.107142857142857,2.2857142857142856,2.4642857142857144,1.243449787580175e-15,0.2692582403567252,3,0.22931983942487008,0.22931983942487008
1999-01-01,5.0,2.0,1.8,0.1975,0.44440972086577946,1.55,1.8,2.1,0.09090909090909098,0.3628590176179541,5,0.3653040593204138,0.3653040593204138
1999-01-01,6.0,2.4,2.35,0.09,0.3,2.125,2.3333333333333335,2.5833333333333335,0.09090909090909055,0.2927700218845599,3,0.2568121787444869,0.2568121787444869
1999-01-01,9.0,1.7,1.65,0.04,0.2,1.53125,1.6875,1.84375,0.0,0.1556997888323046,2,0.14311492674945414,0.14311492674945414
1999-01-01,10.0,1.6,1.9,0.1025,0.32015621187164245,1.65,1.9,2.1875,0.06976744186046527,0.27058138464108306,3,0.2697973265452876,0.2697973265452876
1999-01-01,11.0,2.0,2.1,0.0525,0.229128784747792,1.9166666666666667,2.142857142857143,2.3214285714285716,-0.11764705882352841,0.2091650066335189,2,0.17470698727695277,0.17470698727695277
1999-01-01,14.0,2.3,2.2,0.0225,0.15,2.0833333333333335,2.2222222222222223,2.361111111111111,0.0,0.14301938838683886,2,0.09297362230073491,0.09297362230073491
1999-01-01,16.0,2.0,2.275,0.436875,0.6609652033201143,1.875,2.2857142857142856,2.7,0.004329004329004851,0.6528548936747905,7,0.46762243247269547,0.46762243247269547
1999-01-01,17.0,2.3,2.325,0.456875,0.6759252917297887,2.0,2.3125,2.75,0.16666666666666666,0.6676314157655203,7,0.4726402543825044,0.4726402543825044
1999-01-01,18.0,2.0,1.925,0.656875,0.8104782538723664,1.3333333333333333,2.0,2.5,-0.1428571428571429,0.6911781772649314,7,0.5284990145235186,0.5284990145235186
1999-01-01,19.0,1.3,1.375,0.046875,0.21650635094610965,1.1666666666666667,1.3333333333333333,1.5,6.661338147750941e-16,0.15604694598308982,2,0.16082766438604745,0.16082766438604745
