INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T4_4,F4_5T4_9,F5_0,,
2023,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,30,70,,
2023,4,5.4,0,0,0,0,0,0,0,0,0,0,5,10,25,60,,
2023,6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,5,95,,
2023,7,4.2,,,,,,,,,,,,,,,,
2023,14,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,15,5.4,0,0,0,0,0,0,0,0,0,0,5,10,25,60,,
2023,20,5.3,0,0,0,0,0,0,0,0,0,0,0,5,15,80,,
2023,23,5.4,0,0,0,0,0,0,0,0,0,0,0,5,25,70,,
2023,24,5.68677228,0,0,0,0,0,0,0,0,5,5,15,20,25,30,,
2023,26,5.4,0,0,0,0,0,0,0,0,0,5,5,5,15,70,,
2023,29,5.7,0,0,0,0,0,0,0,0,0,0,1,2,3,94,,
2023,30,5.35,,,,,,,,,,,,,,,,
2023,32,5.5,0,0,0,0,0,3.80E-07,2.04E-05,0.0006634,0.01315145,0.15923468,1.17946616,5.35297842,14.9056823,78.3888028,,
2023,37,5.7,0,0,0,0,0,0,0,0,0,0,0,0,8,92,,
2023,38,5.389488,0,0,0,0,0,0,0,0,0,0,0,0,10,90,,
2023,39,5.46465091,0,0,0,0,0,0,0,0,0,0,0,0,5,95,,
2023,41,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,42,,0,0,0,0,0,0,0,0,0,0,0,25,40,35,,
2023,47,5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,95,,
2023,48,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,49,5.4,,,,,,,,,,,,,,,,
2023,54,,0,0,0,0,0,0,0,0,0,20,20,20,20,20,,
2023,56,5.4792273,0,0,0,0,0,0,0,0,0,0,0,0,30,70,,
2023,65,5.1,0,0,0,0,0,0,0,0,0,0,0,0,40,60,,
2023,68,5.4,,,,,,,,,,,,,,,,
2023,80,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0.31678986,99.68321014,,
2023,82,5.5,,,,,,,,,,,,,,,,
2023,85,5.39773139,0,0,0,0,0,0,0,0,2.00E-08,2.95E-05,0.00901432,0.62193467,10.03795631,89.33106517,,
2023,88,5.5,0,0,0,0,0,0,0,0,0,0,5.5,10.5,84,0,,
2023,89,5.5,0,0,0,0,0,0,0,0,0,0,5,10,30,55,,
2023,91,5.38,0,0,0,0,0,0,0,0,0,0,0,0,10,90,,
2023,93,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,95,5.24863529,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,97,5.3,,,,,,,,,,,,,,,,
2023,98,5.6,0,0,0,0,0,0,0,0,0,0,0,5,15,80,,
2023,99,5.6,,,,,,,,,,,,,,,,
2023,101,5.1,0,0,0,0,0,0,0,0,0,0,0,5,35,60,,
2023,102,5.5,0,0,0,0,0,0,0,0,0,0,0,10,20,70,,
2023,103,5.5,,,,,,,,,,,,,,,,
2023,105,5.6,,,,,,,,,,,,,,,,
2023,107,5.62627784,0,0,0,0,0,0,0,0,0,2.00E-08,7.62E-05,0.03698648,2.58357918,97.3793581,,
2023,110,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,112,5.4,0,0,0,0,0,0,0,0,0,0,0,0,5,95,,
2023,114,5.4,,,,,,,,,,,,,,,,
2023,115,5.311,0.02794381,0.0334963,0.09302275,0.20784019,0.43112626,0.83026184,1.48443874,2.46403538,3.79725541,5.43289772,7.21660002,8.89966283,10.18954048,58.89187826,,
2023,117,5.5,,,,,,,,,,,,,,,,
2023,118,5.5,,,,,,,,,,,,,,,,
2023,119,3.8,0,0,0,0,0,0,0,0,5,10,65,10,5,5,,
2023,121,5.22981945,0,0,0,0,0,0,0,0,1,2,3,7,20,67,,
2023,127,6,0,0,0,0,0,1,1,2,6,7,8,10,15,50,,
2023,128,6,0,0,0,0,0,0,0,0,0,0,0,0,2,98,,
2023,135,5.5,0,0,0,0,0,0,0,0,0,0,0,5,10,85,,
2023,136,5.3,,,,,,,,,,,,,,,,
2023,137,5.47,0,0,0,0,1.00E-08,4.60E-07,2.42E-05,0.00077589,0.01511026,0.17935239,1.2996763,5.75890796,15.62456124,77.12159125,,
2024,1,2.6,0,0,0,0,0,0,5,25,50,20,0,0,0,0,,
2024,4,2.3,5,2.5,2.5,5,5,10,10,10,10,10,10,7.5,5,7.5,,
2024,6,2.5,0,0,0,0,0,10,10,25,30,15,10,0,0,0,,
2024,7,2.4,,,,,,,,,,,,,,,,
2024,14,4.9,0,0,0,0,0,0,0,0,2,5,10,16,21,46,,
2024,15,3.2,0,0,0,0,0,0,5,15,20,25,20,10,5,0,,
2024,20,3,0,0,0,0,0,0,5,14,26,29,17,7,2,0,,
2024,23,2.3,0,0,0,2,5,12,18,22,18,12,7,3,1,0,,
2024,24,2.2562371,0,0,0,0,5,11,21,25,20,10,5,2,1,0,,
2024,26,2.2,0,2,3,5,10,12,20,20,12,6,5,3,2,0,,
2024,29,2.8,0,0,0,0,0.5,4.25,11,18,24,23,11.25,5,2,1,,
2024,30,2,,,,,,,,,,,,,,,,
2024,32,2.6,0.49265888,0.80341428,1.75159937,3.36548639,5.73861266,8.6339161,11.47840594,13.48435486,13.99763736,12.83971955,10.40715359,7.45388247,4.71742425,4.8357343,,
2024,37,2.9,0,0,0,0,0,0,2,27,48,21,2,0,0,0,,
2024,38,2.917574,0,0,0,0,0,0,0,0,70,30,0,0,0,0,,
2024,39,2.66495184,0,0,0,0,0,0,5,30,40,20,5,0,0,0,,
2024,41,2.6,0,0,0,0,0,0,0,25,50,25,0,0,0,0,,
2024,42,,0,0,0,0,0,0,0,15,35,30,15,5,0,0,,
2024,47,3,0,0,0,0,0,0,5,5,20,45,15,5,5,0,,
2024,48,3.5,0,0,0,0,0,0,0,0,0,50,50,0,0,0,,
2024,49,2.6,,,,,,,,,,,,,,,,
2024,54,,0,0,10,10,10,10,10,10,10,10,10,10,0,0,,
2024,56,2.82,0,0,0,0,0,0,10,25,30,25,10,0,0,0,,
2024,65,1.8,0,0,0,0,10,20,40,20,10,0,0,0,0,0,,
2024,68,2.5,,,,,,,,,,,,,,,,
2024,80,2.6,0,0,0,0.21119324,2.11193242,8.23653643,20.48574446,32.94614572,21.64730729,11.29883844,2.63991552,0.42238648,0,0,,
2024,82,2.7,,,,,,,,,,,,,,,,
