INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN0_8,FN0_7TN0_3,FN0_2T0_2,F0_3T0_7,F0_8T1_2,F1_3T1_7,F1_8T2_2,F2_3T2_7,F2_8T3_2,F3_3T3_7,F3_8T4_2,F4_3T4_7,F4_8,,,
2026,49,2.9,,,,,,,,,,,,,,,,
2026,54,2.25,0,0,0,0,0,10,40,40,10,0,0,0,0,,,
2026,56,2.79,0,0,0,0,0,5,15,30,30,15,5,0,0,,,
2026,59,2.71,0,0,0,0,0,0,5,60,35,0,0,0,0,,,
2026,68,2.4,,,,,,,,,,,,,,,,
2026,80,1.9,0,0,0,0.23923445,8.97129187,36.24401914,32.29665072,18.30143541,3.3492823,0.59808612,0,0,0,,,
2026,82,2.9,1,1,1,3,4,5,7.5,10,17.5,15,10,10,15,,,
2026,88,2.7776375,0,0,0.71686457,2.44738137,7.61325089,15.35398886,9.34087889,9.34087889,46.14869479,6.68759695,1.85046479,0.5,0,,,
2026,89,1.9,0,0,2.5,5,10,15,30,20,10,5,2.5,0,0,,,
2026,91,2.53,0,0,0,0,0,10,25,30,20,15,0,0,0,,,
2026,93,2,0,0,0,0,0,32.5,32.5,30,5,0,0,0,0,,,
2026,95,2.56600076,0.01385463,0.18297189,0.74792889,2.38027994,5.90232763,11.39725078,17.13970233,20.07394942,18.31001734,13.00681805,7.1958111,3.10037926,0.54870875,,,
2026,97,3.3,,,,,,,,,,,,,,,,
2026,98,3.1,0,0,0,0,0,0,0,10,45,20,10,10,5,,,
2026,99,2.8,0,0,0,0,0,0,0,30,70,0,0,0,0,,,
2026,101,2.9,,,,,,,,,,,,,,,,
2026,102,3,0,0,0,0,0,0,10,20,30,25,10,5,0,,,
2026,105,2.6,,,,,,,,,,,,,,,,
2026,107,2.75001306,1.1e-06,0,0,1.1e-06,0.00135117,0.25572982,7.83311921,41.90834135,41.91016058,7.83415652,0.25578754,0.00135161,0,,,
2026,108,2.3,7.43e-06,0.00051716,0.01806608,0.31593911,2.7787003,12.34565087,27.81162094,31.83983879,18.53198713,5.47517558,0.81847707,0.06164656,0.00237299,,,
2026,110,2.65544283,0,0,0,0,0,0,0.00042502,66.84206714,33.15750275,5.09e-06,0,0,0,,,
2026,112,2.8,0,0,0,0,0,5,10,20,30,20,10,5,0,,,
2026,114,2.4,,,,,,,,,,,,,,,,
2026,115,2.82553083,1.68097725,2.71825208,3.90125973,5.46646618,7.31065407,9.20740409,10.83949505,11.88110114,12.10290508,11.45412805,10.0814116,8.27496842,5.08097725,,,
2026,117,2.7,,,,,,,,,,,,,,,,
2026,118,2.88,,,,,,,,,,,,,,,,
2026,121,2.74581544,0,0,0,1,2,8,10,30,30,13,5,1,0,,,
2026,127,2.8,0,0,0,0,0,0,10,22.5,27.5,22.5,10,5,2.5,,,
2026,128,2.5,0,0,0,0,0,0,10,50,15,10,8,5,2,,,
2026,135,3.2,0,0,0,0,0,2.5,5,15,30,25,15,5,2.5,,,
2026,137,2.74,0.00032665,0.0050798,0.0554548,0.4079284,2.0236191,6.77460401,15.31456532,23.38701143,24.13199834,16.82549343,7.92525861,2.5209212,0.6277389,,,
2027,1,2,0,0,0,0,0,20,60,20,0,0,0,0,0,,,
2027,2,2,0,0,0,0,10,30,30,20,10,0,0,0,0,,,
2027,5,2,0,0,0,0,0,20,50,20,5,2.5,2.5,0,0,,,
2027,6,2.1,0,0,0,0,10,20,30,25,10,5,0,0,0,,,
2027,7,1.8,,,,,,,,,,,,,,,,
2027,8,2.3,0,0,0,0,2,10,20,23,15,10,8,7,5,,,
2027,14,2.9,0,0,1,2,5,10,15,19,19,15,9,4,1,,,
2027,15,2.5,0,0,0,0,5,15,20,25,15,10,5,5,0,,,
2027,16,2.1,1,2,4,6,11,14,17,16,11,8,5,3,2,,,
2027,20,2.5,0,0,0,0,0,5,25,40,25,5,0,0,0,,,
2027,23,2.2,0,0,1,1,6,22,29,15,10,7,3,2,4,,,
2027,24,2.10916297,0,0,1,3,12,21,22,20,10,6,3,2,0,,,
2027,26,2,0,0,1,5,10,18,35,17,10,3,1,0,0,,,
2027,29,2.1,1,2,3,5,10,15,17,16,14,10,4,2,1,,,
2027,30,2.2,,,,,,,,,,,,,,,,
2027,32,2.50476368,0.65954602,1.11124059,2.42349281,4.5993567,7.59592009,10.91683019,13.65366354,14.86074384,14.07574725,11.60222776,8.32239636,5.19504341,4.98379143,,,
2027,33,2.2,0,1,1.9,4.5,8.5,13.1,16.4,18.4,14.9,10.8,6.6,3.4,0.5,,,
2027,37,2.3,0,0,0,0,0,0,22,59,18,1,0,0,0,,,
2027,38,1.87,0,0,0,0,0,20,70,10,0,0,0,0,0,,,
2027,39,2.27487902,0,0,0,0,0,5,45,45,5,0,0,0,0,,,
2027,41,2.1,0,0,0,0,0,10,55,35,0,0,0,0,0,,,
2027,42,2.3,0,0,0,0,0,10,35,45,10,0,0,0,0,,,
2027,45,1.88440991,0,0,0,2.5,10,30,35,15,5,2.5,0,0,0,,,
2027,47,1.96,0,0,0,0,0,5,55,35,5,0,0,0,0,,,
2027,48,1.7,0,0,0,0,0,50,50,0,0,0,0,0,0,,,
2027,49,2.1,,,,,,,,,,,,,,,,
2027,54,1.75,0,0,0,0,10,40,40,10,0,0,0,0,0,,,
2027,56,2.23,0,0,0,0,5,15,30,30,15,5,0,0,0,,,
2027,59,1.87,0,0,0,0,0,25,60,15,0,0,0,0,0,,,
2027,68,2,,,,,,,,,,,,,,,,
2027,80,1.82,0,0.59808612,2.75119617,8.01435407,18.54066986,23.44497608,19.01913876,15.43062201,7.17703349,3.11004785,1.19617225,0.59808612,0.11961722,,,
2027,82,2.1,2,2,2,4,5,10,20,15,10,10,10,5,5,,,
2027,88,1.97124021,0,2.16434296,2.82664909,5.89984803,9.22061494,13.20517038,17.50803535,14.33704391,14.2312869,12.49140081,5.19853146,1.79207618,1.125,,,
2027,89,2,0,1.5,3,7.5,10,15,20,20,13,5,3,1.5,0.5,,,
2027,91,2.23,0,0,0,0,0,15,40,30,15,0,0,0,0,,,
2027,93,1.9,0,0,0,0,7.5,30,37.5,22.5,2.5,0,0,0,0,,,
2027,95,2.03675702,0.21036113,1.2787046,3.28960596,6.88183936,11.71286616,16.21302251,18.25301143,16.71378461,12.44757671,7.53988213,3.71461696,1.48844658,0.25628184,,,
2027,97,2.1,,,,,,,,,,,,,,,,
2027,98,2.5,0,0,0,5,5,10,15,25,20,15,5,0,0,,,
2027,99,2,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2027,101,2.5,,,,,,,,,,,,,,,,
2027,102,2.2,0,0,0,5,10,12.5,15,22.5,20,10,5,0,0,,,
2027,105,2.1,,,,,,,,,,,,,,,,
2027,107,1.57694497,0.17690667,0.91414443,3.69159528,10.16927347,19.11817499,24.53676898,21.50092329,12.86283685,5.25226043,1.46319396,0.27794473,0.03597691,0,,,
2027,108,2.7,1.5e-07,1.826e-05,0.00111277,0.03383675,0.51554529,3.9540617,15.33242986,30.16299522,30.16299522,15.33242986,3.9540617,0.51554529,0.03496792,,,
2027,110,2.45,2.0117413,2.82794479,4.25425388,6.54557163,9.06629909,11.30504198,12.69038912,12.82445202,11.66712523,9.55541732,7.04523297,4.67627085,5.53025982,,,
2027,112,2.2,0,0,0,5,10,20,30,20,10,5,0,0,0,,,
2027,114,1.9,,,,,,,,,,,,,,,,
2027,115,2.30746132,1.77875671,3.6492095,5.22703853,7.07777729,8.97083302,10.58699088,11.60207482,11.79207757,11.11348204,9.71944979,7.90365699,5.99989615,4.57875671,,,
2027,117,2,,,,,,,,,,,,,,,,
2027,118,1.86,,,,,,,,,,,,,,,,
2027,121,1.91366487,0,1,2,4,10,18,30,18,10,4,2,1,0,,,
2027,127,2.1,0,0,0,0,0,15,25,15,12.5,10,7.5,5,10,,,
2027,128,2.4,0,0,1,2,2,5,20,40,12,8,5,3,2,,,
2027,135,2.4,0,0,0,2.5,5,12.5,20,25,17.5,10,5,2.5,0,,,
2027,137,2.24,4.1247548,3.2170425,4.8549363,6.7565791,8.671364,10.2627958,11.2011344,11.2739616,10.4642793,8.9569506,7.0701531,5.1465332,7.9995153,,,
2027Mar,1,2,,,,,,,,,,,,,,,,
2027Mar,5,2.5,0,0,0,0,0,5,25,50,10,5,5,0,0,,,
2027Mar,6,1.3,0,0,5,10,25,30,15,10,5,0,0,0,0,,,
2027Mar,7,1.9,,,,,,,,,,,,,,,,
2027Mar,8,2.9,0,0,0,0,0,2,10,20,25,20,10,8,5,,,
2027Mar,14,2.8,0,0,0,1,3,7,13,19,20,16,12,6,3,,,
2027Mar,16,2.4,1,2,2,3,5,8,14,17,14,12,10,7,5,,,
2027Mar,20,2.8,0,0,0,0,0,2,14,25,40,17,2,0,0,,,
2027Mar,24,2.44422384,0,0,1,4,7,14,16,19,16,14,6,3,0,,,
2027Mar,26,2.4,0,0,0,0,2,10,17,50,13,7,1,0,0,,,
2027Mar,33,2.3,0,0,0.2,4.2,8.9,14.3,18,20,15,10.1,5.6,2.5,1.2,,,
2027Mar,37,2.7,0,0,0,0,0,0,2,49,41,8,0,0,0,,,
2027Mar,39,2.29841402,0,0,0,0,15,35,35,15,0,0,0,0,0,,,
2027Mar,48,1.6,0,0,0,0,0,70,30,0,0,0,0,0,0,,,
2027Mar,49,2.4,,,,,,,,,,,,,,,,
2027Mar,54,1.75,0,0,0,0,10,40,40,10,0,0,0,0,0,,,
2027Mar,56,2.55,0,0,0,0,0,10,20,35,25,10,0,0,0,,,
2027Mar,59,2.28,0,0,0,0,0,0,30,55,15,0,0,0,0,,,
2027Mar,68,2,,,,,,,,,,,,,,,,
2027Mar,82,2.4,1,1,1,3,4,5,10,17.5,15,10,10,10,12.5,,,
2027Mar,88,2.37443886,0,0.78507618,1.61852284,4.72026248,9.59966502,11.88981806,12.22878838,20.1336808,24.14399642,10.22492519,3.02653201,1.12873262,0.5,,,
2027Mar,89,1.9,0.5,1.5,3,10,12.5,20,20,12.5,10,5,3,1.5,0.5,,,
2027Mar,91,2.25,0,0,0,0,0,15,35,35,15,0,0,0,0,,,
2027Mar,93,2,0,0,0,0,5,30,37.5,25,2.5,0,0,0,0,,,
2027Mar,95,2.86229148,0.01716453,0.17404557,0.629778,1.85291092,4.43587048,8.63635555,13.67577366,17.61339322,18.45031955,15.71934657,10.89268189,6.13910254,1.76325751,,,
2027Mar,97,3.2,,,,,,,,,,,,,,,,
2027Mar,98,3.1,0,0,0,0,0,0,0,20,40,25,10,5,0,,,
2027Mar,99,2.3,,,,,,,,,,,,,,,,
2027Mar,102,2.4,,,,,,,,,,,,,,,,
2027Mar,107,2.02232925,0.04446527,0.35722363,1.57703844,5.0193344,11.52106115,19.07601841,22.78761029,19.64036952,12.21294069,5.47831988,1.77226236,0.41335596,0.1,,,
2027Mar,108,3.2,0,1.5e-07,1.826e-05,0.00111277,0.03383675,0.51554529,3.9540617,15.33242986,30.16299522,30.16299522,15.33242986,3.9540617,0.55051321,,,
2027Mar,110,2.7,2.85788686,1.80628826,3.43239994,5.06290842,6.90941084,8.72411249,10.19157237,11.01542083,11.01542083,10.19157237,11.71409059,6.15851425,10.92040197,,,
2027Mar,112,2.5,0,0,0,0,5,10,20,30,20,10,5,0,0,,,
2027Mar,114,2,,,,,,,,,,,,,,,,
2027Mar,115,2.5,3.31936207,3.18174461,4.6191104,6.3855199,8.29662149,10.05980267,11.3406029,11.86450072,11.51246585,10.36489229,8.6717762,6.76423884,3.61936207,,,
2027Mar,117,2.3,,,,,,,,,,,,,,,,
2027Mar,118,2.3,,,,,,,,,,,,,,,,
2027Mar,121,2.55411586,0,0,0,1,2,8,10,35,25,13,5,1,0,,,
2027Mar,127,2.1,0,0,3,6,10,20,25,16.5,7.5,5,4,2,1,,,
2027Mar,128,2.4,0,0,1,2,2,5,20,40,12,8,5,3,2,,,
2027Mar,135,3.3,0,0,0,0,0,2.5,7.5,15,25,25,15,7.5,2.5,,,
2027Mar,137,2.49,3.3052724,2.6514011,4.085818,5.82673161,7.68978221,9.39175081,10.61507141,11.10307641,10.74751011,9.62756511,7.98121391,6.12301031,10.85179661,,,
2028,1,2,0,0,0,0,0,20,60,20,0,0,0,0,0,,,
2028,2,2.1,0,0,0,5,5,25,25,20,10,10,0,0,0,,,
2028,5,1.9,0,0,0,0,0,20,70,10,0,0,0,0,0,,,
2028,6,2,0,0,0,5,10,20,35,20,5,5,0,0,0,,,
2028,7,2,,,,,,,,,,,,,,,,
2028,8,1.9,0,0,0,6,15,21,23,18,10,5,2,0,0,,,
2028,14,3.1,0,0,0,2,3,7,11,16,18,17,12,8,6,,,
2028,15,2.2,0,0,0,5,10,15,20,20,15,10,5,0,0,,,
2028,16,1.7,1,2,4,8,12,16,15,13,11,8,5,3,2,,,
2028,20,1.8,0,0,0,3,14,25,38,15,4,1,0,0,0,,,
2028,24,2.24,0,0,1,3,10,17,22,20,12,8,5,2,0,,,
2028,26,2,0,2,3,4,5,18,40,12,7,4,3,2,0,,,
2028,33,2,0.2,0.6,1.9,4.5,8.5,13.1,16.4,17.1,14.9,10.8,6.6,3.4,2,,,
2028,37,2.2,0,0,0,0,0,5,62,32,1,0,0,0,0,,,
2028,38,2.05,0,0,0,0,0,10,80,10,0,0,0,0,0,,,
2028,39,1.72529898,0,0,0,0,5,45,35,15,0,0,0,0,0,,,
2028,41,2.2,0,0,0,0,0,5,60,35,0,0,0,0,0,,,
2028,45,1.82095529,0,0,2.5,10,15,20,20,15,10,5,2.5,0,0,,,
2028,49,1.7,,,,,,,,,,,,,,,,
2028,54,1.83,0,0,0,5,10,25,40,15,5,0,0,0,0,,,
2028,56,1.9,0,0,0,5,10,15,40,15,10,5,0,0,0,,,
2028,59,1.52,0,0,0,0,15,60,25,0,0,0,0,0,0,,,
2028,68,2,,,,,,,,,,,,,,,,
2028,80,2.05,0,0.9569378,2.3923445,7.41626794,14.35406699,18.66028708,15.31100478,14.95215311,12.44019139,7.53588517,3.46889952,1.9138756,0.59808612,,,
2028,88,2.19939088,0.5,1.80607389,3.27518108,6.85491198,9.97202396,11.24229604,11.68839453,20.27318099,16.81765933,9.7733966,4.84798457,1.66235097,1.28654606,,,
2028,89,2,0.5,1.5,3,7.5,10,15,20,20,12.5,5,3,1.5,0.5,,,
2028,91,2.15,0,0,0,0,0,10,50,40,0,0,0,0,0,,,
2028,95,2.05008266,0.10473529,0.86266258,2.60550927,6.1871358,11.55791205,16.97771323,19.61197936,17.8158311,12.72720888,7.14994469,3.15874537,1.09741017,0.14321222,,,
2028,98,2,0,0,0,0,5,20,35,35,5,0,0,0,0,,,
2028,99,2,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2028,101,2,,,,,,,,,,,,,,,,
2028,102,2.5,0,0,0,5,7.5,15,20,22.5,15,10,5,0,0,,,
2028,105,2.1,,,,,,,,,,,,,,,,
2028,107,1.40505537,0.4424435,1.77154381,5.80306681,13.2786378,21.23150669,23.72588949,18.53098857,10.1149737,3.85758174,1.02751616,0.19106372,0.02478801,0,,,
2028,108,2.1,4.433e-05,0.00232866,0.06164656,0.81847707,5.47517558,18.53198713,31.83983879,27.81162094,12.34565087,2.7787003,0.31593911,0.01806608,0.00052459,,,
2028,112,2.1,0,0,0,5,10,20,30,20,10,5,0,0,0,,,
2028,114,1.9,,,,,,,,,,,,,,,,
2028,115,1.96162748,2.40533095,4.73055355,6.51619404,8.42737555,10.1652908,11.39625439,11.8546994,11.43623569,10.23626314,8.51464264,6.60428408,4.80754481,2.90533095,,,
2028,117,1.5,,,,,,,,,,,,,,,,
2028,118,1.779,,,,,,,,,,,,,,,,
2028,121,1.92093156,0,1,2,4,10,18,30,18,10,4,2,1,0,,,
2028,127,2,0,0,0,0,10,15,40,20,10,5,0,0,0,,,
2028,128,2.1,0,1,1,2,5,20,30,25,10,3,2,1,0,,,
2028,137,1.99,3.3873455,3.3021425,5.3711638,7.856142,10.3328531,12.2208778,12.9974007,12.4303355,10.6900867,8.2670578,5.748982,3.5950055,3.8006071,,,
2028Mar,1,2,,,,,,,,,,,,,,,,
2028Mar,5,2,0,0,0,0,0,30,60,10,0,0,0,0,0,,,
2028Mar,6,2,0,0,0,5,10,20,35,20,5,5,0,0,0,,,
2028Mar,7,2,,,,,,,,,,,,,,,,
2028Mar,14,3,0,0,1,2,4,7,11,15,17,16,12,8,7,,,
2028Mar,16,1.5,2,4,6,11,14,17,16,11,8,5,3,2,1,,,
2028Mar,20,1.9,0,0,0,5,14,21,30,20,7,3,0,0,0,,,
2028Mar,24,1.85242512,0,0,4,8,14,20,20,20,8,3,2,1,0,,,
2028Mar,26,2,0,2,3,4,5,18,40,12,7,4,3,2,0,,,
2028Mar,33,2.1,0,1,1.9,4.5,8.5,13.1,16.4,18.4,14.9,10.8,6.6,3.4,0.5,,,
2028Mar,37,2.2,0,0,0,0,0,1,50,44,5,0,0,0,0,,,
2028Mar,39,1.64932831,0,0,0,0,5,25,40,25,5,0,0,0,0,,,
2028Mar,49,1.6,,,,,,,,,,,,,,,,
2028Mar,54,1.83,0,0,0,5,10,25,40,15,5,0,0,0,0,,,
2028Mar,56,1.7,0,0,0,5,15,20,35,20,5,0,0,0,0,,,
2028Mar,59,1.47,0,0,0,0,15,60,25,0,0,0,0,0,0,,,
2028Mar,68,2,,,,,,,,,,,,,,,,
2028Mar,88,2.08531554,0.5,1.73492847,3.04044695,6.35787762,9.58161028,12.30284678,14.07983271,17.72436261,15.72941939,11.00907715,5.00708003,1.7217847,1.21073331,,,
2028Mar,89,2.2,0.5,1.5,2,5,7.5,15,20,20,17,5.5,3.5,2,0.5,,,
2028Mar,91,2.23,0,0,0,0,0,20,30,35,15,0,0,0,0,,,
2028Mar,95,2,0.23231211,1.3803268,3.4975114,7.20651566,12.08055509,16.46991131,18.26271602,16.4705919,12.08155353,7.20785586,3.4975114,1.3803268,0.23231211,,,
2028Mar,98,2,0,0,0,0,5,25,35,30,5,0,0,0,0,,,
2028Mar,107,1.37368625,1.0619327,2.86928131,7.25565216,13.78661974,19.68670271,21.1277729,17.04144272,10.33026929,4.7057133,1.61057358,0.41408459,0.07995499,0.03,,,
2028Mar,108,2.3,1.192e-05,0.00072243,0.02252857,0.35977515,2.9546127,12.52787463,27.51609135,31.36912951,18.56853363,5.69918726,0.90443438,0.07393135,0.00316712,,,
2028Mar,110,2.2,6.48892415,4.9883076,5.87518587,7.50044678,8.94725474,9.97309186,10.38741082,10.10932867,9.19337156,7.81204413,6.20285681,4.60209684,7.91968017,,,
2028Mar,112,2.1,0,0,0,5,10,20,30,20,10,5,0,0,0,,,
2028Mar,114,2.3,,,,,,,,,,,,,,,,
2028Mar,115,1.9,3.03717759,4.86795838,6.68205436,8.58959172,10.28270781,11.43028137,11.78231624,11.25841842,9.97761819,8.21443701,6.30333542,4.53692592,3.03717759,,,
2028Mar,117,1.5,,,,,,,,,,,,,,,,
2028Mar,118,1.7,,,,,,,,,,,,,,,,
2028Mar,121,1.80390794,0,1,2,4,10,18,30,18,10,4,2,1,0,,,
2028Mar,127,2,0,0,3,6,10,20,25,16.5,7.5,5,4,2,1,,,
2028Mar,128,2.1,0,1,1,3,7,14,35,22,10,4,2,1,0,,,
2028Mar,137,2.02,2.6625799,2.9272822,5.0216124,7.6684178,10.4244893,12.6151383,13.5899725,13.032715,11.1260431,8.4554198,5.720271,3.4449488,3.3111099,,,
2030,1,2,0,0,0,0,0,20,60,20,0,0,0,0,0,,,
2030,5,2,0,0,0,0,2.5,7.5,80,7.5,2.5,0,0,0,0,,,
2030,6,2,0,0,0,0,10,20,40,20,10,0,0,0,0,,,
2030,7,2,,,,,,,,,,,,,,,,
2030,8,2,0,0,1,3,9,22,30,22,9,3,1,0,0,,,
2030,14,3.2,0,0,0,1,2,5,10,15,19,18,14,9,7,,,
2030,15,2.25,0,0,5,5,10,10,20,20,10,10,5,5,0,,,
2030,16,1.9,2,4,5,7,10,16,19,17,10,4,3,2,1,,,
2030,20,2,0,0,0,2,10,22,35,18,10,3,0,0,0,,,
2030,24,2.24,0,0,1,3,10,17,22,20,12,8,5,2,0,,,
2030,26,2,0,2,3,4,5,18,40,12,7,4,3,2,0,,,
2030,33,2,2,3,4,5,10,12,28,12,10,5,4,3,2,,,
2030,37,2.2,0,0,0,0,1,10,60,28,1,0,0,0,0,,,
2030,38,2.02,0,0,0,0,0,10,70,20,0,0,0,0,0,,,
2030,39,1.89329714,0,0,0,0,10,30,45,15,0,0,0,0,0,,,
2030,45,1.9,0,0,2.5,7.5,15,25,15,15,10,7.5,2.5,0,0,,,
2030,48,1.8,,,,,,,,,,,,,,,,
2030,49,2,,,,,,,,,,,,,,,,
2030,54,1.78,0,0,0,5,15,25,35,15,5,0,0,0,0,,,
2030,56,2.05,0,0,0,0,15,20,30,20,15,0,0,0,0,,,
2030,59,2.3,0,0,0,0,0,0,40,60,0,0,0,0,0,,,
2030,68,2,,,,,,,,,,,,,,,,
2030,80,2,0.59808612,1.9138756,3.94736842,6.33971292,12.67942584,16.02870813,14.47368421,16.62679426,11.00478469,7.53588517,3.8277512,2.51196172,2.51196172,,,
2030,82,2,2,1,2,5,10,15,25,15,10,5,3,2,5,,,
2030,88,2,0.5,2.0117072,3.75604002,6.84705348,10.03677557,13.08065226,13.76777148,18.90843813,13.89836326,9.51730966,4.69615024,1.81272704,1.16701168,,,
2030,89,2,0.5,1.5,3,7.5,10,15,30,12.5,10,5,3,1.5,0.5,,,
2030,91,1.65,0,0,0,5,20,35,25,10,5,0,0,0,0,,,
2030,95,2.01043315,0.22588289,1.35083377,3.43756934,7.11359997,11.97632356,16.39835295,18.26193001,16.54104158,12.18565191,7.30137102,3.55819547,1.41034357,0.23890396,,,
2030,98,2.1,0,0,0,5,10,15,35,25,5,5,0,0,0,,,
2030,99,2,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2030,101,1.8,,,,,,,,,,,,,,,,
2030,102,2.1,0,0,0,0,15,25,35,20,5,0,0,0,0,,,
2030,107,1.8,,,,,,,,,,,,,,,,
2030,108,1.8,0.00036842,0.01432252,0.27553839,2.60412703,12.15117028,28.11008481,32.32383541,18.4841409,5.24704101,0.73670122,0.05091774,0.00172359,2.867e-05,,,
2030,110,2,8.8057694,5.82989887,6.50161379,7.93939679,9.10834044,9.81694898,9.94029816,9.45600946,8.45088028,7.09547484,5.59688378,4.14759374,7.31089147,,,
2030,112,2.4,0,0,0,5,10,20,30,20,10,5,0,0,0,,,
2030,114,2,,,,,,,,,,,,,,,,
2030,117,2,,,,,,,,,,,,,,,,
2030,118,2,,,,,,,,,,,,,,,,
2030,121,2,0,0,0,0,4,12,75,7,2,0,0,0,0,,,
2030,127,2,0,0,3,6,10,20,25,16.5,7.5,5,4,2,1,,,
2030,128,2.1,0,1,1,2,5,20,30,25,10,3,2,1,0,,,
2030,135,2,0,0,0,2.5,7.5,22.5,35,22.5,7.5,2.5,0,0,0,,,
2030,137,1.88,6.63484949,4.4309208,6.23043659,8.10199189,9.74348739,10.83644109,11.14573529,10.60182499,9.32614799,7.58706009,5.70813089,3.9715772,5.68139629,,,
,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN0_8,FN0_7TN0_3,FN0_2T0_2,F0_3T0_7,F0_8T1_2,F1_3T1_7,F1_8T2_2,F2_3T2_7,F2_8T3_2,F3_3T3_7,F3_8T4_2,F4_3T4_7,F4_8,,,
2026,1,2,0,0,0,0,5,20,50,20,5,0,0,0,0,,,
2026,2,2,0,0,0,0,10,30,30,20,10,0,0,0,0,,,
2026,5,2.3,0,0,0,0,0,0,40,50,10,0,0,0,0,,,
2026,6,2.2,0,0,0,0,10,20,20,35,10,5,0,0,0,,,
2026,7,2.3,,,,,,,,,,,,,,,,
2026,8,2.2,0,0,0,0,0,10,37,33,15,5,0,0,0,,,
2026,14,2.1,0,0,0,0,0,10,50,36,4,0,0,0,0,,,
2026,15,2.2,0,0,0,5,10,15,25,20,15,10,0,0,0,,,
2026,16,2.3,,,,,,,,,,,,,,,,
2026,23,2.1,0,0,0,2,3,20,35,20,10,5,3,1,1,,,
2026,24,2.25600298,0,0,1,3,10,15,22,22,12,8,5,2,0,,,
2026,26,2.1,0,0,0,0,7,15,37,30,8,3,0,0,0,,,
2026,29,2.3,1,2,3,4,5,9,15,29,20,7,2,2,1,,,
2026,33,2.3,0,0,0,5,10,15,18,18,15,10,5,2,2,,,
2026,37,2.3,0,0,0,0,0,0,10,88,2,0,0,0,0,,,
2026,39,2.27361401,0,0,0,0,0,0,45,55,0,0,0,0,0,,,
2026,47,2.19,0,0,0,0,0,5,50,40,5,0,0,0,0,,,
2026,49,2.4,,,,,,,,,,,,,,,,
2026,54,2.05,0,0,0,0,0,15,60,25,0,0,0,0,0,,,
2026,56,2.27,0,0,0,0,0,20,30,30,20,0,0,0,0,,,
2026,59,2.2,0,0,0,0,0,10,60,30,0,0,0,0,0,,,
2026,82,2.3,1,0.5,0.5,3,5,10,15,30,25,5,2,1,2,,,
2026,88,2.3,,,,,,,,,,,,,,,,
2026,89,2,0,0,2.5,5,10,20,30,15,10,5,2.5,0,0,,,
2026,91,2.25,0,0,0,0,0,10,40,40,10,0,0,0,0,,,
