INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN0_8,FN0_7TN0_3,FN0_2T0_2,F0_3T0_7,F0_8T1_2,F1_3T1_7,F1_8T2_2,F2_3T2_7,F2_8T3_2,F3_3T3_7,F3_8T4_2,F4_3T4_7,F4_8,,,
2025,1,2,0,0,0,0,0,15,60,25,0,0,0,0,0,,,
2025,2,2.3,0,0,0,0,0,5,45,45,5,0,0,0,0,,,
2025,4,2.2,2.5,2.5,2.5,5,10,12.5,15,15,12.5,10,5,2.5,5,,,
2025,5,1.9,0,0,0,0,5,20,60,15,0,0,0,0,0,,,
2025,6,2,0,0,0,0,5,30,35,25,5,0,0,0,0,,,
2025,7,2.2,,,,,,,,,,,,,,,,
2025,8,1.9,0,0,0,2,11,22,35,18,10,2,0,0,0,,,
2025,10,2,0,0,0,0,5,15,60,15,5,0,0,0,0,,,
2025,15,2.1,0,0,0,5,10,15,30,20,15,5,0,0,0,,,
2025,16,2,2,2,4,5,11,15,17,15,11,8,5,3,2,,,
2025,20,2.1,0,0,0,0,5,20,40,25,10,0,0,0,0,,,
2025,23,2.2,0,0,0,5,7,12,35,20,9,5,3,2,2,,,
2025,26,1.7,0,0,2,8,15,25,30,15,3,2,0,0,0,,,
2025,29,2.1,0,1,1,4,8,20,25,19,11,8.5,2,0.5,0,,,
2025,30,2,,,,,,,,,,,,,,,,
2025,32,2.27901477,1.01073615,1.57672069,3.25553638,5.84032355,9.10340221,12.32899172,14.50813277,14.83396667,13.17847399,10.17264219,6.82276734,3.97595452,3.39235184,,,
2025,33,2.1,0,0,0,3,7,20,40,20,7,3,0,0,0,,,
2025,37,2.1,0,0,0,0,0,9,80,11,0,0,0,0,0,,,
2025,38,2.11,0,0,0,0,0,15,80,5,0,0,0,0,0,,,
2025,39,1.81508187,0,0,0,0,0,35,55,10,0,0,0,0,0,,,
2025,41,2.2,0,0,0,0,0,5,55,40,0,0,0,0,0,,,
2025,42,2.5,0,0,0,0,0,0,20,60,20,0,0,0,0,,,
2025,45,1.49915408,0,0,0,0,20,60,20,0,0,0,0,0,0,,,
2025,47,2,0,0,0,0,5,15,60,15,5,0,0,0,0,,,
2025,48,2,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2025,49,2.3,,,,,,,,,,,,,,,,
2025,54,2.1,0,0,0,0,0,25,40,25,10,0,0,0,0,,,
2025,56,2.08,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2025,61,2.1,0,0,0,0,5,20,35,30,10,0,0,0,0,,,
2025,63,2.3,0,0,0,0,0,5,40,50,5,0,0,0,0,,,
2025,68,1.8,,,,,,,,,,,,,,,,
2025,80,2,0,0,0.10460251,1.67364017,9.41422594,27.92887029,26.9874477,22.90794979,9.41422594,1.46443515,0.10460251,0,0,,,
2025,82,2.1,0.05002501,0.15007504,0.20010005,0.50025013,5.00250125,7.50375188,45.02251126,40.02001001,0.8004002,0.4002001,0.20010005,0.10005003,0.05002501,,,
2025,84,2.00080988,0,0,0,0,5,27,40,23,5,0,0,0,0,,,
2025,85,2.00411129,0,1e-08,2.696e-05,0.01694517,1.54267088,21.83130678,52.4919011,22.46314752,1.63543638,0.01853474,3.046e-05,1e-08,0,,,
2025,88,2.2,0,0,0.5,2.32606903,7.0688289,15.17666396,22.59873322,25.39332568,17.18366042,7.32109419,1.93162461,0.5,0,,,
2025,89,2.2,0,0,0,0,5,20,30,20,15,10,0,0,0,,,
2025,91,2.06,0,0,0,0,6,15,45,30,4,0,0,0,0,,,
