INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2023,4,1.5,2.5,2.5,5,5,5,15,20,15,10,10,5,5,,,,,,,,,
2023,5,1.6,,,,2.5,10,25,35,20,5,2.5,,,,,,,,,,,
2023,6,1.5,,,,,5,40,45,10,,,,,,,,,,,,,
2023,7,1.7352,,,,,,,,,,,,,,,,,,,,,
2023,14,4,0,0,0,0,0,0,0,2,7,16,26,49,,,,,,,,,
2023,15,2.1,,,,,5,15,25,25,15,10,5,,,,,,,,,,
2023,16,1.3,4,5,6,11,15,20,15,11,6,4,2,1,,,,,,,,,
2023,20,1.7,,,,3,10,22,32,20,10,3,,,,,,,,,,,
2023,22,1.7,,,,,10,20,40,20,10,,,,,,,,,,,,
2023,23,1.6,,,1,5,15,21,23,19,10,5,1,,,,,,,,,,
2023,24,1.5,1,1,3,5,15,20,25,20,5,3,1,1,,,,,,,,,
2023,26,1.4,,5,5,10,15,20,15,10,10,5,5,,,,,,,,,,
2023,29,1.5,0,.5,.5,1,14.5,20,50,7,5,1,.5,0,,,,,,,,,
2023,30,1.5,,,,,,,,,,,,,,,,,,,,,
2023,32,1.7,.4365,1.318,3.3059,7.0061,12.0246,16.6161,18.5128,16.6305,12.0453,7.034,3.3116,1.7586,,,,,,,,,
2023,36,2,,,,,5,15,25,25,15,10,5,,,,,,,,,,
2023,37,1.9,,,,,,5,49,43,3,,,,,,,,,,,,
2023,38,1.7,,,,,,,70,30,,,,,,,,,,,,,
2023,39,1.7,,,,,10,25,35,20,10,,,,,,,,,,,,
2023,41,2.1,,,,,,,35,65,,,,,,,,,,,,,
2023,45,1.4,,,,,20,40,20,10,5,5,,,,,,,,,,,
2023,47,,,,,,,,,,,,,,,,,,,,,,
2023,48,,,,,,,,,,,,,,,,,,,,,,
2023,49,1.3,,,,,,,,,,,,,,,,,,,,,
2023,54,,,,,,25,40,30,5,,,,,,,,,,,,,
2023,56,1.4,,,,,,45,45,10,,,,,,,,,,,,,
2023,61,,,,,,,,,,,,,,,,,,,,,,
2023,63,1.7,,,,,,10,70,15,5,,,,,,,,,,,,
2023,65,1.7,,,,,10,15,50,15,10,,,,,,,,,,,,
2023,68,1.8,,,,,,,,,,,,,,,,,,,,,
2023,73,1.3,,,,,20,50,25,5,,,,,,,,,,,,,
2023,80,1.6,2.34542,2.55864,4.90405,11.62047,13.75267,15.67164,15.99146,12.26013,9.59488,5.54371,2.66525,3.09168,,,,,,,,,
2023,85,1.655745,,.0009,.0404,.7968,6.6622,23.8079,36.6039,24.2728,6.9256,.8448,.0437,.001,,,,,,,,,
2023,88,1.7,,,,,,,,,,,,,,,,,,,,,
2023,89,1.5,,,2.5,2.5,20,25,25,15,7.5,2.5,,,,,,,,,,,
2023,90,1.5,,,2,10,17,20,25,12,8,5,1,,,,,,,,,,
2023,93,1.5,,,,,7.5,32.5,45,15,,,,,,,,,,,,,
2023,95,1.974,.09,.4,1.44,4,8.68,14.68,19.33,19.82,15.82,9.84,4.77,1.13,,,,,,,,,
2023,97,1.6,,,,,,,,,,,,,,,,,,,,,
2023,98,1.4,,,,5,10,30,30,20,5,,,,,,,,,,,,
2023,99,1.5,,,,,,65,35,,,,,,,,,,,,,,
2023,101,1.5,,,,5,10,30,30,20,5,,,,,,,,,,,,
2023,102,1.3,,,,,,40,35,20,5,,,,,,,,,,,,
2023,103,1.6,,,,,,,,,,,,,,,,,,,,,
2023,105,1.8,,,,,,,90,10,,,,,,,,,,,,,
2023,107,1.60523,,.01,.14,1.64,9.24,25.27,33.69,21.92,6.94,1.07,.08,,,,,,,,,,
2023,109,1.7,,,,,5,5,50,25,10,5,,,,,,,,,,,
2023,110,1.7,.03,.2,1.1,4.14,10.76,19.36,24.14,20.83,12.46,5.16,1.48,.34,,,,,,,,,
2023,112,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2023,114,1.4,,,,,,,,,,,,,,,,,,,,,
2023,115,,,,,,,,,,,,,,,,,,,,,,
2023,117,1,,,,,,,,,,,,,,,,,,,,,
2023,118,1.5,,,,,,,,,,,,,,,,,,,,,
2023,119,,,,,,,5,5,10,60,10,5,5,,,,,,,,,
2023,121,1.32508,0,.5,5,10,19,30,19,10,5,.5,.5,.5,,,,,,,,,
2023,127,1.8,1,2,3,6,8,11,20,20,11,8,6,4,,,,,,,,,
2023,128,2,,,1,2,5,15,20,25,20,10,2,,,,,,,,,,
2023Sep,2,1.6,0,0,0,0,0,30,60,10,0,0,0,0,,,,,,,,,
2023Sep,4,1.5,2.5,2.5,5,5,10,15,15,15,10,10,5,5,,,,,,,,,
2023Sep,5,1.6,,,,5,10,22.5,35,20,5,2.5,,,,,,,,,,,
2023Sep,6,1.5,,,,,15,35,35,15,,,,,,,,,,,,,
2023Sep,7,,,,,,,,,,,,,,,,,,,,,,
2023Sep,14,4.2,0,0,0,0,0,0,0,2,6,13,21,58,,,,,,,,,
2023Sep,15,,,,,,,,,,,,,,,,,,,,,,
2023Sep,16,1.5,1,2,3,5,8,16,20,17,13,10,4,1,,,,,,,,,
2023Sep,20,1.6,,,,3,10,22,32,20,10,3,,,,,,,,,,,
2023Sep,22,2.1,,,,,,10,30,35,25,,,,,,,,,,,,
2023Sep,23,1.6,,,,3,12,22,26,22,10,5,,,,,,,,,,,
2023Sep,24,1.68231785,1,1,3,3,10,20,20,20,15,5,1,1,,,,,,,,,
2023Sep,26,1.4,,5,5,10,12,20,20,13,5,5,5,,,,,,,,,,
2023Sep,29,1.5,0,.5,.5,1,14.5,20,50,7,5,1,.5,0,,,,,,,,,
2023Sep,30,,,,,,,,,,,,,,,,,,,,,,
2023Sep,32,1.7,,,,,,,,,,,,,,,,,,,,,
2023Sep,36,2,,,,,5,15,25,25,15,10,5,,,,,,,,,,
2023Sep,37,2.4,,,,,,2,5,52,33,8,,,,,,,,,,,
2023Sep,38,,,,,,,,,,,,,,,,,,,,,,
2023Sep,39,1.9,,,,,5,20,40,30,5,,,,,,,,,,,,
2023Sep,41,,,,,,,,,,,,,,,,,,,,,,
2023Sep,45,1.4,,,,10,20,30,20,10,5,5,,,,,,,,,,,
2023Sep,47,,,,,,,,,,,,,,,,,,,,,,
2023Sep,48,,,,,,,,,,,,,,,,,,,,,,
2023Sep,49,1.6,,,,,,,,,,,,,,,,,,,,,
2023Sep,54,,,,,,30,40,30,,,,,,,,,,,,,,
2023Sep,56,1.45,,,,,,45,45,10,,,,,,,,,,,,,
2023Sep,61,,,,,,,,,,,,,,,,,,,,,,
2023Sep,63,1.7,,,,,,10,70,15,5,,,,,,,,,,,,
2023Sep,65,,,,,,,,,,,,,,,,,,,,,,
2023Sep,68,1.8,,,,,,,,,,,,,,,,,,,,,
2023Sep,73,1.3,,,,,20,50,25,5,,,,,,,,,,,,,
2023Sep,80,,,,,,,,,,,,,,,,,,,,,,
2023Sep,85,1.670351,,.0001,.0096,.3646,4.8681,23.22,40.0996,25.2124,5.744,.4681,.0134,.0001,,,,,,,,,
2023Sep,88,1.7,,,,,,,,,,,,,,,,,,,,,
2023Sep,89,1.4,,,2.5,2.5,20,35,20,10,7.5,2.5,,,,,,,,,,,
2023Sep,90,1.5,,1,5,8,10,20,25,15,12,3,1,,,,,,,,,,
2023Sep,93,1.4,,,,,10,45,35,10,,,,,,,,,,,,,
2023Sep,95,1.81465,.05,.32,1.39,4.41,10.27,17.56,22.07,20.37,13.81,6.87,2.51,.37,,,,,,,,,
2023Sep,97,,,,,,,,,,,,,,,,,,,,,,
2023Sep,98,1.4,,,,5,15,35,25,15,5,,,,,,,,,,,,
2023Sep,99,1.5,,,,,,,,,,,,,,,,,,,,,
2023Sep,101,,,,,,,,,,,,,,,,,,,,,,
2023Sep,102,,,,,,,,,,,,,,,,,,,,,,
2023Sep,103,,,,,,,,,,,,,,,,,,,,,,
2023Sep,105,1.8,,,,,,5,90,5,,,,,,,,,,,,,
2023Sep,107,1.6140299,,.03,.37,2.85,11.8,26.14,31.01,19.73,6.72,1.22,.12,.01,,,,,,,,,
2023Sep,109,1.7,,,,,5,15,50,20,10,,,,,,,,,,,,
2023Sep,110,1.65,.15,.6,2.17,5.89,12.04,18.49,21.33,18.49,12.04,5.89,2.17,.74,,,,,,,,,
2023Sep,112,1.6,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2023Sep,114,1.5,,,,,,,,,,,,,,,,,,,,,
2023Sep,115,,,,,,,,,,,,,,,,,,,,,,
2023Sep,117,1,,,,,,,,,,,,,,,,,,,,,
2023Sep,118,1.6,,,,,,,,,,,,,,,,,,,,,
2023Sep,119,,,,,,,5,5,80,5,5,,,,,,,,,,,
2023Sep,121,1.20948,0,.5,5,10,19,30,19,10,5,.5,.5,.5,,,,,,,,,
2023Sep,127,1.8,1,2,3,6,8,11,20,20,11,8,6,4,,,,,,,,,
2023Sep,128,2.1,,,1,2,4,15,20,25,20,10,3,,,,,,,,,,
2026,2,1.7,0,0,0,0,0,20,60,20,0,0,0,0,,,,,,,,,
2026,4,1.8,2.5,2.5,5,5,10,15,15,15,10,10,5,5,,,,,,,,,
2026,5,1.8,,,1,2,7,15,30,30,12,2,1,,,,,,,,,,
2026,6,1.6,,,,,5,30,45,15,5,,,,,,,,,,,,
2026,7,,,,,,,,,,,,,,,,,,,,,,
2026,14,5.1,0,0,0,0,0,0,0,0,1,2,7,90,,,,,,,,,
2026,15,2.2,,,,5,10,10,15,20,15,10,10,5,,,,,,,,,
2026,16,1.5,3,3,3,5,8,20,21,15,12,5,3,2,,,,,,,,,
2026,20,1.7,,,1,5,10,20,34,25,5,,,,,,,,,,,,
2026,22,1.9,,,,,,10,45,35,10,,,,,,,,,,,,
2026,23,2.6,,,,2,5,10,15,20,25,15,5,3,,,,,,,,,
2026,24,1.6,1,1,3,3,20,20,15,15,15,5,1,1,,,,,,,,,
2026,26,1.8,,2,3,6,12,12,22,20,12,6,3,2,,,,,,,,,
2026,29,2,0,0,.5,1,4,10,25,52,5,2,.5,0,,,,,,,,,
2026,30,1.7,,,,,,,,,,,,,,,,,,,,,
2026,32,,,,,,,,,,,,,,,,,,,,,,
2026,36,2,,,,,5,15,20,25,20,10,5,,,,,,,,,,
2026,37,2.2,,,,,,3,40,48,9,,,,,,,,,,,,
2026,38,1.65,,,,,,10,80,10,,,,,,,,,,,,,
2026,39,1.8,,,,5,15,20,25,20,10,5,,,,,,,,,,,
2026,41,,,,,,,,,,,,,,,,,,,,,,
2026,45,,,,,,,,,,,,,,,,,,,,,,
2026,47,,,,,,,,,,,,,,,,,,,,,,
2026,48,1.7,,,,,,,,,,,,,,,,,,,,,
2026,49,,,,,,,,,,,,,,,,,,,,,,
2026,54,,,,,,30,40,30,,,,,,,,,,,,,,
2026,56,1.45,,,,,10,40,40,10,,,,,,,,,,,,,
2026,61,,,,,,,,,,,,,,,,,,,,,,
2026,63,1.8,,,,,5,10,50,30,5,,,,,,,,,,,,
2026,65,,,,,,,,,,,,,,,,,,,,,,
2026,68,2,,,,,,,,,,,,,,,,,,,,,
2026,73,1.5,,,,,15,35,40,10,,,,,,,,,,,,,
2026,80,1.95,2.02559,2.87846,3.41151,7.14286,10.02132,12.04691,13.0064,14.49893,13.43284,8.84861,4.58422,8.10235,,,,,,,,,
2026,85,2,.0133,.0978,.5634,2.315,6.7918,14.2318,21.3043,22.7859,17.4127,9.5067,3.7074,1.2699,,,,,,,,,
2026,88,1.9,,,,,,,,,,,,,,,,,,,,,
2026,89,2,,,,2.5,10,15,20,25,20,5,2.5,,,,,,,,,,
2026,90,1.8,,,2,5,10,15,28,21,12,5,2,,,,,,,,,,
2026,93,,,,,,,,,,,,,,,,,,,,,,
2026,95,1.7054,.19,.78,2.46,6.05,11.58,17.28,20.08,18.16,12.8,7.02,3,.6,,,,,,,,,
2026,97,,,,,,,,,,,,,,,,,,,,,,
2026,98,1.8,,,,5,10,20,30,25,10,,,,,,,,,,,,
2026,99,1.7,,,,,,15,70,15,,,,,,,,,,,,,
2026,101,1.5,,,2.5,5,15,20,35,20,2.5,,,,,,,,,,,,
2026,102,1.5,,,,,,,,,,,,,,,,,,,,,
2026,103,,,,,,,,,,,,,,,,,,,,,,
2026,105,1.9,,,,,,,90,10,,,,,,,,,,,,,
2026,107,1.9,,,,,,,,,,,,,,,,,,,,,
2026,109,2.1,,,,,5,10,35,40,10,,,,,,,,,,,,
2026,110,1.6,.14,.62,2.27,6.24,12.72,19.27,21.71,18.16,11.3,5.22,1.79,.56,,,,,,,,,
2026,112,1.8,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2026,114,2,,,,,,,,,,,,,,,,,,,,,
2026,115,,,,,,,,,,,,,,,,,,,,,,
2026,117,1.4,,,,,,,,,,,,,,,,,,,,,
2026,118,2,,,,,,,,,,,,,,,,,,,,,
2026,119,,,,,,,5,5,10,60,10,5,5,,,,,,,,,
2026,121,1.883539,0,0,1,5,10,20,30,20,10,3,.5,.5,,,,,,,,,
2026,127,1.8,1,2,3,6,11,15,18,17,10,8,6,3,,,,,,,,,
2026,128,2.2,,,1,2,5,10,20,25,20,13,4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2021,2,1.2,0,0,0,0,20,60,20,0,0,0,0,0,,,,,,,,,
