INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN0_8,FN0_7TN0_3,FN0_2T0_2,F0_3T0_7,F0_8T1_2,F1_3T1_7,F1_8T2_2,F2_3T2_7,F2_8T3_2,F3_3T3_7,F3_8T4_2,F4_3T4_7,F4_8,,,
2026,39,1.63856733,0,0,0,0,0,55,35,10,0,0,0,0,0,,,
2026,41,2.1,0,0,0,0,0,15,60,25,0,0,0,0,0,,,
2026,42,1.8,0,0,0,0,0,35,60,5,0,0,0,0,0,,,
2026,45,1.55388082,0,0,0,0,25,35,35,5,0,0,0,0,0,,,
2026,47,1.7,0,0,0,5,10,48,22,5,5,5,0,0,0,,,
2026,48,1.8,0,0,0,0,0,50,40,10,0,0,0,0,0,,,
2026,49,1.8,,,,,,,,,,,,,,,,
2026,54,2,0,0,0,0,10,20,40,20,10,0,0,0,0,,,
2026,56,1.7,0,0,0,0,0,40,60,0,0,0,0,0,0,,,
2026,59,1.8,0,0,0,0,0,25,60,15,0,0,0,0,0,,,
2026,61,1.8,0,0,0,2.5,7.5,30,35,20,5,0,0,0,0,,,
2026,68,1.8,,,,,,,,,,,,,,,,
2026,70,1.7,0,0,0,0,5,30,50,15,0,0,0,0,0,,,
2026,80,2.07,0,0,0.20366599,3.05498982,10.18329939,22.91242363,22.81059063,22.50509165,12.52545825,3.86965377,1.32382892,0.61099796,0,,,
2026,82,1.9,0.05002501,0.15007504,0.30015008,0.50025013,3.00150075,30.0150075,50.02501251,12.006003,3.00150075,0.50025013,0.30015008,0.10005003,0.05002501,,,
2026,85,1.77837552,0,3.17e-06,0.00229095,0.30272658,7.63671704,39.04242145,42.59019892,9.9471525,0.47414086,0.00434124,7.29e-06,0,0,,,
2026,88,1.94,0,0.5,0.21686457,3.00518198,10.65162025,18.55909605,22.23993115,29.38355059,11.61735848,3.21714371,0.10925323,0.5,0,,,
2026,89,2,0,0,2.5,5,10,15,35,15,10,5,2.5,0,0,,,
2026,91,2,0,0,0,0,10,25,35,20,10,0,0,0,0,,,
2026,93,2,0,0,0,0,0,30,40,30,0,0,0,0,0,,,
2026,95,1.98462085,0.03478602,0.49125655,1.95145633,5.69178406,12.19782784,19.1970844,22.18945024,18.83719805,11.74477114,5.37813013,1.80874168,0.44676617,0.03074738,,,
2026,97,1.5,,,,,,,,,,,,,,,,
2026,98,1.9,0,0,0,0,5,30,35,20,10,0,0,0,0,,,
2026,99,1.8,0,0,0,0,0,10,80,10,0,0,0,0,0,,,
2026,101,1.7,,,,,,,,,,,,,,,,
2026,102,1.497,,,,,,,,,,,,,,,,
2026,103,1.9,,,,,,,,,,,,,,,,
2026,105,1.8,,,,,,,,,,,,,,,,
2026,107,1.545552,0.12537311,0.77393665,3.48893702,10.33392922,20.1238035,25.77592338,21.7194981,12.03834879,4.38731131,1.0506875,0.16521091,0.0170405,0,,,
2026,109,1.9,0,0,0,0,5,35,45,10,5,0,0,0,0,,,
2026,110,2.03550544,3.74231952,4.47388048,6.1260788,8.639133,10.96774162,12.53501197,12.89713842,11.9460178,9.96124938,7.4776399,5.05328897,3.07426221,3.10623793,,,
2026,112,1.7,0,0,5,10,20,30,20,10,5,0,0,0,0,,,
2026,114,1.6,,,,,,,,,,,,,,,,
2026,115,1.80884728,4.12519774,5.19831404,7.03498482,8.90940034,10.50747376,11.51120428,11.70101486,11.03381833,9.65890736,7.86366811,5.97607383,4.26907816,2.21086438,,,
2026,117,1.27168221,,,,,,,,,,,,,,,,
2026,118,1.69066637,,,,,,,,,,,,,,,,
2026,121,1.70548153,0,1,2,8,20,30,25,10,3,1,0,0,0,,,
2026,127,2,0,0,0,5,12.5,15,25,20,10,7.5,5,0,0,,,
2026,128,2,0,1,1,2,6,20,40,20,6,2,1,1,0,,,
2026,135,1.7,0,0,2.5,5,15,30,25,15,5,2.5,0,0,0,,,
2026,137,1.62,0,0.010001,0.10001,0.440044,16.00160016,31.00310031,26.00260026,15.00150015,7.50075008,2.00020002,1.00010001,0.50005001,0.440044,,,
2026Sep,6,1.95,0,0,0,5,10,25,35,15,5,5,0,0,0,,,
2026Sep,7,1.8,,,,,,,,,,,,,,,,
2026Sep,8,1.8,0,0,0,0,10,30,40,15,5,0,0,0,0,,,
2026Sep,14,2.1,0,1,2,5,10,16,20,19,14,8,4,1,0,,,
2026Sep,16,1.5,1,5,7,10,15,17,15,11,7,5,4,2,1,,,
2026Sep,20,1.9,0,0,0,5,14,21,30,20,7,3,0,0,0,,,
2026Sep,26,1.75,0,1,4,6,13,25,30,10,6,4,1,0,0,,,
2026Sep,29,1.95,1.5,2.25,2.75,5.5,10,18,21,19,10,5.5,3,1,0.5,,,
2026Sep,33,2.1,0.1,0.7,2.3,5.6,10,14.3,16.8,16.3,13.6,9.7,5.8,3,1.8,,,
2026Sep,37,2,0,0,0,0,1,14,68,15,2,0,0,0,0,,,
2026Sep,39,1.76099014,0,0,0,0,15,35,35,15,0,0,0,0,0,,,
2026Sep,47,1.9,,,,,,,,,,,,,,,,
2026Sep,48,1.8,0,0,0,0,0,50,40,10,0,0,0,0,0,,,
2026Sep,49,1.9,,,,,,,,,,,,,,,,
2026Sep,54,2,0,0,0,0,10,20,40,20,10,0,0,0,0,,,
2026Sep,56,1.68,0,0,0,0,20,35,45,0,0,0,0,0,0,,,
2026Sep,59,2,0,0,0,0,0,10,60,30,0,0,0,0,0,,,
2026Sep,61,1.6,0,0,0,5,12.5,35,27.5,17.5,2.5,0,0,0,0,,,
2026Sep,68,2,,,,,,,,,,,,,,,,
2026Sep,70,1.7,0,0,0,0,5,30,50,15,0,0,0,0,0,,,
2026Sep,82,2,0.05002501,0.15007504,0.20010005,0.50025013,5.00250125,27.51375688,40.02001001,20.010005,5.00250125,1.00050025,0.4002001,0.10005003,0.05002501,,,
2026Sep,85,1.65026363,0,2.5e-07,0.00082156,0.27942355,10.62504768,51.14801411,34.69730744,3.21364092,0.03570171,4.277e-05,1e-08,0,0,,,
2026Sep,88,2,0,0.5,0.11338401,3.55919289,13.10568278,16.89366774,15.21930056,41.61075592,7.07244637,1.42556973,0,0.5,0,,,
2026Sep,89,1.7,0,1.25,2.5,10,15,27.5,22.5,12.5,5,2.5,1.25,0,0,,,
2026Sep,91,2.02,0,0,0,0,3,22,44,31,0,0,0,0,0,,,
2026Sep,93,1.7,0,0,0,0,15,37.5,35,12.5,0,0,0,0,0,,,
2026Sep,95,1.92809513,0.04351071,0.58313539,2.23700161,6.30096162,13.04024699,19.81914916,22.12293221,18.13672483,10.92027393,4.82910552,1.56840548,0.37411791,0.02443464,,,
2026Sep,98,1.8,0,0,0,5,10,35,35,10,5,0,0,0,0,,,
2026Sep,102,1.35,,,,,,,,,,,,,,,,
2026Sep,103,1.9,,,,,,,,,,,,,,,,
2026Sep,107,1.574129,0.4548279,1.54420304,4.7830708,10.86497499,18.10338288,22.12877935,19.84471986,13.05598759,6.30092245,2.23022015,0.578803,0.11010798,0,,,
2026Sep,110,2.04003494,6.44982964,3.29106927,5.65879177,7.49183351,9.19046467,10.44653116,11.00252157,10.73737025,9.70932781,8.13515385,8.33494615,3.89834219,5.65381816,,,
2026Sep,112,1.7,0,0,5,10,20,30,20,10,5,0,0,0,0,,,
2026Sep,114,1.5,,,,,,,,,,,,,,,,
2026Sep,115,1.9,3.95520698,4.88733135,6.68913962,8.57842043,10.2518192,11.38447135,11.73170282,11.21491605,9.95049525,8.20721715,6.31344783,4.55786077,2.27797121,,,
2026Sep,117,1.12837644,,,,,,,,,,,,,,,,
2026Sep,118,1.7,,,,,,,,,,,,,,,,
2026Sep,121,1.65010761,0,1,2,8,20,30,25,10,3,1,0,0,0,,,
2026Sep,127,2,0,0,0,0,10,15,40,20,10,5,0,0,0,,,
2026Sep,128,1.9,0,1,1,2,8,25,40,15,4,2,1,1,0,,,
2026Sep,135,1.7,0,0,2.5,5,15,30,25,15,5,2.5,0,0,0,,,
2026Sep,137,1.56,0,0.010001,0.10001,0.440044,16.00160016,31.00310031,26.00260026,15.00150015,7.50075008,2.00020002,1.00010001,0.50005001,0.440044,,,
2027,1,2,0,0,0,0,5,20,50,20,5,0,0,0,0,,,
2027,6,2,0,0,0,5,10,20,35,20,5,5,0,0,0,,,
2027,7,2,,,,,,,,,,,,,,,,
2027,14,2.7,0,0,1,2,5,11,15,17,17,14,10,5,3,,,
2027,15,2.3,0,0,0,5,10,15,20,20,15,10,5,0,0,,,
2027,16,1.8,1,2,4,6,11,15,17,15,11,8,5,3,2,,,
2027,20,2,0,0,0,0,10,25,35,15,10,5,0,0,0,,,
2027,26,1.9,1,2,3,6,10,20,30,10,7,5,3,2,1,,,
2027,29,1.94,1.25,1.5,1.75,2,9,22,28.75,19,9.75,3.25,1,0.5,0.25,,,
2027,30,2.1,,,,,,,,,,,,,,,,
2027,32,2.13136143,0.28573797,0.80865141,2.33667542,5.42774821,10.13576876,15.21714901,18.36814615,17.82625867,13.90966737,8.72620071,4.40116318,1.78450404,0.77232909,,,
2027,33,2.1,0.2,0.9,2.6,5.6,9.4,12.8,15.1,15.2,13.5,10.5,7.1,4.1,3,,,
2027,37,2.1,0,0,0,0,1,14,62,22,1,0,0,0,0,,,
2027,38,2.02,0,0,0,0,0,10,80,10,0,0,0,0,0,,,
2027,39,1.78287661,0,0,0,0,0,40,45,15,0,0,0,0,0,,,
2027,41,2.1,0,0,0,0,0,15,55,30,0,0,0,0,0,,,
2027,45,2.18804988,0,0,0,0,5,10,45,35,5,0,0,0,0,,,
2027,49,2,,,,,,,,,,,,,,,,
2027,54,1.775,0,0,0,10,15,20,30,15,10,0,0,0,0,,,
2027,56,1.78,0,0,0,0,0,30,50,20,0,0,0,0,0,,,
2027,59,2.2,0,0,0,0,0,15,60,25,0,0,0,0,0,,,
2027,68,2,,,,,,,,,,,,,,,,
2027,70,1.9,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2027,80,2.24,0,0.20366599,1.12016293,4.07331976,10.0814664,15.68228106,18.94093686,21.89409369,14.56211813,7.12830957,4.37881874,1.22199593,0.71283096,,,
2027,82,2.2,0.05002501,0.15007504,0.20010005,0.50025013,3.50175088,15.00750375,45.02251126,30.0150075,4.002001,1.00050025,0.4002001,0.10005003,0.05002501,,,
2027,85,1.90209684,1.9e-07,8.64e-05,0.01197816,0.51097208,6.84238904,29.40299825,41.25895247,18.99592476,2.83962927,0.13506046,0.00199985,9.05e-06,1e-08,,,
2027,88,2.25,0.5,1.57913296,2.91185908,6.48839792,9.80916483,10.70668699,11.25297389,20.17384374,21.33263707,10.43141808,3.08140666,1.23247878,0.5,,,
2027,89,1.9,0.5,1.5,3,7.5,12.5,15,25,15,10,5,3,1.5,0.5,,,
2027,91,2.1,0,0,0,0,5,15,40,30,10,0,0,0,0,,,
2027,93,1.9,0,0,0,0,5,35,40,20,0,0,0,0,0,,,
2027,95,1.95,0.11963726,0.995432,2.99036824,6.99470919,12.74643389,18.0885029,19.99138713,17.20717654,11.53460373,6.02174171,2.44831868,0.7752471,0.08644162,,,
2027,97,1.8,,,,,,,,,,,,,,,,
2027,98,2.4,0,0,0,0,5,20,30,25,15,5,0,0,0,,,
2027,99,2,0,0,0,0,0,5,90,5,0,0,0,0,0,,,
2027,103,2,,,,,,,,,,,,,,,,
2027,105,1.9,,,,,,,,,,,,,,,,
2027,107,1.605408,0.31258956,1.22217344,4.17171284,10.22549916,18.00368824,22.7731411,20.69673475,13.51402492,6.33887842,2.13541938,0.516485,0.08965321,0,,,
2027,109,1.9,0,0,0,0,10,20,40,20,10,0,0,0,0,,,
2027,110,2.03572274,8.03457044,5.63911062,6.40759376,7.93543393,9.20569202,10.00350989,10.18259941,9.70901604,8.67165591,7.25502639,5.68572585,4.17390486,7.0961609,,,
2027,112,2,0,0,0,5,10,20,30,20,10,5,0,0,0,,,
2027,114,2.1,,,,,,,,,,,,,,,,
2027,115,1.99881465,3.32015298,4.59618753,6.3523677,8.24615404,10.27295872,11.37295872,11.76640658,11.27295872,9.97295872,8.60856229,6.71915687,4.91784937,2.58132776,,,
2027,117,1.3275955,,,,,,,,,,,,,,,,
2027,118,1.6400199,,,,,,,,,,,,,,,,
2027,121,1.87072507,0,1,1,4,13,20,35,14,7,4,1,0,0,,,
2027,127,2,0,0,1,6,12,20,25,15,9,5,4,2,1,,,
2027,128,2.1,0,1,1,2,4,15,40,25,8,2,1,1,0,,,
2027,137,1.97,0,0.009995,0.09995002,1.9990005,7.996002,26.98650675,31.48425787,16.99150425,11.994003,0.99950025,0.49975012,0.49975012,0.43978011,,,
2027Sep,6,1.98,0,0,0,5,10,20,35,20,5,5,0,0,0,,,
2027Sep,7,2,,,,,,,,,,,,,,,,
2027Sep,14,2,1,1,4,7,11,15,17,16,12,8,5,2,1,,,
2027Sep,16,1.6,2,4,7,10,15,16,15,9,8,7,4,2,1,,,
2027Sep,20,2,0,0,0,2,10,22,35,18,10,3,0,0,0,,,
2027Sep,26,1.85,0,1,3,10,12,25,20,12,8,5,3,1,0,,,
2027Sep,29,2,0.25,0.25,0.5,4,10,25.25,24.5,19,9.5,5,1,0.5,0.25,,,
2027Sep,33,2.1,0.2,0.9,2.6,5.6,9.4,12.8,15.1,15.2,13.5,10.5,7.1,4.1,3,,,
2027Sep,37,2.1,0,0,0,0,2,18,64,15,1,0,0,0,0,,,
2027Sep,39,1.79206199,0,0,0,0,10,40,30,20,0,0,0,0,0,,,
2027Sep,49,2,,,,,,,,,,,,,,,,
2027Sep,54,1.775,0,0,0,10,15,20,30,15,10,0,0,0,0,,,
2027Sep,56,1.78,0,0,0,0,20,30,30,20,0,0,0,0,0,,,
2027Sep,59,2.2,0,0,0,0,0,15,50,35,0,0,0,0,0,,,
2027Sep,68,2,,,,,,,,,,,,,,,,
2027Sep,70,1.9,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2027Sep,82,2.3,0.05002501,0.15007504,0.20010005,0.50025013,2.50125063,10.0050025,35.01750875,45.02251126,5.00250125,1.00050025,0.4002001,0.10005003,0.05002501,,,
2027Sep,85,1.91572227,2e-08,1.734e-05,0.00442211,0.300079,5.55816926,28.96655219,43.59307855,19.09541018,2.39764651,0.08383025,0.00079262,1.98e-06,0,,,
2027Sep,88,2.1,0.5,0.18116804,1.75117747,5.36309212,11.05233845,13.49169863,14.2423591,29.99506463,14.991352,6.15244235,1.77930721,0,0.5,,,
2027Sep,89,1.8,0,1.5,3,7.5,15,20,20,15,10,5,3,0,0,,,
2027Sep,91,2.04,0,0,0,0,4,27,34,27,8,0,0,0,0,,,
2027Sep,93,1.8,0,0,0,0,12.5,35,37.5,15,0,0,0,0,0,,,
2027Sep,95,1.95,0.07234228,0.75673465,2.56015102,6.56416824,12.76304371,18.81008421,21.01474102,17.79730177,11.42565498,5.56038504,2.05128237,0.57364452,0.05046619,,,
2027Sep,98,2.4,0,0,0,0,5,20,20,30,20,5,0,0,0,,,
2027Sep,103,2,,,,,,,,,,,,,,,,
2027Sep,107,1.641742,0.74048237,1.85976247,4.99234113,10.32170755,16.43791893,20.1660709,19.05850416,13.87540113,7.78162012,3.36142836,1.11828621,0.28647667,0,,,
2027Sep,110,2.03667005,7.83853406,5.60726072,6.40811425,7.96802701,9.26968071,10.08956268,10.27480509,9.78968106,8.7268426,7.27845611,5.67956037,4.14651493,6.92296041,,,
2027Sep,112,2,0,0,0,5,10,20,30,20,10,5,0,0,0,,,
2027Sep,114,2.3,,,,,,,,,,,,,,,,
2027Sep,115,1.94,3.03105894,4.80786057,6.5921304,8.48466047,10.18762298,11.37425111,11.78978255,11.34032756,10.12733779,8.41039837,6.51697556,4.74195789,2.59563582,,,
2027Sep,117,1.39459523,,,,,,,,,,,,,,,,
2027Sep,118,1.5,,,,,,,,,,,,,,,,
2027Sep,121,1.89837143,0,1,1,4,13,20,35,14,7,4,1,0,0,,,
2027Sep,127,2,0,0,1,6,12,20,25,15,9,5,4,2,1,,,
2027Sep,128,2.1,0,1,1,2,4,15,40,25,8,2,1,1,0,,,
2027Sep,137,1.94,0,0.009995,0.09995002,1.9990005,7.996002,26.98650675,31.48425787,16.99150425,11.994003,0.99950025,0.49975012,0.49975012,0.43978011,,,
2030,1,2,0,0,0,0,5,20,50,20,5,0,0,0,0,,,
2030,4,2,2.5,2.5,5,7.5,10,12.5,15,12.5,10,7.5,5,2.5,7.5,,,
2030,6,2,0,0,0,0,10,20,40,20,10,0,0,0,0,,,
2030,7,2,,,,,,,,,,,,,,,,
2030,8,2,0,0,1,3,9,22,30,22,9,3,1,0,0,,,
2030,14,3.1,0,0,0,1,3,6,11,16,18,17,13,8,7,,,
2030,15,2.25,0,0,5,5,10,10,20,20,10,10,5,5,0,,,
2030,16,1.9,2,4,5,7,10,16,19,17,10,4,3,2,1,,,
2030,20,2,0,0,0,2,10,22,35,18,10,3,0,0,0,,,
2030,26,1.9,0,1,3,5,12,15,30,20,8,3,2,1,0,,,
2030,29,2,0,0,0,3.5,8,21.25,33.5,22,8.75,3,0,0,0,,,
2030,33,2,2,3,4,5,10,12,28,12,10,5,4,3,2,,,
2030,37,2.2,0,0,0,0,1,12,60,26,1,0,0,0,0,,,
2030,38,2.04,0,0,0,0,0,0,80,20,0,0,0,0,0,,,
2030,39,1.80883076,0,0,0,0,10,20,45,15,5,5,0,0,0,,,
2030,48,1.8,,,,,,,,,,,,,,,,
2030,49,2,,,,,,,,,,,,,,,,
2030,54,1.775,0,0,0,10,15,20,30,15,10,0,0,0,0,,,
2030,56,1.95,0,0,0,0,10,20,40,20,10,0,0,0,0,,,
2030,59,2.3,0,0,0,0,0,0,35,55,10,0,0,0,0,,,
2030,70,2,0,0,0,0,0,10,80,10,0,0,0,0,0,,,
2030,80,1.87,1.01832994,2.54582485,4.9898167,9.77596741,12.93279022,15.17311609,14.76578411,13.95112016,10.69246436,6.51731161,4.48065173,1.6293279,1.52749491,,,
2030,82,2,0.4,0.5,1,2,6,20,40,25,2.5,1,0.8,0.5,0.3,,,
2030,85,2,0.02935554,0.21643458,1.18951204,4.47321013,11.51655889,20.30795696,24.53394369,20.30795696,11.51655889,4.47321013,1.18951204,0.21643458,0.02935554,,,
2030,88,2,0.5,2.0117072,3.75604002,6.84705348,10.03677557,13.08065226,13.76777148,18.90843813,13.89836326,9.51730966,4.69615024,1.81272704,1.16701168,,,
2030,89,2,0.5,1.5,3,7.5,10,15,30,12.5,10,5,3,1.5,0.5,,,
2030,91,1.65,0,0,0,5,20,35,25,10,5,0,0,0,0,,,
2030,95,1.95,0.11963726,0.995432,2.99036824,6.99470919,12.74643389,18.0885029,19.99138713,17.20717654,11.53460373,6.02174171,2.44831868,0.7752471,0.08644162,,,
2030,98,2.1,0,0,0,5,10,15,35,25,5,5,0,0,0,,,
2030,99,2,0,0,0,0,0,15,70,15,0,0,0,0,0,,,
2030,102,2.2,,,,,,,,,,,,,,,,
2030,103,2,,,,,,,,,,,,,,,,
2030,107,1.7,,,,,,,,,,,,,,,,
2030,109,2,0,0,0,0,10,20,40,20,10,0,0,0,0,,,
2030,110,2,8.8057694,5.82989887,6.50161379,7.93939679,9.10834044,9.81694898,9.94029816,9.45600946,8.45088028,7.09547484,5.59688378,4.14759374,7.31089147,,,
2030,112,2.4,0,0,0,0,5,10,20,30,20,10,5,0,0,,,
2030,114,2,,,,,,,,,,,,,,,,
2030,117,2,,,,,,,,,,,,,,,,
2030,121,2,0,0,0,0,4,12,75,7,2,0,0,0,0,,,
2030,127,2,0,0,1,6,12,20,25,15,9,5,4,2,1,,,
2030,128,2.1,0,1,1,2,4,15,40,25,8,2,1,1,0,,,
2030,135,2,0,0,0,2.5,7.5,22.5,35,22.5,7.5,2.5,0,0,0,,,
2030,137,2,0.10994503,0.4197901,1.47926037,4.03798101,5.9970015,17.9910045,31.984008,23.988006,7.996002,1.9990005,1.9990005,0.99950025,0.99950025,,,
,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN0_8,FN0_7TN0_3,FN0_2T0_2,F0_3T0_7,F0_8T1_2,F1_3T1_7,F1_8T2_2,F2_3T2_7,F2_8T3_2,F3_3T3_7,F3_8T4_2,F4_3T4_7,F4_8,,,
2025,1,2.3,0,0,0,0,0,0,50,50,0,0,0,0,0,,,
2025,6,2.4,0,0,0,0,0,0,15,80,5,0,0,0,0,,,
2025,7,2.6,,,,,,,,,,,,,,,,
2025,8,2.4,0,0,0,0,0,0,10,90,0,0,0,0,0,,,
2025,14,2.5,0,0,0,0,0,0,0,100,0,0,0,0,0,,,
2025,15,1.9,0,0,0,5,15,25,25,15,10,5,0,0,0,,,
2025,16,2.4,,,,,,,,,,,,,,,,
2025,23,2.2,0,0,0,0,0,5,50,40,5,0,0,0,0,,,
2025,26,2.3,0,0,0,0,0,5,40,50,5,0,0,0,0,,,
2025,33,2.2,0.2,0.9,2.6,5.6,9.4,12.8,15.1,15.2,13.5,10.5,7.1,4.1,3,,,
2025,37,2.4,0,0,0,0,0,0,22,78,0,0,0,0,0,,,
2025,39,2.41506198,0,0,0,0,0,0,30,70,0,0,0,0,0,,,
2025,47,2.4,0,0,0,0,0,15,25,40,15,5,0,0,0,,,
