INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T4_4,F4_5T4_9,F5_0,,
2023,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,30,70,,
2023,4,5.8,0,0,0,0,0,0,0,0,0,5,5,5,10,75,,
2023,5,5.2,0,0,0,0,0,0,0,0,2,10,15,18,20,35,,
2023,6,6.4,0,0,0,0,0,0,0,0,0,0,5,5,10,80,,
2023,7,5.2,0,0,0,0,0,0,0,0,0,0,0,10,30,60,,
2023,8,5.5,0,0,0,0,0,0,0,0,0,0,0,5,20,75,,
2023,14,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,15,5.6,0,0,0,0,0,0,0,0,0,0,5,10,25,60,,
2023,16,4.8,0,0,0,0,0,0,0,0,1,3,5,13,35,43,,
2023,20,5.3,0,0,0,0,0,0,0,0,0,0,0,5,15,80,,
2023,23,5.7,0,0,0,0,0,0,0,0,0,0,5,10,25,60,,
2023,24,6.18693002,0,0,0,0,0,0,0,0,0,5,5,25,30,35,,
2023,26,5.6,0,0,0,0,0,2,2,5,5,6,7,8,15,50,,
2023,29,5.8,0,0,0,0,0,0,0,0,0,0,1,2,3,94,,
2023,32,5.5,0.00081221,0.00306536,0.01055682,0.03402885,0.09913281,0.25953011,0.61126146,1.29520572,2.46902857,4.23439955,6.53338456,9.06916177,11.32609085,64.05434137,,
2023,33,6.2,0,0,0,0,0,0,0,0,2,2,4,7,15,70,,
2023,37,5.6,0,0,0,0,0,0,0,0,0,0,0,0,2.5,97.5,,
2023,38,5.2566818,0,0,0,0,0,0,0,0,0,0,0,0,10,90,,
2023,39,5.26244817,0,0,0,0,0,0,0,0,0,0,0,5,25,70,,
2023,41,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,42,,0,0,0,0,0,0,0,0,0,0,0,5,40,55,,
2023,45,4.91239574,0,0,0,0,0,0,0,0,0,0,0,15,70,15,,
2023,47,5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,95,,
2023,48,6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,95,,
2023,49,5.4,,,,,,,,,,,,,,,,
2023,54,,0,0,0,0,0,0,0,0,0,20,20,20,20,20,,
2023,56,6,0,0,0,0,0,0,0,0,0,0,0,10,10,80,,
2023,63,5.6,0,0,0,0,0,0,0,0,0,0,5,10,20,65,,
2023,65,5.2,0,0,0,0,0,0,0,0,0,0,0,10,30,60,,
2023,68,5.9,,,,,,,,,,,,,,,,
2023,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0.64377682,99.35622318,,
2023,82,5.4,,,,,,,,,,,,,,,,
2023,88,5.7,0,0,0,0,0,0,0,0,0,0,0,5,15,80,,
2023,91,5.38,0,0,0,0,0,0,0,0,0,0,0,0,10,90,,
2023,93,5.4,0,0,0,0,0,0,0,0,0,0,0,0,12.5,87.5,,
2023,95,5.0592171,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,97,5.4,,,,,,,,,,,,,,,,
2023,98,5.4,0,0,0,0,0,0,0,0,0,5,5,15,30,45,,
2023,99,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,101,6.2,0,0,0,0,0,0,0,0,0,1,1.5,2.5,5,90,,
2023,102,5.6,0,0,0,0,0,0,0,0,0,0,0,10,20,70,,
2023,105,5.7,,,,,,,,,,,,,,,,
2023,107,5.4,0,0,0,0,0,0,0,0,0,0,0,0,12.5,87.5,,
2023,108,3.58415625,0,0,0,0,0,0,0,2.3,12.8,24.03,30.72,20.65,9.05,0.45,,
2023,110,6.12798327,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
2023,112,5.8,0,0,0,0,0,0,0,0,0,0,0,0,5,95,,
2023,114,5.4,,,,,,,,,,,,,,,,
2023,115,5.5,0,0,0,0.1319834,0.29120262,0.59444809,1.12273299,1.96193211,3.1720305,4.74501332,6.56727055,8,15,58.41338643,,
