INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2022,32,1.5,.0131856461,.1877110513,1.2802199121,5.5313824126,14.9572777295,25.1775112122,26.4205501357,17.2846316477,7.0467790808,1.7888665888,.282438314,.0294462692,,,,,,,,,
2022,33,1.69,,0,1,4,12,22,22,24,10,4,1,,,,,,,,,,
2022,37,1.4,,,,,1,50,42,7,,,,,,,,,,,,,
2022,38,1.2433792025,,,,,,80,20,,,,,,,,,,,,,,
2022,39,1.7,,,,,20,30,30,20,,,,,,,,,,,,,
2022,41,1.3,,,,,15,55,30,,,,,,,,,,,,,,
2022,42,1.2,,,,5,20,45,25,5,,,,,,,,,,,,,
2022,45,1.38,,,,,10,60,20,10,,,,,,,,,,,,,
2022,47,1.2,,,,5,20,40,15,10,5,5,,,,,,,,,,,
2022,48,1.3,,,,,,70,30,,,,,,,,,,,,,,
2022,49,.97,,,,,,,,,,,,,,,,,,,,,
2022,52,1.4,0,0,1,4,16,33,30,12,3,1,0,0,,,,,,,,,
2022,54,,,,,,20,50,30,,,,,,,,,,,,,,
2022,56,1.05,,,,15,30,40,10,5,,,,,,,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,
2022,62,1.2,,,,,,,,,,,,,,,,,,,,,
2022,63,1.5,,,,,5,30,60,5,,,,,,,,,,,,,
2022,65,1.5,,,,,10,20,60,10,,,,,,,,,,,,,
2022,68,1.3,,,,,,,,,,,,,,,,,,,,,
2022,73,1.1,,,,5,30,40,20,5,,,,,,,,,,,,,
2022,80,1.2,.5319148936,3.4042553191,7.2340425532,13.7234042553,20.2127659574,20.3191489363,13.9361702128,8.4042553191,5.4255319149,3.1914893617,1.4893617021,2.1276595745,,,,,,,,,
2022,85,1.2487889265,.0001316324,.0107516913,.3383464293,4.1301435338,19.7926885067,37.6114245141,28.4779079033,8.5730369288,1.0176420141,.047082141,.0008389914,.0000057138,,,,,,,,,
2022,88,1.3,,,,,,,,,,,,,,,,,,,,,
2022,89,1.2,,2.5,5,10,25,30,15,10,2.5,,,,,,,,,,,,
2022,90,1.3,1,2.5,5,10,15,25,20,10,5,4,2.5,0,,,,,,,,,
2022,91,1.4,0,0,0,5,15,35,30,10,5,0,0,0,,,,,,,,,
2022,93,1.2,,,,7.5,17.5,40,30,5,,,,,,,,,,,,,
2022,95,.9731614235,2.3100664476,5.2571567507,9.7307679419,14.6491707145,17.936954218,17.8629875015,14.4686904155,9.5317817387,5.1072684893,2.2257327933,.788909335,.130513654,,,,,,,,,
2022,97,1.1,,,,,,,,,,,,,,,,,,,,,
2022,98,1.3,,,,5,30,35,25,5,,,,,,,,,,,,,
2022,99,1.4,,,,,,60,40,,,,,,,,,,,,,,
2022,101,1.2,,,,10,20,40,20,10,,,,,,,,,,,,,
2022,102,1.1,,,,,10,60,30,,,,,,,,,,,,,,
2022,103,1.2,,,,,,,,,,,,,,,,,,,,,
2022,105,1.3,,,,,,95,5,,,,,,,,,,,,,,
2022,107,1.2364707,0,.240409579,1.9404377284,8.708297795,21.780375962,30.4080537403,23.7121423273,10.3231318592,2.5053861377,.3382097776,.0253259033,.0182291902,,,,,,,,,
2022,108,2.6375242,,,,,,3.24,12.32,21.52,28.16,20.86,11.46,2.44,,,,,,,,,
2022,110,1.32,.0044674901,.0895966544,.9814900906,5.7432485233,18.0078794915,30.3258111229,27.460557916,13.3676670758,3.4927828694,.4885572288,.0364637314,.0014778058,,,,,,,,,
2022,111,,,,,,,,,,,,,,,,,,,,,,
2022,112,1.5,,,,5,10,25,30,15,10,5,,,,,,,,,,,
2022,115,1.2,1.1492843231,2.0564968779,6.0776243533,12.0289129635,18.1319058312,20.8169220052,18.2035576848,12.1241786334,6.1499774192,2.3755767546,.6986670764,.1868960774,,,,,,,,,
2022,117,1,,,,,,,,,,,,,,,,,,,,,
2022,119,1.2,,,5,5,10,60,10,5,5,,,,,,,,,,,,
2022,121,1.1970788614,1,2.5,5,15,22,28,15,7,3,.5,.5,.5,,,,,,,,,
2022,127,1.5,0,1,5,10,15,17,23,17,7,4,1,0,,,,,,,,,
2022,128,1.6,,,2,5,17,20,24,20,10,2,,,,,,,,,,,
2022Mar,1,1.5,,1,3,6,10,28,30,15,4,2,1,,,,,,,,,,
2022Mar,2,1.4,0,0,0,0,0,60,40,0,0,0,0,0,,,,,,,,,
2022Mar,4,1.2,2.5,2.5,2.5,10,20,20,20,10,5,2.5,2.5,2.5,,,,,,,,,
2022Mar,5,1.7,,,,,10,20,35,25,10,,,,,,,,,,,,
2022Mar,6,.9,,,,10,45,35,10,,,,,,,,,,,,,,
2022Mar,7,,,,,,,,,,,,,,,,,,,,,,
2022Mar,8,1.5,,,,5,15,28,32,15,5,,,,,,,,,,,,
2022Mar,14,.4,3,9,19,27,23,13,5,1,0,0,0,0,,,,,,,,,
2022Mar,15,,,,,,,,,,,,,,,,,,,,,,
2022Mar,16,1.9,3,4,5,6,9,15,18,16,9,7,6,2,,,,,,,,,
2022Mar,20,1.4,,,,5,15,35,25,15,5,,,,,,,,,,,,
2022Mar,22,1.7,,,,,,25,50,25,,,,,,,,,,,,,
2022Mar,23,1.2,,,2,5,15,23,32,18,5,,,,,,,,,,,,
2022Mar,24,1.0114652624,1,2,6,16,20,24,19,6,3,2,1,,,,,,,,,,
2022Mar,26,1.3,,5,5,10,17,25,15,10,5,5,3,,,,,,,,,,
2022Mar,29,1.6,0,.5,.5,1,14.5,15,55,7,5,1,.5,0,,,,,,,,,
2022Mar,30,1.6,,,,,,,,,,,,,,,,,,,,,
2022Mar,32,,,,,,,,,,,,,,,,,,,,,,
2022Mar,33,,,,,,,,,,,,,,,,,,,,,,
2022Mar,37,1,,,,,15,70,15,,,,,,,,,,,,,,
2022Mar,38,,,,,,,,,,,,,,,,,,,,,,
2022Mar,39,1.6,,,,5,5,30,35,25,,,,,,,,,,,,,
2022Mar,41,,,,,,,,,,,,,,,,,,,,,,
2022Mar,42,,,,,,,,,,,,,,,,,,,,,,
2022Mar,45,,,,,,,,,,,,,,,,,,,,,,
2022Mar,47,1.1,,,,,,,,,,,,,,,,,,,,,
2022Mar,48,1.5,,,,,,45,40,15,,,,,,,,,,,,,
2022Mar,49,.72,,,,,,,,,,,,,,,,,,,,,
2022Mar,52,1.2,0,0,1,9,23,32,22,9,3,1,0,0,,,,,,,,,
2022Mar,54,,,,,,30,50,20,,,,,,,,,,,,,,
2022Mar,56,2.05,,,,,,5,40,45,10,,,,,,,,,,,,
2022Mar,61,,,,,,,,,,,,,,,,,,,,,,
2022Mar,62,1,,,,,,,,,,,,,,,,,,,,,
2022Mar,63,1.5,,,,,5,35,55,5,,,,,,,,,,,,,
2022Mar,65,,,,,,,,,,,,,,,,,,,,,,
2022Mar,68,1.2,,,,,,,,,,,,,,,,,,,,,
2022Mar,73,1.5,,,,,15,35,40,10,,,,,,,,,,,,,
2022Mar,80,,,,,,,,,,,,,,,,,,,,,,
2022Mar,85,1.1316716578,.0000012083,.0007471225,.1030375813,3.2648528718,24.7547762977,46.7598519296,22.3790181765,2.6617103843,.0755127946,.0004909228,.0000007104,.0000000002,,,,,,,,,
2022Mar,88,1.2,,,,,,,,,,,,,,,,,,,,,
2022Mar,89,1.2,,,2.5,10,15,35,25,10,2.5,,,,,,,,,,,,
2022Mar,90,1,1,2,5,15,30,20,15,7,3,2,0,0,,,,,,,,,
2022Mar,91,1.3,0,0,0,5,20,40,30,5,0,0,0,0,,,,,,,,,
2022Mar,93,1.1,,,,10,25,37.5,25,2.5,,,,,,,,,,,,,
2022Mar,95,1.270083289,.7369229172,2.3507349354,5.83998377,11.2991558312,17.0257689632,19.9799249654,18.2602765052,12.9971229019,7.2046598475,3.1103274739,1.0457433976,.1493784915,,,,,,,,,
2022Mar,97,.8,,,,,,,,,,,,,,,,,,,,,
2022Mar,98,1.2,,,,5,30,40,20,5,,,,,,,,,,,,,
2022Mar,99,1.45,,,,,,,,,,,,,,,,,,,,,
2022Mar,101,1.4,,,,,,,,,,,,,,,,,,,,,
2022Mar,102,1.1,,,,,,,,,,,,,,,,,,,,,
2022Mar,103,,,,,,,,,,,,,,,,,,,,,,
2022Mar,105,1.2,,,,,,95,5,,,,,,,,,,,,,,
2022Mar,107,,0,.3747416445,2.1759640199,7.949379702,18.2903044271,26.5230895969,24.2486288319,13.9757440806,5.0754688284,1.1604457287,.1668531135,.0593800265,,,,,,,,,
2022Mar,108,2.990132,,,,,,,6.1,15.06,24.13,27.04,18.03,9.64,,,,,,,,,
2022Mar,110,1.4,.0858283811,.5207918491,2.3906004873,7.4924295735,16.0411021357,23.4692475733,23.4692475733,16.0411021357,7.4924295735,2.3906004873,.5207918491,.0858283811,,,,,,,,,
2022Mar,111,,,,,,,,,,,,,,,,,,,,,,
2022Mar,112,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2022Mar,115,1,1.9085196673,3.0312399426,8.1352807001,14.5178320216,19.7319440242,20.4268087085,16.1063227224,9.6725085741,4.4237433029,1.540603751,.4084767148,.0967198705,,,,,,,,,
2022Mar,117,1.3,,,,,,,,,,,,,,,,,,,,,
2022Mar,119,,,,,5,5,80,5,5,,,,,,,,,,,,,
2022Mar,121,.8661694393,1,2,3,18,35,30,8,2,.5,.5,0,0,,,,,,,,,
2022Mar,127,1.3,0,2,5,10,17,30,17,11,5,2,1,0,,,,,,,,,
2022Mar,128,1.5,,,2,8,15,25,20,18,10,2,,,,,,,,,,,
2023,1,1.6,,1,3,5,10,19,34,20,5,2,1,,,,,,,,,,
2023,2,1.5,0,0,0,0,10,40,40,10,0,0,0,0,,,,,,,,,
2023,4,,,,,,,,,,,,,,,,,,,,,,
2023,5,1.6,,,,5,10,25,35,20,5,,,,,,,,,,,,
2023,6,1.4,,,,5,10,40,35,10,,,,,,,,,,,,,
2023,7,1.4642429651,,,,,,,,,,,,,,,,,,,,,
2023,8,1.5,,,3,5,12,25,30,15,5,3,2,,,,,,,,,,
2023,14,1,1,2,6,15,24,25,16,8,3,0,0,0,,,,,,,,,
2023,15,2,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2023,16,1.1,5,4,6,11,15,20,15,11,6,4,2,1,,,,,,,,,
2023,20,1.4,,,,5,15,35,25,15,5,,,,,,,,,,,,
2023,22,1.5,,,,,15,35,35,15,,,,,,,,,,,,,
2023,23,1.4,,1,5,10,15,23,20,18,5,2,1,,,,,,,,,,
2023,24,1.2,1,2,5,14,18,20,24,10,3,2,1,,,,,,,,,,
2023,26,1.5,,5,5,10,10,20,20,10,10,5,5,,,,,,,,,,
2023,29,1.5,0,.5,.5,1,14.5,20,50,7,5,1,.5,0,,,,,,,,,
2023,30,,,,,,,,,,,,,,,,,,,,,,
2023,32,,,,,,,,,,,,,,,,,,,,,,
2023,33,1.49,1,3,5,8,11,17,19,19,10,5,2,,,,,,,,,,
2023,37,1.8,,,,,1,37,52,10,,,,,,,,,,,,,
2023,38,1.5915065349,,,,,,10,70,20,,,,,,,,,,,,,
2023,39,1.5,,,,10,10,30,30,15,5,,,,,,,,,,,,
2023,41,,,,,,,,,,,,,,,,,,,,,,
2023,42,,,,,,,,,,,,,,,,,,,,,,
2023,45,1.64,,,,,10,15,50,20,5,,,,,,,,,,,,
2023,47,,,,,,,,,,,,,,,,,,,,,,
2023,48,,,,,,,,,,,,,,,,,,,,,,
2023,49,1.4,,,,,,,,,,,,,,,,,,,,,
2023,52,,,,,,,,,,,,,,,,,,,,,,
2023,54,,,,,,10,50,40,,,,,,,,,,,,,,
2023,56,1.2,,,,10,20,40,20,10,,,,,,,,,,,,,
2023,61,,,,,,,,,,,,,,,,,,,,,,
2023,62,1.4,,,,,,,,,,,,,,,,,,,,,
2023,63,1.6,,,,,,15,80,5,,,,,,,,,,,,,
2023,65,1.7,,,,,5,20,55,20,,,,,,,,,,,,,
2023,68,1.7,,,,,,,,,,,,,,,,,,,,,
2023,73,1.3,,,,,20,50,25,5,,,,,,,,,,,,,
2023,80,1.4,3.085106383,4.1489361702,6.3829787234,9.4680851064,16.2765957447,15.7446808511,14.6808510638,12.0212765957,7.6595744681,4.7872340426,2.8723404255,2.8723404255,,,,,,,,,
2023,85,1.630709379,.0001021823,.0051315046,.1254205433,1.4856132899,8.5737421322,24.2223938213,33.6102197805,22.930871617,7.6824150036,1.2595520028,.1005745554,.0039635671,,,,,,,,,
2023,88,1.4,,,,,,,,,,,,,,,,,,,,,
2023,89,1.4,,0,2.5,5,15,35,25,10,5,2.5,,,,,,,,,,,
2023,90,1.5,0,0,2,10,17,20,25,12,8,5,1,0,,,,,,,,,
2023,91,1.5,0,0,0,5,15,30,30,15,5,0,0,0,,,,,,,,,
2023,93,,,,,,,,,,,,,,,,,,,,,,
2023,95,1.1361521682,1.0463077746,3.1120060861,7.2085481293,13.0041373171,18.270131391,19.9907079279,17.0349575978,11.3052538709,5.8431355499,2.3520036032,.737320627,.0954901252,,,,,,,,,
2023,97,,,,,,,,,,,,,,,,,,,,,,
2023,98,1.6,,,,5,20,30,30,10,5,,,,,,,,,,,,
2023,99,1.35,,,,,,70,30,,,,,,,,,,,,,,
2023,101,1.2,,,2,5.5,25,35,25,5.5,2,,,,,,,,,,,,
2023,102,1.1,,,,,20,60,20,,,,,,,,,,,,,,
2023,103,1.4,,,,,,,,,,,,,,,,,,,,,
2023,105,1.7,,,,,,,90,10,,,,,,,,,,,,,
2023,107,1.3333751,0,.1705746126,1.544932406,7.6387000271,20.6728000485,30.6806010424,24.989599623,11.1661639011,2.7328759764,.3654627201,.0266241718,.011665471,,,,,,,,,
2023,108,1.8340075,,,,.69,8.41,17.98,27.36,24.91,15.18,5.45,.02,,,,,,,,,,
2023,110,,,,,,,,,,,,,,,,,,,,,,
2023,111,,,,,,,,,,,,,,,,,,,,,,
2023,112,1.4,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2023,115,,,,,,,,,,,,,,,,,,,,,,
2023,117,1,,,,,,,,,,,,,,,,,,,,,
2023,119,1.6,,,,5,5,10,60,10,5,5,,,,,,,,,,,
2023,121,1.2339037946,1,2.5,5,15,20,30,15,7,3,.5,.5,.5,,,,,,,,,
2023,127,1.8,3,5,5.5,8.2,10.8,12.5,13,12.5,10.5,9,5,5,,,,,,,,,
2023,128,2,,,1,2,5,15,20,25,20,10,2,,,,,,,,,,
2023Mar,1,1.6,,1,3,5,10,19,34,20,5,2,1,,,,,,,,,,
2023Mar,2,1.4,0,0,0,0,0,60,40,0,0,0,0,0,,,,,,,,,
2023Mar,4,,,,,,,,,,,,,,,,,,,,,,
2023Mar,5,1.6,,,,5,10,25,35,20,5,,,,,,,,,,,,
2023Mar,6,1.3,,,,5,10,45,35,5,,,,,,,,,,,,,
2023Mar,7,,,,,,,,,,,,,,,,,,,,,,
2023Mar,8,1.5,,,3,5,12,25,30,15,5,3,2,,,,,,,,,,
2023Mar,14,.8,2,4,12,20,24,20,12,5,1,0,0,0,,,,,,,,,
2023Mar,15,,,,,,,,,,,,,,,,,,,,,,
2023Mar,16,1.1,3,3,5,8,16,20,17,13,10,4,1,0,,,,,,,,,
2023Mar,20,1.3,,,,5,20,30,25,10,10,,,,,,,,,,,,
2023Mar,22,1.3,,,,0,25,40,25,10,,,,,,,,,,,,,
2023Mar,23,1.3,,,5,10,15,21,26,16,5,2,,,,,,,,,,,
2023Mar,24,1.7077287395,,1,2,3,10,16,35,22,6,4,1,,,,,,,,,,
2023Mar,26,1.5,,5,5,10,12,20,20,13,5,5,5,,,,,,,,,,
2023Mar,29,1.5,0,.5,.5,1,14.5,20,50,7,5,1,.5,0,,,,,,,,,
2023Mar,30,,,,,,,,,,,,,,,,,,,,,,
2023Mar,32,,,,,,,,,,,,,,,,,,,,,,
2023Mar,33,,,,,,,,,,,,,,,,,,,,,,
2023Mar,37,1.9,,,,,,15,55,30,,,,,,,,,,,,,
2023Mar,38,,,,,,,,,,,,,,,,,,,,,,
2023Mar,39,1.6,,,,,10,35,35,15,5,,,,,,,,,,,,
2023Mar,41,,,,,,,,,,,,,,,,,,,,,,
2023Mar,42,,,,,,,,,,,,,,,,,,,,,,
2023Mar,45,,,,,,,,,,,,,,,,,,,,,,
2023Mar,47,,,,,,,,,,,,,,,,,,,,,,
2023Mar,48,,,,,,,,,,,,,,,,,,,,,,
2023Mar,49,1.21,,,,,,,,,,,,,,,,,,,,,
2023Mar,52,,,,,,,,,,,,,,,,,,,,,,
2023Mar,54,,,,,,20,50,30,,,,,,,,,,,,,,
2023Mar,56,1.15,,,,10,20,40,20,10,,,,,,,,,,,,,
2023Mar,61,,,,,,,,,,,,,,,,,,,,,,
2023Mar,62,1.4,,,,,,,,,,,,,,,,,,,,,
2023Mar,63,1.6,,,,,,20,75,5,,,,,,,,,,,,,
2023Mar,65,,,,,,,,,,,,,,,,,,,,,,
2023Mar,68,1.6,,,,,,,,,,,,,,,,,,,,,
2023Mar,73,1.3,,,,,20,50,25,5,,,,,,,,,,,,,
2023Mar,80,,,,,,,,,,,,,,,,,,,,,,
2023Mar,85,1.5303507687,.0000271879,.0024495537,.0925245406,1.4707397797,9.9282569931,28.701612877,35.7356702105,19.1874329013,4.427058219,.4357721255,.0181369563,.0003186554,,,,,,,,,
2023Mar,88,1.4,,,,,,,,,,,,,,,,,,,,,
2023Mar,89,1.4,,,2.5,10,15,30,27.5,12.5,2.5,,,,,,,,,,,,
2023Mar,90,1.3,1,3,5,8,12,25,20,15,10,1,0,0,,,,,,,,,
2023Mar,91,1.4,0,0,0,5,15,30,30,15,5,0,0,0,,,,,,,,,
2023Mar,93,,,,,,,,,,,,,,,,,,,,,,
2023Mar,95,.1593642983,8.5923302639,14.8184047973,19.902990077,20.819082116,16.960209376,10.7603703746,5.3167912642,2.0459658485,.6131595961,.1431116729,.0260137503,.0015708632,,,,,,,,,
2023Mar,97,,,,,,,,,,,,,,,,,,,,,,
2023Mar,98,1.3,,,,5,20,40,30,5,,,,,,,,,,,,,
2023Mar,99,1.32,,,,,,,,,,,,,,,,,,,,,
2023Mar,101,1.1,,,,,,,,,,,,,,,,,,,,,
2023Mar,102,,,,,,,,,,,,,,,,,,,,,,
2023Mar,103,,,,,,,,,,,,,,,,,,,,,,
2023Mar,105,1.5,,,,,,,95,5,,,,,,,,,,,,,
2023Mar,107,1.28059739,.0576958151,.4222553719,2.4456801256,8.7909708033,19.6321709229,27.259738561,23.541644561,12.6430170056,4.2199233604,.8745220201,.1123814531,0,,,,,,,,,
2023Mar,108,1.91353,,,,.36,7.19,16.41,25.63,26.05,16.68,7.31,.37,,,,,,,,,,
2023Mar,110,,,,,,,,,,,,,,,,,,,,,,
2023Mar,111,,,,,,,,,,,,,,,,,,,,,,
2023Mar,112,1.2,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2023Mar,115,,,,,,,,,,,,,,,,,,,,,,
2023Mar,117,1,,,,,,,,,,,,,,,,,,,,,
2023Mar,119,,,,,5,5,80,5,5,,,,,,,,,,,,,
2023Mar,121,1.3515891326,1,1.5,3,15,20,27,23,7,1,.5,.5,.5,,,,,,,,,
2023Mar,127,1.8,.5,1,5,10,15,18,22,16,7,4,1,.5,,,,,,,,,
2023Mar,128,2,,,1,2,5,15,20,25,20,10,2,,,,,,,,,,
2025,1,1.6,,1,2,4,6,21,35,24,4,2,1,,,,,,,,,,
2025,2,1.5,0,0,0,0,0,40,60,0,0,0,0,0,,,,,,,,,
2025,4,1.6,5,2.5,2.5,10,15,17.5,17.5,10,10,5,2.5,2.5,,,,,,,,,
2025,5,1.7,,,1,2,7,25,30,25,7,2,1,,,,,,,,,,
2025,6,1.5,,,,,15,35,35,15,,,,,,,,,,,,,
2025,7,1.4864769247,,,,,,,,,,,,,,,,,,,,,
2025,8,1.6,,,,10,15,23,27,17,5,2,1,,,,,,,,,,
2025,14,1.8,0,0,2,5,11,18,23,20,13,6,2,0,,,,,,,,,
2025,15,2.2,,,,5,10,10,15,20,15,10,10,5,,,,,,,,,
2025,16,1.4,3,3,5,10,18,22,18,10,5,3,2,1,,,,,,,,,
2025,20,1.7,,,3,7,10,25,30,20,5,,,,,,,,,,,,
2025,22,1.7,,,,,10,20,40,20,10,,,,,,,,,,,,
2025,23,2.2,,,,2,5,10,20,25,20,10,5,3,,,,,,,,,
2025,24,1.4,.5,2,4,6,16,22,26,12,6,3,2,.5,,,,,,,,,
2025,26,1.8,,2,3,6,12,12,22,20,12,6,3,2,,,,,,,,,
2025,29,1.8,0,0,.5,1,4,7,50,30,6,1,.5,0,,,,,,,,,
