INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T4_4,F4_5T4_9,F5_0,,
2025,20,2,0,0,0,0,5,13,25,30,17,10,0,0,0,0,,
2025,23,3,0,0,0,0,1,3,12,17,19,19,15,10,3,1,,
2025,24,1.9880088,0,0,0,4,6,22,20,17,17,8,3,2,1,0,,
2025,26,1.8,0,0,2,3,10,18,25,21,10,5,3,2,1,0,,
2025,29,2.04,0,1.5,2,3,6.5,13,19,23,15,7.5,6,2,1,0.5,,
2025,30,1.69,,,,,,,,,,,,,,,,
2025,32,1.9,1.84908966,2.31092542,4.23690847,6.84737426,9.8202932,12.42533062,13.89206633,13.72467042,11.98155254,9.24271173,6.30026822,3.79480373,2.01969944,1.55430595,,
2025,33,2.1,0,0,0,0,0,5,10,70,10,5,0,0,0,0,,
2025,37,2.2,0,0,0,0,0,2,18,54,25,1,0,0,0,0,,
2025,39,1.754292,0,0,0,0,0,5,45,40,10,0,0,0,0,0,,
2025,41,1.9,0,0,0,0,0,10,45,30,15,0,0,0,0,0,,
2025,45,1.21459366,0,0,0,0,30,40,30,0,0,0,0,0,0,0,,
2025,47,1.9,1,1,2,3,5,15,20,25,15,5,3,2,2,1,,
2025,48,1.8,0,0,0,0,0,0,70,30,0,0,0,0,0,0,,
2025,49,2.1,,,,,,,,,,,,,,,,
2025,54,2.2,0,0,0,10,10,10,12.5,15,12.5,10,10,10,0,0,,
2025,56,2.1,0,0,0,0,0,0,20,60,20,0,0,0,0,0,,
2025,63,2.1,0,0,0,0,0,0,40,45,10,5,0,0,0,0,,
2025,65,2,0,0,0,0,0,15,30,30,20,5,0,0,0,0,,
2025,68,1.9,,,,,,,,,,,,,,,,
2025,80,2.1,0,0,0,0.81053698,3.95136778,14.69098278,24.01215805,28.67274569,17.32522796,8.5106383,1.82370821,0.20263425,0,0,,
2025,82,2.1,0.1,0.2,0.3,0.4,0.5,15,32,35,15,0.5,0.4,0.3,0.2,0.1,,
2025,85,2.0313983,0,2.5e-07,0.0001085,0.01432091,0.58205293,7.43275926,30.48523407,40.8494809,17.95710115,2.56117704,0.11612029,0.00163762,7.06e-06,1e-08,,
2025,88,2.16155923,0.5,0.6279261,1.33498162,3.56693007,6.9828171,9.95470215,13.60686537,14.69241111,16.47513284,13.2455996,9.94639205,5.21688738,2.22225025,1.62710436,,
2025,89,2.1,0,0,0,0,5,15,20,30,20,10,0,0,0,0,,
2025,90,2.4,0,0,0,0,0,1,15,40,30,10,3,1,0,0,,
2025,91,2.15,0,0,0,0,4,13,23,27,20,8,5,0,0,0,,
2025,93,2.1,0,0,0,0,0,7.5,32.5,40,20,0,0,0,0,0,,
2025,95,2.79591203,1e-08,1.6e-06,0.00012392,0.00502102,0.10616849,1.17152027,6.7461252,20.27259764,31.7917782,26.01780497,11.11160777,2.47647283,0.28803194,0.01274615,,
2025,97,1.4,,,,,,,,,,,,,,,,
2025,98,2.4,0,0,0,0,5,5,10,35,20,15,5,5,0,0,,
2025,99,2.1,0,0,0,0,0,0,40,60,0,0,0,0,0,0,,
2025,101,2.1,0,0,0,0,2.5,5,25,35,25,5,2.5,0,0,0,,
2025,102,2,0,0,0,0,0,15,25,35,20,5,0,0,0,0,,
2025,103,2.2,,,,,,,,,,,,,,,,
2025,105,2.1,,,,,,,,,,,,,,,,
2025,107,2.21502014,2.46445587,2.33118706,3.83404502,5.76317223,7.91756028,9.94139649,11.40854499,11.96576145,11.47037899,10.04945306,8.04699925,5.88913861,3.93908215,4.97882455,,
2025,109,1.9,0,0,0,0,0,0,60,40,0,0,0,0,0,0,,
2025,110,1.98445769,2.65703996,2.60130777,4.30511822,6.46320011,8.80198604,10.8739004,12.18603302,12.38831003,11.42443028,9.55717485,7.25264458,4.99268541,3.11775286,3.37841644,,
2025,112,2.3,0,0,0,0,5,10,20,30,20,10,5,0,0,0,,
2025,114,2,,,,,,,,,,,,,,,,
2025,115,2.10273864,1.41538462,3.11965493,5.08804356,6.802852,8.56612204,10.10502198,11.13596747,11.44911732,10.9778861,9.82198312,8.21307754,6.43925793,4.76195805,2.10367335,,
2025,117,2,,,,,,,,,,,,,,,,
2025,118,1.3695771,,,,,,,,,,,,,,,,
2025,119,2,0,0,0,0,0,5,10,70,10,5,0,0,0,0,,
2025,121,1.8124207,0,1,2,4,8,13,25,20,15,6,3,1,1,1,,
2025,127,2.1,0,0,0,1,3,10,20,22,20,9,8,4,2,1,,
2025,128,2.2,1,1,2,2,5,10,15,30,15,9,4,2,2,2,,
2025,135,2.1,0,0,0,0,5,15,17.5,30,17.5,10,5,0,0,0,,
2025,137,1.85518316,0.97167014,1.74330057,3.72472141,6.44694253,9.92538369,13.45203161,15.14297616,14.72915054,12.37903933,9.38953003,6.04058386,3.25803743,1.63247279,1.16415992,,
2025Mar,2,2.2,0,0,0,0,0,5,20,45,30,0,0,0,0,0,,
2025Mar,4,1.8,2.5,2.5,2.5,2.5,7.5,12.5,15,15,15,12.5,5,2.5,2.5,2.5,,
2025Mar,5,1.9,0,0,0,5,10,15,30,25,10,5,0,0,0,0,,
2025Mar,6,2,0,0,0,5,5,15,25,25,15,5,5,0,0,0,,
2025Mar,8,1.7,0,0,0,3,10,22,28,23,9,4,1,0,0,0,,
2025Mar,14,2,0,0,1,3,7,13,17,21,17,11,6,3,1,0,,
2025Mar,16,1.9,0,1,2,3,8,14,17,16,13,10,8,5,2,1,,
2025Mar,20,2.1,0,0,0,0,5,15,22,30,18,10,0,0,0,0,,
2025Mar,23,2.6,0,0,0,2,4,8,15,18,19,17,10,6,1,0,,
2025Mar,24,2.05482476,0,0,0,4,5,18,20,20,18,9,3,2,1,0,,
2025Mar,26,1.8,0,0,2,3,10,18,25,21,10,5,3,2,1,0,,
2025Mar,29,2.16,0,1,1.5,2.5,7,11.5,17,24,15,9,6,3,1.5,1,,
2025Mar,33,2.2,0,0,0,0,0,5,10,70,10,5,0,0,0,0,,
2025Mar,37,2.2,0,0,0,0,0,1,4,37,36,18,4,0,0,0,,
2025Mar,39,1.46426139,0,0,0,0,0,30,50,20,0,0,0,0,0,0,,
2025Mar,45,1.25,0,0,0,0,20,50,30,0,0,0,0,0,0,0,,
2025Mar,47,2.6,1,1,2,3,5,15,20,25,15,5,3,2,2,1,,
2025Mar,48,2.2,0,0,0,0,0,0,20,70,10,0,0,0,0,0,,
2025Mar,49,1.8,,,,,,,,,,,,,,,,
2025Mar,54,1.95,0,0,0,5,10,15,20,20,15,10,5,0,0,0,,
2025Mar,56,2.1,0,0,0,0,0,10,25,40,25,0,0,0,0,0,,
2025Mar,63,2,0,0,0,0,0,0,40,50,10,0,0,0,0,0,,
2025Mar,68,1.9,,,,,,,,,,,,,,,,
2025Mar,82,2,0.1,0.2,0.3,0.4,0.5,20,35,30,12,0.5,0.4,0.3,0.2,0.1,,
2025Mar,85,2.11246824,0,0,1.8e-07,0.00024769,0.06094762,2.81101621,25.67769932,49.28862073,20.37539864,1.75626849,0.02970751,9.356e-05,5e-08,0,,
2025Mar,88,2.08402581,0.5,1.00509702,1.76513553,4.10546882,7.68088779,9.77439397,14.20161277,14.71930671,16.17559272,12.28110647,9.27846424,4.87806549,2.06709768,1.56777078,,
2025Mar,89,2.1,0,0,0,0,5,15,20,25,17.5,12.5,5,0,0,0,,
2025Mar,90,2.5,0,0,0,0,0,1,13,35,35,12,3,1,0,0,,
2025Mar,91,2.5,0,0,0,0,0,5,12,38,20,15,10,0,0,0,,
2025Mar,93,2.1,0,0,0,0,0,10,30,35,20,5,0,0,0,0,,
2025Mar,95,3.25159556,0,2e-08,2.41e-06,0.00017673,0.00675957,0.13492385,1.40542791,7.63974436,21.6720251,32.08267551,24.78518001,9.9922661,2.10225948,0.17855894,,
2025Mar,98,2.5,0,0,0,0,0,0,10,35,40,10,5,0,0,0,,
2025Mar,99,2.2,,,,,,,,,,,,,,,,
2025Mar,102,1.8,0,0,0,0,0,15,40,30,15,0,0,0,0,0,,
2025Mar,103,2.3,,,,,,,,,,,,,,,,
2025Mar,107,2.52540199,1.47548507,1.58330297,2.78717932,4.47541571,6.55497101,8.75746026,10.67226027,11.86331441,12.0289405,11.12552352,9.38609736,7.22305106,5.07021759,6.99678095,,
2025Mar,109,1.7,0,0,0,0,0,0,80,20,0,0,0,0,0,0,,
2025Mar,110,2.14236709,3.88915213,2.8994753,4.33948208,6.03430481,7.79628891,9.3588032,10.43817759,10.81685937,10.41477455,9.31688414,7.74396687,5.98036894,4.29105215,6.68040994,,
2025Mar,112,2.4,0,0,0,0,5,10,20,30,20,10,5,0,0,0,,
2025Mar,114,2,,,,,,,,,,,,,,,,
2025Mar,115,1.84792223,1.21538462,3.70156037,5.94139727,7.71139427,9.39698663,10.70979992,11.39334681,11.30446419,10.46211664,9.04081241,7.31175714,5.55888663,4.00520622,2.24688691,,
2025Mar,117,2,,,,,,,,,,,,,,,,
2025Mar,118,1.41,,,,,,,,,,,,,,,,
2025Mar,119,1.9,,,,,,,,,,,,,,,,
2025Mar,121,2.00606167,0,1,2,4,8,13,23,22,15,6,3,1,1,1,,
2025Mar,127,2.1,0,1,3,5,7.5,11,12.5,20,12.5,11,7.5,5,3,1,,
2025Mar,128,2.2,1,1,2,2,5,10,15,30,15,9,4,2,2,2,,
2025Mar,135,2.05,0,0,0,2.5,5,15,25,30,15,5,2.5,0,0,0,,
2025Mar,137,1.7927,0.67196211,1.21016177,3.17261767,6.29422291,10.63545953,15.10063136,17.15473833,16.17932971,12.66843489,8.63503637,4.84403869,2.19088107,0.94037126,0.30211435,,
2026,1,2,0,0,0,0,0,0,45,45,10,0,0,0,0,0,,
2026,2,2,0,0,0,0,5,5,35,40,15,0,0,0,0,0,,
2026,5,1.7,0,0,0,5,10,20,30,20,10,5,0,0,0,0,,
2026,6,2,0,0,0,5,5,15,25,25,15,5,5,0,0,0,,
2026,7,2.2,,,,,,,,,,,,,,,,
2026,8,1.8,0,0,2,5,8,15,25,20,15,5,3,2,0,0,,
2026,14,2.3,0,1,2,4,8,12,14,16,16,12,8,4,2,1,,
2026,15,2.2,0,0,0,5,10,10,10,20,20,15,10,0,0,0,,
2026,16,1.7,0,1,2,3,8,13,17,14,12,10,8,6,4,2,,
2026,20,1.9,0,0,0,0,5,21,30,20,14,10,0,0,0,0,,
2026,23,2.8,0,0,0,1,2,3,12,17,19,17,15,10,3,1,,
2026,24,2.2,0,0,0,2,4,16,19,20,18,15,3,2,1,0,,
2026,26,1.8,0,2,3,5,10,12,22,22,12,5,4,2,1,0,,
2026,29,2,0,1.5,2.5,3,7,12.5,22,22,13,7.5,5,2.5,1,0.5,,
2026,33,2,0,0,0,0,5,5,10,60,10,5,5,0,0,0,,
2026,37,2.2,0,0,0,0,0,2,21,50,24,3,0,0,0,0,,
2026,39,2.00942326,0,0,0,0,0,0,35,55,10,0,0,0,0,0,,
2026,41,2.1,0,0,0,0,0,5,40,40,10,5,0,0,0,0,,
2026,45,1.53084825,0,0,0,0,0,40,60,0,0,0,0,0,0,0,,
2026,47,2,1,1,2,3,7,15,18,23,15,7,3,2,2,1,,
2026,49,2,,,,,,,,,,,,,,,,
2026,54,1.925,0,0,5,10,10,12.5,15,12.5,10,10,10,5,0,0,,
2026,56,2.1,0,0,0,0,0,10,25,40,25,0,0,0,0,0,,
2026,63,2.2,0,0,0,0,0,0,25,60,10,5,0,0,0,0,,
2026,65,2.2,0,0,0,0,0,15,25,30,25,5,0,0,0,0,,
2026,68,2,,,,,,,,,,,,,,,,
2026,80,1.8,0,0.10131712,1.11448835,3.95136778,8.81458967,20.46605876,25.63323202,19.65552178,12.66464032,5.57244174,1.72239108,0.20263425,0.10131712,0,,
2026,82,2,0.1,0.2,0.3,0.4,0.5,15,33.5,33.5,15,0.5,0.4,0.3,0.2,0.1,,
2026,85,2.01564145,1.5e-07,3.129e-05,0.00275986,0.10161184,1.57479678,10.3676019,29.23626451,35.51190858,18.60069845,4.1859564,0.40178898,0.01630216,0.00027713,1.96e-06,,
2026,88,2.00649238,0.5,1.37823518,2.20394573,4.52353087,8.42208591,10.35084226,14.02453422,14.74524018,15.8867502,11.34976161,8.62762875,4.54656151,1.93264115,1.50824243,,
2026,89,1.9,0,0,0,0,5,20,30,20,15,10,0,0,0,0,,
2026,90,2.4,0,0,0,0,0,1,15,40,30,10,3,1,0,0,,
2026,91,2.08,0,0,0,5,5,10,20,30,15,10,5,0,0,0,,
2026,95,2.56225922,1.564e-05,0.00050962,0.01025431,0.1273881,0.97703787,4.62651599,13.52561072,24.41292663,27.20463815,18.7165676,7.95004535,2.08484202,0.33754901,0.026099,,
2026,98,2.2,0,0,0,0,5,10,20,25,20,15,5,0,0,0,,
2026,99,1.9,0,0,0,0,0,0,60,40,0,0,0,0,0,0,,
2026,101,2.1,,,,,,,,,,,,,,,,
2026,102,1.9,0,0,0,0,5,10,30,30,20,5,0,0,0,0,,
2026,103,2,,,,,,,,,,,,,,,,
2026,105,1.9,,,,,,,,,,,,,,,,
2026,107,1.76339863,5.80820652,4.01197328,5.74114016,7.60324111,9.3188077,10.57020132,11.0960321,10.77987612,9.69217856,8.06474113,6.21041369,4.42599847,2.91918785,3.75800199,,
2026,112,2.4,0,0,0,0,5,10,20,30,20,10,5,0,0,0,,
2026,114,2.2,,,,,,,,,,,,,,,,
2026,115,2.00886299,1.11538462,3.08896435,5.04177648,6.75182367,8.51726276,10.0666931,11.11568013,11.45114103,11.00178643,9.86277343,8.26291228,6.4898812,4.80686585,2.42705467,,
2026,117,1.8,,,,,,,,,,,,,,,,
2026,118,1.63786941,,,,,,,,,,,,,,,,
2026,119,2,0,0,0,0,0,5,10,70,10,5,0,0,0,0,,
2026,121,1.8049916,0,1,2,4,8,13,23,22,15,6,3,1,1,1,,
2026,127,2.1,0,0,0,1,3,10,20,22,20,9,8,4,2,1,,
2026,128,2,1,2,3,4,8,12,20,20,10,6,5,3,3,3,,
2026,137,1.90372021,0.85404827,1.60105131,3.48940956,6.12837699,9.58561705,13.19522734,15.06608121,14.86369464,12.67056937,9.73268387,6.33956229,3.46613841,1.75181629,1.25572339,,
2026Mar,2,2.1,0,0,0,0,5,10,25,40,20,0,0,0,0,0,,
2026Mar,5,1.8,0,0,0,5,10,20,30,20,10,5,0,0,0,0,,
2026Mar,6,2,0,0,0,5,5,15,25,25,15,5,5,0,0,0,,
2026Mar,8,1.8,0,0,2,5,8,15,25,20,15,5,3,2,0,0,,
2026Mar,14,3.1,0,0,0,1,3,5,9,13,16,15,14,11,7,6,,
2026Mar,16,1.5,0,1,2,3,8,14,17,13,12,10,8,6,4,2,,
2026Mar,20,2,0,0,0,0,5,15,25,30,18,7,0,0,0,0,,
2026Mar,23,3,0,0,0,1,2,7,12,16,19,19,15,7,2,0,,
2026Mar,26,1.8,0,2,3,5,10,12,22,22,12,5,4,2,1,0,,
2026Mar,29,2,0,1.5,2.5,3,7,12.5,22,22,13,7.5,5,2.5,1,0.5,,
2026Mar,33,2.1,0,0,0,0,5,5,10,60,10,5,5,0,0,0,,
2026Mar,37,2.4,0,0,0,0,0,1,17,42,35,5,0,0,0,0,,
2026Mar,39,1.88297072,0,0,0,0,0,10,50,30,10,0,0,0,0,0,,
2026Mar,45,1.33,0,0,0,0,10,60,30,0,0,0,0,0,0,0,,
2026Mar,47,2,1,1,2,3,7,15,18,23,15,7,3,2,2,1,,
2026Mar,49,2,,,,,,,,,,,,,,,,
2026Mar,54,1.925,0,0,5,10,10,12.5,15,12.5,10,10,10,5,0,0,,
2026Mar,56,2.1,0,0,0,0,0,10,25,40,25,0,0,0,0,0,,
2026Mar,63,2.2,0,0,0,0,0,5,25,45,20,5,0,0,0,0,,
2026Mar,68,2,,,,,,,,,,,,,,,,
2026Mar,85,2.05631661,0,1.8e-07,8.246e-05,0.01154692,0.4974615,6.72630434,29.18026349,41.33325673,19.21042981,2.89931119,0.13925136,0.00208249,9.52e-06,1e-08,,
2026Mar,88,2.00649238,0.5,1.35952006,2.20068211,4.61495183,8.45232197,10.28061228,14.00627721,14.7143272,15.83579172,11.29307813,8.62657963,4.56036841,1.9922145,1.56327496,,
2026Mar,89,1.9,0,0,0,0,10,20,25,25,15,5,0,0,0,0,,
2026Mar,90,2.4,0,0,0,0,0,1,15,40,30,10,3,1,0,0,,
2026Mar,91,2.3,0,0,0,0,0,12,22,22,22,20,2,0,0,0,,
2026Mar,95,2.53761442,1.878e-05,0.00059759,0.01174201,0.14244317,1.06684407,4.93310559,14.08315706,24.82217195,27.01093902,18.14678655,7.52696549,1.92752609,0.30474792,0.02295473,,
2026Mar,98,2.3,0,0,0,0,0,5,15,35,30,10,5,0,0,0,,
2026Mar,99,1.9,,,,,,,,,,,,,,,,
2026Mar,107,1.86764417,5.67788642,3.81121277,5.42682203,7.18265897,8.83654714,10.10503753,10.74116621,10.61263442,9.74660162,8.32034525,6.60218021,4.86957395,3.33850234,4.72883114,,
2026Mar,110,1.89782947,6.55223709,3.86469616,5.29665975,6.81533666,8.23324999,9.33800742,9.94342879,9.94070576,9.33033781,8.22198265,6.80228255,5.28361941,3.85307004,6.52438593,,
2026Mar,112,2.4,0,0,0,0,5,10,20,30,20,10,5,0,0,0,,
2026Mar,114,2.1,,,,,,,,,,,,,,,,
2026Mar,115,2.11708098,1.11538462,3.08896435,5.04177648,6.75182367,8.51726276,10.0666931,11.11568013,11.45114103,11.00178643,9.86277343,8.26291228,6.4898812,4.80686585,2.42705467,,
2026Mar,117,1.9,,,,,,,,,,,,,,,,
2026Mar,118,1.54,,,,,,,,,,,,,,,,
2026Mar,119,2,,,,,,,,,,,,,,,,
2026Mar,121,1.74398182,0,1,2,4,8,13,23,22,15,6,3,1,1,1,,
2026Mar,127,2.1,0,0,0,1,3,6,16,22,16,13,10,6,4,3,,
2026Mar,128,2,1,2,3,4,8,12,20,20,10,6,5,3,3,3,,
2026Mar,137,1.9733,1.54057413,1.83418166,3.645875,6.00730726,9.01298532,12.18708201,13.90792777,13.98996087,12.40400685,10.09388958,7.07763687,4.25446372,2.36983326,1.67427569,,
2028,1,2,0,0,0,0,0,5,40,40,15,0,0,0,0,0,,
2028,2,2,0,0,0,0,0,5,20,50,20,5,0,0,0,0,,
2028,4,2,5,2.5,2.5,5,10,10,10,10,10,10,10,5,2.5,7.5,,
2028,5,2,0,0,0,0,10,15,25,25,15,10,0,0,0,0,,
2028,6,2,0,0,0,0,5,15,30,30,15,5,0,0,0,0,,
2028,7,2.2,,,,,,,,,,,,,,,,
2028,8,2,0,0,0,2,5,15,28,32,15,2,1,0,0,0,,
2028,14,2.3,0,1,2,4,7,11,15,16,16,13,8,4,2,1,,
2028,15,2.3,0,0,0,5,10,10,10,15,20,15,10,5,0,0,,
2028,16,1.8,3,3,3,5,7,18,21,16,12,7,3,2,0,0,,
2028,20,1.9,0,0,0,0,8,18,30,22,15,7,0,0,0,0,,
2028,23,2.8,0,0,1,3,7,11,13,15,17,16,11,5,1,0,,
2028,24,2.1,0,0,0,2,6,12,24,23,19,9,3,1,1,0,,
2028,26,1.85,0,1,3,6,12,12,24,20,12,6,3,1,0,0,,
2028,29,2,0,1.5,2.5,3,7,12.5,22,22,13,7.5,5,2.5,1,0.5,,
2028,30,2,,,,,,,,,,,,,,,,
2028,33,2,0,0,0,0,5,10,15,40,15,10,5,0,0,0,,
2028,37,2.25,0,0,0,0,0,2,15,51,28,4,0,0,0,0,,
2028,39,2.08070077,0,0,0,0,10,15,25,25,15,10,0,0,0,0,,
2028,45,1.91513308,0,0,0,0,0,0,50,50,0,0,0,0,0,0,,
2028,47,2,1,1,2,3,7,15,18,23,15,7,3,2,2,1,,
2028,48,1.9,,,,,,,,,,,,,,,,
2028,49,2,,,,,,,,,,,,,,,,
2028,54,1.95,0,0,0,0,5,15,30,30,15,5,0,0,0,0,,
2028,56,2.1,0,0,0,0,0,10,25,40,25,0,0,0,0,0,,
2028,63,2.2,0,0,0,0,0,0,25,55,15,5,0,0,0,0,,
2028,68,2,,,,,,,,,,,,,,,,
2028,80,2.1,0,0.10131712,0.9118541,4.25531915,7.49746707,13.06990881,19.85815603,19.95947315,16.81864235,9.4224924,4.86322188,1.82370821,1.01317123,0.40526849,,
2028,82,2,0.1,0.2,0.3,0.4,0.5,15,33.5,33.5,15,0.5,0.4,0.3,0.2,0.1,,
2028,85,2,0.00533123,0.05237127,0.37554233,1.84176836,6.18155904,14.206163,22.36344228,24.12006861,17.82430216,9.02353603,3.12846818,0.74245771,0.12054173,0.01444807,,
2028,88,2,0.5,1.49645493,2.08258494,4.52009519,8.6080817,10.5215819,13.91950084,14.60444348,15.63185743,11.04321158,8.66967734,4.64004595,1.97921781,1.78324692,,
2028,89,2,0,0,2.5,2.5,5,15,20,25,15,10,5,0,0,0,,
2028,90,2.1,0,0,0,0,1,5,30,40,15,5,3,1,0,0,,
2028,91,1.45,0,0,0,5,15,35,25,10,10,0,0,0,0,0,,
