INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2026,39,2.1,,,,5,15,20,25,20,10,5,,,,,,,,,,,
2026,41,,,,,,,,,,,,,,,,,,,,,,
2026,45,1.87,,,,5,15,20,30,20,5,5,,,,,,,,,,,
2026,47,,,,,,,,,,,,,,,,,,,,,,
2026,49,2.1,,,,,,,,,,,,,,,,,,,,,
2026,54,,,,,,25,40,35,,,,,,,,,,,,,,
2026,56,1.5,,,,5,15,25,35,15,5,,,,,,,,,,,,
2026,61,,,,,,,,,,,,,,,,,,,,,,
2026,63,2,,,,,5,10,30,35,20,,,,,,,,,,,,
2026,65,2,,,,,,,,,,,,,,,,,,,,,
2026,68,2,,,,,,,,,,,,,,,,,,,,,
2026,73,1.9,,,,,,15,35,40,10,,,,,,,,,,,,
2026,80,1.96,1.3360739979,1.4388489209,3.9054470709,7.9136690647,11.6135662898,12.1274409044,13.6690647483,13.6690647482,12.0246659815,8.1192189106,5.9609455293,8.2219938335,,,,,,,,,
2026,82,,,,,,,,,,,,,,,,,,,,,,
2026,85,2,.005331235,.0523712693,.3755423321,1.8417683585,6.1815590403,14.2061630026,22.3634422793,24.1200686103,17.8243021589,9.0235360273,3.1284681768,.8774475096,,,,,,,,,
2026,89,2.04,,,,2.5,10,15,20,25,20,5,2.5,,,,,,,,,,
2026,90,1.8,0,0,2,5,10,15,28,21,12,5,2,0,,,,,,,,,
2026,91,1.5,0,0,0,5,20,22.5,30,20,2.5,0,0,0,,,,,,,,,
2026,93,,,,,,,,,,,,,,,,,,,,,,
2026,95,1.7807569834,.1647358382,.6849481968,2.2179601703,5.5934033562,10.9856286394,16.8035123208,20.0171204777,18.5707531385,13.4178771203,7.5503047846,3.3088077604,.6849481968,,,,,,,,,
2026,97,,,,,,,,,,,,,,,,,,,,,,
2026,98,1.8,,,,,5,15,35,20,20,5,,,,,,,,,,,
2026,99,1.6,,,,,,15,70,15,,,,,,,,,,,,,
2026,101,1.8,,,,5,10,20,25,25,10,5,,,,,,,,,,,
2026,102,1.7,,,,,10,20,35,20,10,5,,,,,,,,,,,
2026,103,2,,,,,,,,,,,,,,,,,,,,,
2026,104,2,,,,,,,,,,,,,,,,,,,,,
2026,105,,,,,,,,,,,,,,,,,,,,,,
2026,107,1.9,,,,,,,,,,,,,,,,,,,,,
2026,109,2.1,0,0,0,0,5,5,35,45,10,0,0,0,,,,,,,,,
2026,110,1.6,.1446017949,.6159350777,2.2745751338,6.2401404107,12.72070316,19.2716829614,21.7000802214,18.1613527004,11.2969772138,5.2222348887,1.7937269145,.5579895227,,,,,,,,,
2026,112,1.9,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2026,114,2,,,,,,,,,,,,,,,,,,,,,
2026,115,,,,,,,,,,,,,,,,,,,,,,
2026,116,2,2.5,2.5,5,5,7.5,10,21,21,10,8,5,2.5,,,,,,,,,
2026,117,1.5,,,,,,,,,,,,,,,,,,,,,
2026,118,2,,,,,,,,,,,,,,,,,,,,,
2026,119,1.7,,,,,5,10,70,10,5,,,,,,,,,,,,
2026,121,2,0,0,1,5,5,15,30,30,10,3,.5,.5,,,,,,,,,
2026,127,2,0,0,1,5,10,13,21,21,13,10,5,1,,,,,,,,,
2026,128,2.2,,1,2,3,4,10,15,30,16,10,6,3,,,,,,,,,
2026,135,1.9,,,,,10,20,20,20,20,10,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CORE INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN CORE,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2022,1,,,,,,,,,,,,,,,,,,,,,,
2022,2,2.8,,,,,,,,20,50,20,10,,,,,,,,,,
2022,4,1.9,,,,2.5,7.5,15,25,22.5,15,5,2.5,5,,,,,,,,,
2022,5,2.5,,,,,,5,20,20,25,20,10,,,,,,,,,,
2022,6,2,,,,,5,10,25,35,20,5,,,,,,,,,,,
2022,7,,,,,,,,,,,,,,,,,,,,,,
2022,8,2.1,,,,,,10,20,40,20,10,,,,,,,,,,,
2022,14,4.2,0,0,0,0,0,0,0,0,0,2,27,71,,,,,,,,,
2022,15,1.7,,,,,10,25,35,15,10,5,,,,,,,,,,,
2022,16,2.1,,,,,,,,,,,,,,,,,,,,,
2022,20,,,,,,,,,,,,,,,,,,,,,,
2022,22,1.9,,,,,,25,40,35,,,,,,,,,,,,,
2022,23,2.2,,,,,,10,25,30,25,10,,,,,,,,,,,
2022,24,2.001951823,,,1,2,8,14,20,26,19,6,3,1,,,,,,,,,
2022,26,1.5,,,3,5,10,30,35,10,5,2,,,,,,,,,,,
2022,29,1.9,0,0,.5,1.5,6,17,30.5,24,16,4,.5,0,,,,,,,,,
2022,30,,,,,,,,,,,,,,,,,,,,,,
2022,32,,,,,,,,,,,,,,,,,,,,,,
2022,37,1.9,,,,,,4,50,44,2,,,,,,,,,,,,
2022,38,,,,,,,,,,,,,,,,,,,,,,
2022,39,2.1,,,,,,10,30,40,20,,,,,,,,,,,,
2022,41,,,,,,,,,,,,,,,,,,,,,,
2022,45,,,,,,,,,,,,,,,,,,,,,,
2022,47,2.2,,,,,,5,20,60,10,5,,,,,,,,,,,
2022,49,1.8,,,,,,,,,,,,,,,,,,,,,
2022,54,,,,,,10,20,40,30,,,,,,,,,,,,,
2022,56,2.15,,,,,,5,20,50,20,5,,,,,,,,,,,
2022,61,,,,,,,,,,,,,,,,,,,,,,
2022,63,2,,,,,,5,35,50,10,,,,,,,,,,,,
2022,65,,,,,,,,,,,,,,,,,,,,,,
2022,68,,,,,,,,,,,,,,,,,,,,,,
2022,73,1.9,,,,,,5,50,45,,,,,,,,,,,,,
2022,80,,,,,,,,,,,,,,,,,,,,,,
2022,82,1.8,,,,,,,,,,,,,,,,,,,,,
2022,85,1.7157975733,0,0,.000000002,.0000856116,.1505016277,12.3905187628,62.3104902073,24.5061010606,.6414722784,.0008304041,.0000000455,0,,,,,,,,,
2022,89,1.7,,,,2.5,5,20,45,20,7.5,,,,,,,,,,,,
2022,90,2.5,0,0,0,1,5,10,15,30,20,13,5,1,,,,,,,,,
2022,91,1.9,0,0,0,0,2.5,22.5,32.5,30,10,2.5,0,0,,,,,,,,,
2022,93,1.7,,,,,6.5,17.5,45,25,6,,,,,,,,,,,,
2022,95,.9929313531,1.4917624834,4.1163147941,8.8459373369,14.8049013115,19.2971669628,19.588806294,15.4863392351,9.5348956552,4.5720345174,1.7073770357,.4965645945,.0578997794,,,,,,,,,
2022,97,1.6,,,,,,,,,,,,,,,,,,,,,
2022,98,1.7,,,,,,25,50,20,5,,,,,,,,,,,,
2022,99,2.1,,,,,,,25,70,5,,,,,,,,,,,,
2022,101,1.9,,,,5,20,50,20,5,,,,,,,,,,,,,
2022,102,1.8,,,,,,,,,,,,,,,,,,,,,
2022,103,1.7,,,,,,,,,,,,,,,,,,,,,
2022,104,2,,,,,,,,,,,,,,,,,,,,,
2022,105,,,,,,,,,,,,,,,,,,,,,,
2022,107,,,,,,,,,,,,,,,,,,,,,,
2022,109,2.1,0,0,0,0,0,25,50,25,0,0,0,0,,,,,,,,,
2022,110,,,,,,,,,,,,,,,,,,,,,,
2022,112,,,,,,,,,,,,,,,,,,,,,,
2022,114,1.9,,,,,,,,,,,,,,,,,,,,,
2022,115,2.0348862983,.0000000106,.0000017281,.0003913853,.0306583841,.8449133508,8.3166176612,29.6910397672,38.8814109718,18.7272825372,3.2942231509,.2087339343,.0047271185,,,,,,,,,
2022,116,1.8,0,0,.5,2.5,5,21,33,25,10,2.5,.5,0,,,,,,,,,
2022,117,2.1,,,,,,,,,,,,,,,,,,,,,
2022,118,2.1,,,,,,,,,,,,,,,,,,,,,
2022,119,2.2,,,,,5,5,10,60,10,5,5,,,,,,,,,,
2022,121,1.95,0,0,0,0,1,7,40,40,10,2,0,0,,,,,,,,,
2022,127,2.2,,,,1.5,5,12,19,25,19,12,5,1.5,,,,,,,,,
2022,128,2.5,,,,,,2,7,35,40,12,3,1,,,,,,,,,
2022,135,2,,,,,,20,30,40,10,,,,,,,,,,,,
2022Dec,1,,,,,,,,,,,,,,,,,,,,,,
2022Dec,2,2.2,,,,,,,20,60,20,,,,,,,,,,,,
2022Dec,4,1.4,2.5,2.5,2.5,5,10,20,20,15,10,5,2.5,5,,,,,,,,,
2022Dec,5,1.4,,,,5,22.5,30,22.5,15,5,,,,,,,,,,,,
2022Dec,6,1.9,,,,,5,20,40,15,15,5,,,,,,,,,,,
2022Dec,7,,,,,,,,,,,,,,,,,,,,,,
2022Dec,8,1.8,,,,,5,15,40,25,15,,,,,,,,,,,,
2022Dec,14,4.5,0,0,0,0,0,0,0,0,0,3,13,84,,,,,,,,,
2022Dec,15,,,,,,,,,,,,,,,,,,,,,,
2022Dec,16,1.6,,,,,,,,,,,,,,,,,,,,,
2022Dec,20,,,,,,,,,,,,,,,,,,,,,,
2022Dec,22,1.3,,,,,25,50,25,,,,,,,,,,,,,,
2022Dec,23,2,,,,,2,15,25,30,20,8,,,,,,,,,,,
2022Dec,24,1.5253100538,,2,4,6,12,22,22,18,8,3,2,1,,,,,,,,,
2022Dec,26,1.6,,,,5,10,25,35,15,5,5,,,,,,,,,,,
2022Dec,29,1.7,0,0,.5,1.5,11,18,34.5,27,6,1,.5,0,,,,,,,,,
2022Dec,30,,,,,,,,,,,,,,,,,,,,,,
2022Dec,32,,,,,,,,,,,,,,,,,,,,,,
2022Dec,37,1.3,,,,,10,55,30,5,,,,,,,,,,,,,
2022Dec,38,,,,,,,,,,,,,,,,,,,,,,
2022Dec,39,1.6,,,,,20,25,30,25,,,,,,,,,,,,,
2022Dec,41,,,,,,,,,,,,,,,,,,,,,,
2022Dec,45,,,,,,,,,,,,,,,,,,,,,,
2022Dec,47,1.6,,,,,,,,,,,,,,,,,,,,,
2022Dec,49,1.3,,,,,,,,,,,,,,,,,,,,,
2022Dec,54,,,,,,15,25,35,25,,,,,,,,,,,,,
2022Dec,56,1.63,,,,,5,30,40,20,5,,,,,,,,,,,,
2022Dec,61,,,,,,,,,,,,,,,,,,,,,,
2022Dec,63,1.8,,,,,,10,50,35,5,,,,,,,,,,,,
2022Dec,65,,,,,,,,,,,,,,,,,,,,,,
2022Dec,68,,,,,,,,,,,,,,,,,,,,,,
2022Dec,73,1.6,,,,,,25,60,15,,,,,,,,,,,,,
2022Dec,80,,,,,,,,,,,,,,,,,,,,,,
2022Dec,82,1.5,,,,,,,,,,,,,,,,,,,,,
2022Dec,85,1.3158764822,0,.0000000085,.0001181527,.113194405,8.1701409601,52.7584643847,36.381815237,2.5611765605,.0150838468,.0000064445,.0000000002,0,,,,,,,,,
2022Dec,89,1.1,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2022Dec,90,2.1,0,0,0,1,7,10,20,30,15,10,6,1,,,,,,,,,
2022Dec,91,1.8,0,0,0,2.5,7.5,17.5,35,27.5,7.5,2.5,0,0,,,,,,,,,
2022Dec,93,1.1,,,,5,35,40,15,5,,,,,,,,,,,,,
2022Dec,95,.5935814637,2.0445769563,6.316836837,13.8076875074,21.3534146143,23.3635486992,18.0857022756,9.9050583591,3.8379895937,1.0521451069,.2040669058,.0280023585,.0009707862,,,,,,,,,
2022Dec,97,1,,,,,,,,,,,,,,,,,,,,,
2022Dec,98,1.6,,,,,10,30,35,25,,,,,,,,,,,,,
2022Dec,99,,,,,,,,,,,,,,,,,,,,,,
2022Dec,101,1.9,,,,,,,,,,,,,,,,,,,,,
2022Dec,102,1,,,,,,,,,,,,,,,,,,,,,
2022Dec,103,,,,,,,,,,,,,,,,,,,,,,
2022Dec,104,1.8,,,,,,,,,,,,,,,,,,,,,
2022Dec,105,,,,,,,,,,,,,,,,,,,,,,
2022Dec,107,,,,,,,,,,,,,,,,,,,,,,
2022Dec,109,1.7,0,0,0,0,0,10,55,30,5,0,0,0,,,,,,,,,
2022Dec,110,,,,,,,,,,,,,,,,,,,,,,
2022Dec,112,,,,,,,,,,,,,,,,,,,,,,
2022Dec,114,1.5,,,,,,,,,,,,,,,,,,,,,
2022Dec,115,2.0443953501,.0000000093,.000001543,.0003565755,.0284958328,1.8,12,34.3,34.0439092576,15.2,2.4,.2221051605,.0051316213,,,,,,,,,
2022Dec,116,1.2,0,.5,2.5,5,22.5,30,26.5,10,2.5,.5,0,0,,,,,,,,,
2022Dec,117,2.5,,,,,,,,,,,,,,,,,,,,,
2022Dec,118,1.64,,,,,,,,,,,,,,,,,,,,,
2022Dec,119,,,,,,,,,,,,,,,,,,,,,,
2022Dec,121,1.68,0,0,0,5,15,25,35,15,5,0,0,0,,,,,,,,,
2022Dec,127,2.1,,,,2,8,13,20,21,17,11,6,2,,,,,,,,,
2022Dec,128,2.3,,,,,2,4,18,40,22,10,3,1,,,,,,,,,
2022Dec,135,1.66,,,,,10,20,30,30,10,,,,,,,,,,,,
2023,1,,,,,,,,,,,,,,,,,,,,,,
2023,2,2,,,,,,15,30,30,25,,,,,,,,,,,,
2023,4,1.7,2.5,2.5,2.5,5,7.5,12.5,20,15,12.5,10,5,5,,,,,,,,,
2023,5,1.7,,,,2.5,10,22.5,35,22.5,5,2.5,,,,,,,,,,,
2023,6,1.84,,,,,5,20,40,15,15,5,,,,,,,,,,,
2023,7,,,,,,,,,,,,,,,,,,,,,,
2023,8,1.5,,,,2.5,10,25,35,15,10,2.5,,,,,,,,,,,
2023,14,4.8,0,0,0,0,0,0,0,0,1,3,9,87,,,,,,,,,
2023,15,1.8,,,,5,10,15,25,25,15,5,,,,,,,,,,,
2023,16,1.5,,,,,,,,,,,,,,,,,,,,,
2023,20,,,,,,,,,,,,,,,,,,,,,,
2023,22,1.9,,,,,,10,50,40,,,,,,,,,,,,,
2023,23,1.9,,,,,5,20,25,25,20,5,,,,,,,,,,,
2023,24,1.6374789529,,1,2,5,12,20,25,20,9,3,2,1,,,,,,,,,
2023,26,1.7,,,,5,5,25,35,15,10,5,,,,,,,,,,,
2023,29,1.7,0,0,.5,1.5,11,18,34.5,27,6,1,.5,0,,,,,,,,,
2023,30,,,,,,,,,,,,,,,,,,,,,,
2023,32,,,,,,,,,,,,,,,,,,,,,,
2023,37,2,,,,,1,4,42,50,3,,,,,,,,,,,,
2023,38,,,,,,,,,,,,,,,,,,,,,,
2023,39,2,,,,,,10,40,40,10,,,,,,,,,,,,
2023,41,,,,,,,,,,,,,,,,,,,,,,
2023,45,,,,,,,,,,,,,,,,,,,,,,
2023,47,1.7,,,,,5,25,50,15,5,,,,,,,,,,,,
2023,49,1.4,,,,,,,,,,,,,,,,,,,,,
2023,54,,,,,,25,30,30,15,,,,,,,,,,,,,
2023,56,1.6,,,,,5,30,40,20,5,,,,,,,,,,,,
2023,61,,,,,,,,,,,,,,,,,,,,,,
2023,63,1.9,,,,,,10,40,35,15,,,,,,,,,,,,
2023,65,,,,,,,,,,,,,,,,,,,,,,
2023,68,,,,,,,,,,,,,,,,,,,,,,
2023,73,1.6,,,,,,25,60,15,,,,,,,,,,,,,
2023,80,,,,,,,,,,,,,,,,,,,,,,
2023,82,1.7,,,,,,,,,,,,,,,,,,,,,
2023,85,1.5767286612,0,.0000003225,.000388448,.0846801811,3.47171951,28.3153788002,48.6950224761,18.0260294196,1.3859023893,.0208203671,.000058057,.0000000291,,,,,,,,,
2023,89,1.72,,,,2.5,5,20,40,25,5,2.5,,,,,,,,,,,
2023,90,2.1,0,0,2,5,6,12,25,17,15,10,8,0,,,,,,,,,
2023,91,1.8,0,0,0,2.5,7.5,17.5,35,27.5,7.5,2.5,0,0,,,,,,,,,
2023,93,1.7,,,,,5,20,45,25,5,,,,,,,,,,,,
2023,95,1.0127832008,.5851239908,2.4343360067,7.165363604,14.9217938843,21.9851246783,22.9172193579,16.9012958268,8.8186717548,3.2554531143,.8502464061,.1571097934,.0082615826,,,,,,,,,
2023,97,1.6,,,,,,,,,,,,,,,,,,,,,
2023,98,1.8,,,,,5,30,35,25,5,,,,,,,,,,,,
2023,99,1.6,,,,,,20,80,,,,,,,,,,,,,,
2023,101,1.7,,,,5,25,35,20,12.5,2.5,,,,,,,,,,,,
2023,102,1.5,,,,,,,,,,,,,,,,,,,,,
2023,103,1.6,,,,,,,,,,,,,,,,,,,,,
2023,104,1.6,,,,,,,,,,,,,,,,,,,,,
2023,105,,,,,,,,,,,,,,,,,,,,,,
2023,107,,,,,,,,,,,,,,,,,,,,,,
2023,109,1.7,0,0,0,0,0,10,50,35,5,0,0,0,,,,,,,,,
2023,110,,,,,,,,,,,,,,,,,,,,,,
2023,112,,,,,,,,,,,,,,,,,,,,,,
2023,114,1.5,,,,,,,,,,,,,,,,,,,,,
2023,115,1.7435267822,.0000004652,.0000460974,.0056460232,.2402006047,3.6261659939,22.7,39.2329212103,25.7,7.6950553784,.7736928345,.0259534344,.000317958,,,,,,,,,
2023,116,1.5,.25,.25,.5,5,10,21,21,21,10,7.5,2.5,1,,,,,,,,,
2023,117,2.2,,,,,,,,,,,,,,,,,,,,,
2023,118,1.7,,,,,,,,,,,,,,,,,,,,,
2023,119,1.7,,,,5,5,10,60,10,5,5,,,,,,,,,,,
2023,121,1.6,0,0,0,5,15,25,35,15,5,0,0,0,,,,,,,,,
2023,127,2,,,,2,8,13,20,21,17,11,6,2,,,,,,,,,
2023,128,2.2,,,,1,4,6,15,50,15,5,3,1,,,,,,,,,
2023,135,1.8,,,,,,20,40,30,10,,,,,,,,,,,,
2023Dec,1,,,,,,,,,,,,,,,,,,,,,,
2023Dec,2,1.9,,,,,,10,50,40,,,,,,,,,,,,,
2023Dec,4,2,2.5,2.5,2.5,5,7.5,10,20,20,12.5,7.5,5,5,,,,,,,,,
2023Dec,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,,,
2023Dec,6,1.8,,,,,5,20,40,20,15,,,,,,,,,,,,
2023Dec,7,,,,,,,,,,,,,,,,,,,,,,
2023Dec,8,1.3,,,,5,20,35,25,10,5,,,,,,,,,,,,
2023Dec,14,5.2,0,0,0,0,0,0,0,0,0,2,5,93,,,,,,,,,
2023Dec,15,,,,,,,,,,,,,,,,,,,,,,
2023Dec,16,1.5,,,,,,,,,,,,,,,,,,,,,
2023Dec,20,,,,,,,,,,,,,,,,,,,,,,
2023Dec,22,2,,,,,,15,30,30,25,,,,,,,,,,,,
2023Dec,23,1.9,,,,,6,17,22,23,19,10,3,,,,,,,,,,
2023Dec,24,1.600536811,,1,2,5,12,20,25,20,9,3,2,1,,,,,,,,,
2023Dec,26,1.8,,,,5,5,20,35,20,10,5,,,,,,,,,,,
2023Dec,29,1.6,0,0,.5,1.5,15,22,40.5,15,4,1,.5,0,,,,,,,,,
2023Dec,30,,,,,,,,,,,,,,,,,,,,,,
2023Dec,32,,,,,,,,,,,,,,,,,,,,,,
2023Dec,37,2.3,,,,,,3,40,56,1,,,,,,,,,,,,
2023Dec,38,,,,,,,,,,,,,,,,,,,,,,
2023Dec,39,2.3,,,,,,15,25,35,25,,,,,,,,,,,,
2023Dec,41,,,,,,,,,,,,,,,,,,,,,,
2023Dec,45,,,,,,,,,,,,,,,,,,,,,,
2023Dec,47,1.8,,,,,,,,,,,,,,,,,,,,,
2023Dec,49,1.4,,,,,,,,,,,,,,,,,,,,,
2023Dec,54,,,,,,25,30,30,15,,,,,,,,,,,,,
2023Dec,56,1.51,,,,,15,30,35,20,,,,,,,,,,,,,
2023Dec,61,,,,,,,,,,,,,,,,,,,,,,
2023Dec,63,1.9,,,,,,10,50,30,10,,,,,,,,,,,,
2023Dec,65,,,,,,,,,,,,,,,,,,,,,,
2023Dec,68,,,,,,,,,,,,,,,,,,,,,,
2023Dec,73,1.6,,,,,,25,60,15,,,,,,,,,,,,,
2023Dec,80,,,,,,,,,,,,,,,,,,,,,,
2023Dec,82,1.9,,,,,,,,,,,,,,,,,,,,,
2023Dec,85,1.6600538598,.0000000003,.0000008014,.000540117,.0810566961,2.7891749667,22.9094898854,46.7899387269,24.2131508564,3.1198436317,.0961232123,.0006800332,.0000010726,,,,,,,,,
2023Dec,89,1.8,,,,2.5,15,20,25,22.5,7.5,5,2.5,,,,,,,,,,
2023Dec,90,2.3,0,0,0,1,15,11,20,25,14,7,5,2,,,,,,,,,
2023Dec,91,1.7,0,0,0,2.5,10,22.5,30,25,7.5,2.5,0,0,,,,,,,,,
2023Dec,93,1.8,,,,,5,17.5,45,25,7.5,,,,,,,,,,,,
2023Dec,95,.7092511386,1.4786048914,4.9638004477,11.7896681775,19.8113441722,23.553280079,19.8113441722,11.7896681775,4.9638004477,1.4786048914,.311612633,.0464625527,.0018093577,,,,,,,,,
2023Dec,97,1.6,,,,,,,,,,,,,,,,,,,,,
2023Dec,98,2,,,,,5,20,35,35,5,,,,,,,,,,,,
2023Dec,99,,,,,,,,,,,,,,,,,,,,,,
2023Dec,101,1.7,,,,,,,,,,,,,,,,,,,,,
2023Dec,102,1.8,,,,,,,,,,,,,,,,,,,,,
2023Dec,103,,,,,,,,,,,,,,,,,,,,,,
2023Dec,104,1.6,,,,,,,,,,,,,,,,,,,,,
2023Dec,105,,,,,,,,,,,,,,,,,,,,,,
2023Dec,107,,,,,,,,,,,,,,,,,,,,,,
2023Dec,109,1.8,0,0,0,0,0,15,55,25,5,0,0,0,,,,,,,,,
2023Dec,110,,,,,,,,,,,,,,,,,,,,,,
2023Dec,112,,,,,,,,,,,,,,,,,,,,,,
2023Dec,114,1.6,,,,,,,,,,,,,,,,,,,,,
2023Dec,115,1.6486235358,.0000014758,.0001242325,.0124682187,.4352351453,5.4070680146,24.2830770435,39.9245274089,24.149638758,5.3475266003,.4280194567,.0121914419,.0001222038,,,,,,,,,
2023Dec,116,1.6,.25,.25,.5,5,10,21,21,21,10,7.5,2.5,1,,,,,,,,,
2023Dec,117,2.3,,,,,,,,,,,,,,,,,,,,,
2023Dec,118,1.744,,,,,,,,,,,,,,,,,,,,,
2023Dec,119,,,,,,,,,,,,,,,,,,,,,,
2023Dec,121,1.68,0,0,0,5,15,25,35,15,5,0,0,0,,,,,,,,,
2023Dec,127,2,,,,5,10,15,22,16,14,10,6,2,,,,,,,,,
2023Dec,128,2.2,,,,1,4,6,15,50,15,5,3,1,,,,,,,,,
2023Dec,135,1.74,,,,,10,20,30,30,10,,,,,,,,,,,,
2024,1,,,,,,,,,,,,,,,,,,,,,,
2024,2,1.8,,,,,,15,50,35,,,,,,,,,,,,,
2024,4,,,,,,,,,,,,,,,,,,,,,,
2024,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,,,
2024,6,1.8,,,,,5,20,40,20,15,,,,,,,,,,,,
2024,7,,,,,,,,,,,,,,,,,,,,,,
2024,8,1.4,,,,10,15,30,20,15,10,,,,,,,,,,,,
2024,14,5.5,0,0,0,0,0,0,0,0,0,1,4,95,,,,,,,,,
2024,15,1.9,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2024,16,1.8,,,,,,,,,,,,,,,,,,,,,
2024,20,,,,,,,,,,,,,,,,,,,,,,
2024,22,2,,,,,,15,25,30,20,10,,,,,,,,,,,
2024,23,2.2,,,,,8,15,18,21,18,15,5,,,,,,,,,,
2024,24,1.9,,1,1,3,10,14,24,26,12,5,3,1,,,,,,,,,
2024,26,1.8,,,,5,5,20,35,20,10,5,,,,,,,,,,,
2024,29,1.7,0,0,.5,1.5,9,16.5,40,26,5,1,.5,0,,,,,,,,,
2024,30,,,,,,,,,,,,,,,,,,,,,,
2024,32,,,,,,,,,,,,,,,,,,,,,,
2024,37,2.2,,,,,,2,38,56,4,,,,,,,,,,,,
2024,38,,,,,,,,,,,,,,,,,,,,,,
2024,39,1.9,,,,,,20,35,30,15,,,,,,,,,,,,
2024,41,,,,,,,,,,,,,,,,,,,,,,
2024,45,,,,,,,,,,,,,,,,,,,,,,
2024,47,,,,,,,,,,,,,,,,,,,,,,
2024,49,1.6,,,,,,,,,,,,,,,,,,,,,
2024,54,,,,,,25,25,25,25,,,,,,,,,,,,,
2024,56,1.5,,,,,20,30,30,20,,,,,,,,,,,,,
2024,61,,,,,,,,,,,,,,,,,,,,,,
2024,63,2,,,,,,10,40,30,20,,,,,,,,,,,,
2024,65,,,,,,,,,,,,,,,,,,,,,,
2024,68,,,,,,,,,,,,,,,,,,,,,,
2024,73,1.5,,,,5,10,20,55,10,,,,,,,,,,,,,
2024,80,,,,,,,,,,,,,,,,,,,,,,
2024,82,,,,,,,,,,,,,,,,,,,,,,
2024,85,1.690354262,.0000000281,.0000179057,.0034486887,.2034279089,3.7446000979,21.9873578972,41.9960567509,26.3252055044,5.3805876185,.3520397775,.0072123592,.000045463,,,,,,,,,
2024,89,1.75,,,,2.5,7.5,20,35,25,7.5,2.5,,,,,,,,,,,
2024,90,1.5,1,2,5,6,10,17,25,15,12,5,2,0,,,,,,,,,
2024,91,1.8,0,0,0,2.5,7.5,20,30,27.5,10,2.5,0,0,,,,,,,,,
2024,93,,,,,,,,,,,,,,,,,,,,,,
2024,95,1.0370856315,1.0410570044,3.2956094668,7.9084940527,14.3862850916,19.8381126426,20.7371400532,16.432142372,9.8704359987,4.4944370705,1.5513546456,.4059230345,.0390085674,,,,,,,,,
2024,97,,,,,,,,,,,,,,,,,,,,,,
2024,98,1.7,,,,,10,20,30,35,5,,,,,,,,,,,,
2024,99,1.7,,,,,,20,80,,,,,,,,,,,,,,
2024,101,1.7,,,,5,25,35,20,12.5,2.5,,,,,,,,,,,,
2024,102,1.5,,,,,,,,,,,,,,,,,,,,,
2024,103,1.7,,,,,,,,,,,,,,,,,,,,,
2024,104,1.6,,,,,,,,,,,,,,,,,,,,,
2024,105,,,,,,,,,,,,,,,,,,,,,,
2024,107,,,,,,,,,,,,,,,,,,,,,,
2024,109,1.9,0,0,0,0,0,10,45,40,5,0,0,0,,,,,,,,,
2024,110,,,,,,,,,,,,,,,,,,,,,,
2024,112,,,,,,,,,,,,,,,,,,,,,,
2024,114,1.5,,,,,,,,,,,,,,,,,,,,,
2024,115,,,,,,,,,,,,,,,,,,,,,,
2024,116,,,,,,,,,,,,,,,,,,,,,,
2024,117,2,,,,,,,,,,,,,,,,,,,,,
2024,118,1.8,,,,,,,,,,,,,,,,,,,,,
2024,119,1.7,,,,5,5,10,60,10,5,5,,,,,,,,,,,
2024,121,1.75,0,0,0,5,15,25,35,15,5,0,0,0,,,,,,,,,
2024,127,1.8,,,,5,10,15,22,16,14,10,6,2,,,,,,,,,
2024,128,2.2,,,,1,4,6,15,50,15,5,3,1,,,,,,,,,
2024,135,,,,,,,,,,,,,,,,,,,,,,
2026,1,,,,,,,,,,,,,,,,,,,,,,
2026,2,1.7,,,,,,15,60,25,,,,,,,,,,,,,
2026,4,1.9,2.5,2.5,2.5,5,7.5,12.5,20,15,12.5,10,5,5,,,,,,,,,
2026,5,1.7,,,1,2,7,25,30,25,7,2,1,,,,,,,,,,
2026,6,1.8,,,,,5,20,40,20,15,,,,,,,,,,,,
2026,7,,,,,,,,,,,,,,,,,,,,,,
2026,8,1.3,,,,5,20,35,25,10,5,,,,,,,,,,,,
2026,14,5.7,0,0,0,0,0,0,0,0,1,2,4,93,,,,,,,,,
2026,15,2,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2026,16,1.5,,,,,,,,,,,,,,,,,,,,,
