Date,FCT_SOURCE,POINT,"]-inf,-1]","[-1,-0.6]","[-0.5,-0.1]","[0,0.4]","[0.5,0.9]","[1,1.4]","[1.5,1.9]","[2,2.4]","[2.5,2.9]","[3,3.4]","[3.5,3.9]","[4.0,4.4]","[4.5,4.9]","[5,+inf[","]-inf,-0.8]","[-0.7,-0.3]","[-0.2,0.2]","[0.3,0.7]","[0.8,1.2]","[1.3,1.7]","[1.8,2.2]","[2.3,2.7]","[2.8,3.2]","[3.3,3.7]","[3.8,4.2]","[4.3,4.7]","[4.8,+inf["
1999-01-01,43,0.6,16.0,,,28.999999999999996,28.999999999999996,14.000000000000002,11.0,1.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,46,0.71,0.0,,,17.0,73.0,10.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,47,1.0,0.0,,,20.0,30.0,30.0,20.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,50,0.4,0.0,,,25.0,75.0,,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,52,1.0,0.0,,,10.0,30.0,60.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,53,1.4,0.0,,,,10.0,80.0,10.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,54,0.8,0.0,,,15.0,45.0,30.0,5.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,55,1.1,3.5000000000000004,,,11.0,22.9,26.6,20.1,10.8,3.9,1.0,,,,0.2,,,,,,,,,,,,,
1999-01-01,56,0.9,0.0,,,,50.0,50.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,59,1.4,0.0,,,,,50.0,50.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,60,1.4,0.0,,,,,70.0,30.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,61,1.5,0.0,,,,,40.0,50.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,64,1.1,4.0,,,4.0,20.0,33.0,21.0,10.0,5.0,2.0,,,,1.0,,,,,,,,,,,,,
1999-01-01,65,0.9,0.0,,,,,50.0,50.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,67,0.8,0.0,,,,60.0,40.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,68,0.5,10.0,,,40.0,40.0,10.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,70,1.0,0.0,,,,10.0,70.0,20.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,71,1.4,0.0,,,10.0,20.0,40.0,25.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,72,1.0,15.0,,,15.0,20.0,25.0,15.0,8.0,2.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,73,,0.0,,,75.0,25.0,,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,85,0.5,0.0,,,34.34343434343434,49.494949494949495,13.13131313131313,3.03030303030303,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,86,1.3,0.0,,,5.0,10.0,65.0,20.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,88,1.4,0.0,,,2.0,15.0,40.0,30.0,12.0,1.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,89,1.2,0.0,,,,30.0,60.0,10.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,90,0.7,0.0,,,,95.0,5.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,91,1.4,0.9990009999999999,,,5.694305689999999,18.581418579999998,31.368631369999996,27.472527469999996,12.487512489999999,2.9970029999999994,0.3996004,,,,0.0,,,,,,,,,,,,,
1999-01-01,92,1.33,0.0,,,6.5277921,18.3046303,27.874600390000005,26.028668659999997,14.9118284,5.22842116,1.12405899,,,,0.0,,,,,,,,,,,,,
1999-01-01,94,1.4,0.0,,,,,60.0,40.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,95,0.8,11.111111111111112,,,21.21212121212121,29.292929292929294,24.242424242424242,11.111111111111112,3.0303030303030303,,,,,,0.0,,,,,,,,,,,,,
1999-04-01,1,1.4,0.0,,,0.0,15.0,70.0,15.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,2,1.2,2.5,,,10.0,35.0,40.0,10.0,2.5,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,3,1.1,0.0,,,10.0,30.0,40.0,20.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,4,1.7,0.0,,,0.0,0.0,40.0,60.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,5,1.4,0.0,,,0.0,35.0,50.0,15.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,9,1.2,0.0,,,0.0,25.0,75.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,11,1.5,0.0,,,0.0,0.0,40.0,50.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,14,1.3,0.0,,,0.0,10.0,80.0,10.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,16,1.9,0.0,,,0.0,10.0,15.0,40.0,30.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,17,1.5,0.0,,,0.0,10.0,40.0,40.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,19,1.0,0.0,,,0.0,50.0,50.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,20,1.8,0.0,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,23,1.8,0.0,,,0.0,0.0,30.0,50.0,20.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,24,1.8,0.0,,,0.0,5.0,10.0,40.0,30.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,26,1.3,0.0,,,0.0,10.0,60.0,30.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,28,1.2,0.0,,,0.0,10.0,70.0,20.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,29,1.6,0.0,,,0.0,10.0,50.0,40.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,32,1.4,0.0,,,0.0,15.0,50.0,30.0,5.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,33,1.8,0.0,,,0.0,0.0,5.0,80.0,15.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,34,1.5,0.0,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,36,1.4,0.0,,,0.0,30.0,30.0,40.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,37,2.0,0.0,,,0.0,0.0,0.0,70.0,30.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,38,2.0,0.0,,,0.0,0.0,0.0,40.0,60.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,39,1.7,0.0,,,0.0,0.0,20.0,60.0,20.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,40,1.3,0.0,,,0.0,10.0,45.0,35.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,41,1.7,0.0,,,0.0,0.0,10.0,90.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,42,1.6,0.0,,,0.0,0.0,15.0,50.0,20.0,15.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,43,1.3,0.0,,,0.0,31.0,38.0,31.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,46,0.78,0.0,,,15.0,65.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,47,1.3,0.0,,,0.0,20.0,60.0,20.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,48,1.2,0.0,,,0.0,10.0,70.0,20.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,50,1.0,0.0,,,0.0,75.0,25.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,53,1.7,0.0,,,0.0,0.0,10.0,80.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,54,1.5,0.0,,,5.0,10.0,45.0,30.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,55,1.8,0.2,,,1.8000000000000003,8.1,18.5,27.1,23.8,13.5,5.3,,,,1.7000000000000002,,,,,,,,,,,,,
1999-04-01,56,1.4,0.0,,,0.0,0.0,75.0,25.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,57,1.3,0.0,,,0.0,0.0,70.0,30.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,59,1.7,0.0,,,0.0,0.0,15.0,80.0,5.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,60,1.5,0.0,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,61,1.6,0.0,,,0.0,0.0,30.0,50.0,20.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,64,1.2,4.0,,,4.0,18.0,35.0,21.0,10.0,5.0,2.0,,,,1.0,,,,,,,,,,,,,
1999-04-01,65,1.4,0.0,,,0.0,0.0,70.0,30.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,67,1.4,0.0,,,0.0,0.0,40.0,40.0,20.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,70,1.6,0.0,,,0.0,0.0,50.0,40.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,71,1.4,0.0,,,10.0,20.0,30.0,25.0,10.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,72,1.3,5.0,,,10.0,15.0,30.0,20.0,15.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,85,1.0,0.0,,,5.0,35.0,45.0,15.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,87,1.5,0.0,,,0.0,15.0,35.0,40.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,88,1.5,0.0,,,0.0,10.0,30.0,40.0,15.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,89,1.5,0.0,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,90,1.2,0.0,,,0.0,5.0,95.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,92,1.69,0.0,,,2.517766497497482,9.837563451790162,21.299492385778702,28.284263959371714,23.035532994876963,11.502538071088498,3.522842639596477,,,,0.0,,,,,,,,,,,,,
1999-04-01,94,1.5,0.0,,,0.0,0.0,60.0,40.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-04-01,95,1.0,6.0,,,12.0,31.0,27.0,18.0,6.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
1999-07-01,1,1.5,0.0,,,,15.0,70.0,15.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,3,1.2,0.0,,,,30.0,40.0,30.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,5,1.4,0.0,,,,30.0,40.0,30.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,9,1.3,0.0,,,,20.0,80.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,10,1.5,0.0,,,,,35.0,65.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,11,1.2,0.0,,,,5.0,75.0,15.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,14,1.3,0.0,,,,10.0,60.0,30.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,16,1.5,0.0,,,,5.0,30.0,40.0,20.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-07-01,19,1.3,0.0,,,,25.0,75.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,20,1.6,0.0,,,,,50.0,50.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,23,1.9,0.0,,,,,20.0,50.0,30.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,26,1.7,0.0,,,,,10.0,60.0,30.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,28,1.2,0.0,,,,5.0,70.0,15.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,29,1.3,0.0,,,,,85.0,14.000000000000002,1.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,32,1.5,0.0,,,,15.0,35.0,40.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,33,1.5,0.0,,,,5.0,40.0,40.0,15.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,34,1.6,0.0,,,,,40.0,50.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,36,1.4,0.0,,,,20.0,40.0,40.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,37,1.9,0.0,,,,,,60.0,40.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,38,1.8,0.0,,,,,,90.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,39,1.6,0.0,,,,,35.0,45.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,41,1.7,0.0,,,,,10.0,90.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,42,1.8,0.0,,,,,15.0,60.0,25.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,46,0.67,4.2,,,28.6,47.1,18.4,1.7000000000000002,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,47,1.2,0.0,,,,45.0,40.0,15.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,48,1.3,0.0,,,,10.0,60.0,30.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,52,1.7,0.0,,,,10.0,10.0,50.0,30.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,53,1.8,0.0,,,,,20.0,40.0,40.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,54,1.6,0.0,,,,20.0,25.0,40.0,15.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,55,1.7,0.2997002997002997,,,2.197802197802198,6.393606393606394,23.176823176823177,26.873126873126875,22.17782217782218,12.287712287712289,4.895104895104895,,,,1.6983016983016983,,,,,,,,,,,,,
1999-07-01,56,1.7,0.0,,,,,10.0,90.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,59,1.4,0.0,,,,,40.0,60.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,64,1.5,1.0,,,1.0,10.0,28.999999999999996,30.0,17.0,8.0,2.0,,,,2.0,,,,,,,,,,,,,
1999-07-01,65,1.8,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,67,1.4,0.0,,,,,10.0,60.0,30.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,70,1.7,0.0,,,,,25.0,60.0,15.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,72,1.6,2.0,,,8.0,15.0,20.0,30.0,15.0,8.0,2.0,,,,0.0,,,,,,,,,,,,,
1999-07-01,73,1.5,0.0,,,,25.0,50.0,25.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,76,1.3,0.0,,,5.0,20.0,30.0,20.0,10.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
1999-07-01,85,1.0,0.0,,,2.0,14.000000000000002,65.0,10.0,8.0,1.0,,,,,0.0,,,,,,,,,,,,,
1999-07-01,87,1.5,0.0,,,,5.0,25.0,60.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,88,1.7,0.0,,,,10.0,20.0,50.0,15.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-07-01,90,1.4,0.0,,,,,90.0,10.0,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,91,1.2,0.0,,,,15.8,77.5,6.7,,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,94,1.9,0.0,,,,10.0,30.0,50.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-07-01,95,1.1,5.0,,,9.0,28.999999999999996,28.000000000000004,21.0,8.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,1,1.8,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,2,1.6,0.0,,,5.0,10.0,35.0,30.0,15.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-10-01,3,1.3,0.0,,,,20.0,50.0,30.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,4,1.7,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,5,1.5,0.0,,,,5.0,30.0,60.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,9,1.3,0.0,,,,10.0,80.0,10.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,11,1.1,0.0,,,,15.0,85.0,,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,14,1.5,0.0,,,,,50.0,50.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,16,1.4,1.0,,,5.0,16.0,45.0,25.0,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
1999-10-01,19,1.7,0.0,,,,,25.0,75.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,23,1.7,0.0,,,,,20.0,70.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,24,1.6,0.0,,,,10.0,30.0,35.0,10.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
1999-10-01,26,1.5,0.0,,,,10.0,40.0,40.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,28,1.3,0.0,,,,5.0,55.00000000000001,30.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,30,1.8,0.0,,,,,10.0,90.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,32,1.7,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,33,1.8,0.0,,,,,,60.0,20.0,20.0,,,,,0.0,,,,,,,,,,,,,
1999-10-01,35,1.6,0.0,,,5.0,10.0,25.0,45.0,10.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-10-01,36,1.5,0.0,,,,,40.0,50.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,37,1.9,0.0,,,,,,60.0,40.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,38,1.8,0.0,,,,,5.0,90.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,39,1.6,0.0,,,,,35.0,45.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,40,1.3,0.0,,,,5.0,60.0,25.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,41,1.6,0.0,,,,,10.0,85.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,42,1.5,0.0,,,,,20.0,70.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,46,0.87,0.0,,,11.0,56.00000000000001,31.0,2.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,47,1.2,0.0,,,,20.0,70.0,10.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,49,1.3,0.0,,,5.0,15.0,60.0,15.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,52,1.7,0.0,,,,10.0,10.0,50.0,30.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,53,1.6,0.0,,,,,10.0,70.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,54,1.6,0.0,,,,10.0,40.0,40.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,55,1.7,0.3003003000600601,,,2.5025025005005004,14.214214212842844,23.623623624724726,34.43443443688689,20.120120124024023,4.404404400880881,0.40040040008008004,,,,0.0,,,,,,,,,,,,,
1999-10-01,57,1.5,0.0,,,,,15.0,85.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,59,1.7,0.0,,,,,10.0,60.0,30.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,61,1.6,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,64,1.6,1.0,,,1.0,7.000000000000001,20.0,42.0,17.0,8.0,2.0,,,,2.0,,,,,,,,,,,,,
1999-10-01,65,1.9,0.0,,,,,35.0,65.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,67,1.8,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,70,1.9,0.0,,,,,10.0,65.0,25.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,72,1.6,4.0,,,10.0,15.0,20.0,25.0,15.0,7.000000000000001,3.0,,,,1.0,,,,,,,,,,,,,
1999-10-01,73,1.8,0.0,,,,,15.0,70.0,15.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,76,1.3,0.0,,,2.5,15.0,40.0,30.0,10.0,2.5,,,,,0.0,,,,,,,,,,,,,
1999-10-01,85,0.8,11.51,,,12.689999999999998,17.88,19.72,17.02,13.11,5.2,2.05,,,,0.8199999999999998,,,,,,,,,,,,,
1999-10-01,87,1.5,0.0,,,,5.0,40.0,50.0,5.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,88,1.2,0.0,,,,15.0,55.00000000000001,20.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,89,1.5,0.0,,,,5.0,20.0,40.0,30.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-10-01,90,1.2,0.0,,,,,75.0,25.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,91,1.1,0.0,,,0.6000000000000001,33.20000000000001,61.40000000000001,4.800000000000001,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,92,1.77,0.0,,,1.9709438198029055,8.310474449168952,19.465610078053437,27.94879609720512,24.61647871753835,13.288631508671136,4.399065329560093,,,,0.0,,,,,,,,,,,,,
1999-10-01,94,1.3,0.0,,,,,50.0,50.0,,,,,,,0.0,,,,,,,,,,,,,
1999-10-01,95,1.4,0.0,,,4.9504950495049505,20.792079207920793,29.7029702970297,25.742574257425744,13.86138613861386,3.96039603960396,0.99009900990099,,,,0.0,,,,,,,,,,,,,
2000-01-01,1,1.9,0.0,,,,,3.0,80.0,17.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,2,,0.0,,,3.0,12.0,28.000000000000004,37.0,15.0,5.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,3,1.8,0.0,,,,,10.0,60.0,30.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,4,1.8,0.0,,,,,,60.0,30.0,10.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,5,1.6,0.0,,,,,5.0,90.0,5.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,9,1.8,0.0,,,,,,70.0,30.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,10,1.6,0.0,,,,10.0,40.0,40.0,10.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,11,1.4,0.0,,,,,30.0,70.0,,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,13,2.4,0.0,,,,,,30.0,40.0,20.0,10.0,,,,0.0,,,,,,,,,,,,,
2000-01-01,14,1.1,0.0,,,,20.0,80.0,,,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,15,1.9,0.0,,,,,,55.00000000000001,45.0,,,,,,0.0,,,,,,,,,,,,,
