Date,FCT_SOURCE,POINT,"]-inf,-15]","[-15,-13]","[-13,-11]","[-11,-9]","[-9,-7]","[-7,-6]","[-6,-5.5]","[-5.5,-5]","[-5,-4.5]","[-4.5,-4]","[-4,-3.5]","[-3.5,-3.1]","[-3,-2.5]","[-2.5,-2.1]","[-2,-1.5]","[-1.5,-1.1]","[-1,-0.5]","[-0.5,-0.1]","[0,0.5]","[0.5,1]","[1,1.5]","[1.5,2]","[2,2.5]","[2.5,3]","[3,3.5]","[3.5,4]","[4.0,4.5]","[4.5,5]","[5,5.5]","[5.5,6]","[6,8]","[8,10]","[10,+inf["
1999-01-01,1.0,2.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.0,30.0,40.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,2.0,2.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,35.0,65.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,3.0,1.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,50.0,30.0,10.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,4.0,3.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.0,70.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,5.0,2.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,50.0,30.0,15.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,6.0,2.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,30.0,50.0,10.0,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,9.0,1.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,70.0,20.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,10.0,2.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,40.0,50.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,11.0,2.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,50.0,50.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
1999-01-01,14.0,2.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,50.0,50.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
