Date,FCT_SOURCE,POINT,"]-inf,-1]","[-1,-0.6]","[-0.5,-0.1]","[0,0.4]","[0.5,0.9]","[1,1.4]","[1.5,1.9]","[2,2.4]","[2.5,2.9]","[3,3.4]","[3.5,3.9]","[4.0,4.4]","[4.5,4.9]","[5,+inf[","]-inf,-0.8]","[-0.7,-0.3]","[-0.2,0.2]","[0.3,0.7]","[0.8,1.2]","[1.3,1.7]","[1.8,2.2]","[2.3,2.7]","[2.8,3.2]","[3.3,3.7]","[3.8,4.2]","[4.3,4.7]","[4.8,+inf["
1999-01-01,24,2.7,0.0,,,,,,10.0,25.0,25.0,25.0,,,,15.0,,,,,,,,,,,,,
1999-01-01,26,1.9,0.0,,,,,10.0,70.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,28,1.8,0.0,,,,5.0,15.0,60.0,15.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,29,1.5,0.0,,,,10.0,30.0,50.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,33,2.7,0.0,,,,,,,10.0,80.0,10.0,,,,0.0,,,,,,,,,,,,,
1999-01-01,34,2.0,0.0,,,,,,40.0,60.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,36,2.2,0.0,,,,,10.0,30.0,50.0,10.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,37,2.5,0.0,,,,,,25.0,50.0,25.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,38,2.2,0.0,,,,,,10.0,80.0,10.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,39,1.9,0.0,,,,,15.0,45.0,35.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,40,1.5,0.0,,,5.0,10.0,25.0,35.0,20.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,43,1.5,4.0,,,8.0,13.0,26.0,26.0,12.0,6.0,3.0,,,,2.0,,,,,,,,,,,,,
1999-01-01,46,0.28,37.0,,,23.0,20.0,12.0,6.0,2.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,47,1.9,0.0,,,,,20.0,30.0,30.0,20.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,50,2.0,0.0,,,,,20.0,50.0,20.0,10.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,52,1.9,0.0,,,,5.0,5.0,40.0,30.0,20.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,53,2.2,0.0,,,,,,10.0,80.0,10.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,54,1.6,0.0,,,,5.0,20.0,50.0,20.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,56,,0.0,,,,,50.0,50.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,59,1.5,0.0,,,,,65.0,35.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,60,2.0,0.0,,,,,10.0,40.0,40.0,10.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,61,2.0,0.0,,,,,10.0,40.0,40.0,10.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,62,1.6,0.0,,,,,30.0,60.0,10.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,63,1.8,0.0,,,5.0,10.0,20.0,30.0,20.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
1999-01-01,64,2.5,1.0,,,1.0,5.0,12.0,12.0,24.0,27.0,10.0,,,,8.0,,,,,,,,,,,,,
1999-01-01,65,1.6,0.0,,,,,40.0,60.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,67,1.5,0.0,,,,20.0,40.0,40.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,68,1.0,0.0,,,10.0,40.0,40.0,10.0,,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,70,1.5,5.0,,,15.0,15.0,15.0,15.0,15.0,15.0,5.0,,,,0.0,,,,,,,,,,,,,
1999-01-01,71,1.5,0.0,,,5.0,10.0,30.0,35.0,15.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,72,2.0,6.0,,,6.0,8.0,12.0,17.0,18.0,13.0,8.0,,,,12.0,,,,,,,,,,,,,
1999-01-01,73,,0.0,,,,,,25.0,50.0,25.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,76,2.0,0.0,,,,5.0,10.0,20.0,30.0,20.0,10.0,,,,5.0,,,,,,,,,,,,,
1999-01-01,85,2.3,0.0,,,,,,15.0,40.0,35.0,10.0,,,,0.0,,,,,,,,,,,,,
1999-01-01,86,2.2,0.0,,,,5.0,10.0,15.0,35.0,20.0,10.0,,,,5.0,,,,,,,,,,,,,
1999-01-01,87,1.5,0.0,,,5.0,5.0,20.0,50.0,15.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,88,2.0,2.0,,,4.0,8.0,15.0,30.0,25.0,10.0,4.0,,,,2.0,,,,,,,,,,,,,
1999-01-01,89,1.6,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,90,2.0,0.0,,,,,,,95.0,5.0,,,,,0.0,,,,,,,,,,,,,
1999-01-01,91,1.8,3.5892322999999995,,,6.08175474,11.46560319,16.94915254,19.64107677,17.84646062,12.66201396,7.07876371,,,,4.68594217,,,,,,,,,,,,,
1999-01-01,93,1.7,0.0,,,,,20.0,40.0,15.0,15.0,10.0,,,,0.0,,,,,,,,,,,,,
1999-01-01,94,1.9,0.0,,,,,30.0,50.0,20.0,,,,,,0.0,,,,,,,,,,,,,
1999-01-01,95,1.5,2.0202020202020203,,,8.080808080808081,16.161616161616163,23.232323232323232,23.232323232323232,16.161616161616163,8.080808080808081,2.0202020202020203,,,,1.0101010101010102,,,,,,,,,,,,,
2000-01-01,1,1.8,0.0,,,,,5.0,60.0,30.0,5.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,2,1.5,0.0,,,5.0,15.0,30.0,30.0,15.0,5.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,4,1.8,0.0,,,,,70.0,30.0,,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,5,1.8,0.0,,,,,20.0,75.0,5.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,9,1.5,0.0,,,,,30.0,50.0,20.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,10,1.5,0.0,,,,13.0,33.0,33.0,21.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,11,1.9,0.0,,,,,,80.0,20.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,13,2.2,0.0,,,,,20.0,20.0,40.0,20.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,14,1.5,0.0,,,,,30.0,70.0,,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,15,1.7,0.0,,,,,35.0,50.0,15.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,16,1.3,3.0,,,10.0,20.0,20.0,20.0,10.0,7.000000000000001,5.0,,,,5.0,,,,,,,,,,,,,
2000-01-01,23,2.5,0.0,,,,,,10.0,40.0,40.0,10.0,,,,0.0,,,,,,,,,,,,,
2000-01-01,24,2.0,0.0,,,,,10.0,40.0,40.0,10.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,26,1.7,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,30,1.5,0.0,,,,,10.0,80.0,10.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,33,2.3,0.0,,,,,,10.0,80.0,10.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,36,2.2,0.0,,,,,,20.0,50.0,30.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,37,2.2,0.0,,,,,,30.0,50.0,20.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,38,1.9,0.0,,,,,,90.0,10.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,39,1.9,0.0,,,,,5.0,50.0,40.0,5.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,40,1.7,0.0,,,,5.0,20.0,40.0,20.0,15.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,41,1.5,0.0,,,,,25.0,70.0,5.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,42,1.5,0.0,,,,,20.0,80.0,,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,44,2.1,0.0,,,,5.0,10.0,20.0,30.0,20.0,10.0,,,,5.0,,,,,,,,,,,,,
2000-01-01,46,0.74,33.663366336633665,,,10.89108910891089,10.89108910891089,10.89108910891089,9.900990099009901,7.92079207920792,5.94059405940594,3.96039603960396,,,,5.94059405940594,,,,,,,,,,,,,
2000-01-01,48,1.7,0.0,,,,,20.0,60.0,20.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,49,1.5,0.0,,,,9.090909090909092,18.181818181818183,45.45454545454546,18.181818181818183,9.090909090909092,,,,,0.0,,,,,,,,,,,,,
2000-01-01,50,1.5,0.0,,,,,25.0,50.0,25.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,53,2.4,0.0,,,,,,,70.0,30.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,54,1.5,0.0,,,,10.0,40.0,40.0,10.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,55,1.8,5.3,,,7.6,13.100000000000001,18.3,19.7,19.1,8.3,5.6,,,,3.0,,,,,,,,,,,,,
2000-01-01,61,1.8,0.0,,,,,25.0,40.0,25.0,10.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,64,2.4,0.0,,,1.0,2.0,14.000000000000002,20.0,25.0,25.0,10.0,,,,3.0,,,,,,,,,,,,,
2000-01-01,65,1.6,0.0,,,,,30.0,60.0,10.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,66,1.6,0.0,,,,,40.0,50.0,10.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,67,1.9,0.0,,,,,,50.0,50.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,71,1.5,0.0,,,3.0,7.000000000000001,15.0,50.0,15.0,7.000000000000001,3.0,,,,0.0,,,,,,,,,,,,,
2000-01-01,72,2.3,6.0,,,6.0,8.0,12.0,17.0,18.0,13.0,8.0,,,,12.0,,,,,,,,,,,,,
2000-01-01,73,2.0,0.0,,,,,,25.0,50.0,25.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,87,1.5,0.0,,,5.0,10.0,40.0,30.0,10.0,5.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,89,1.8,0.0,,,,5.0,20.0,50.0,20.0,5.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,90,2.1,0.0,,,,,,5.0,90.0,5.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,91,1.1,0.30030030003003005,,,6.40640641064064,33.43343343334334,44.04404404440441,14.61461461146146,1.2012012001201202,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,93,,0.0,,,,,20.0,30.0,30.0,20.0,,,,,0.0,,,,,,,,,,,,,
2000-01-01,94,1.6,0.0,,,,,20.0,50.0,30.0,,,,,,0.0,,,,,,,,,,,,,
2000-01-01,95,1.6,2.0202020202020203,,,6.0606060606060606,14.141414141414144,22.222222222222225,24.242424242424242,18.181818181818183,9.090909090909092,3.0303030303030303,,,,1.0101010101010102,,,,,,,,,,,,,
2001-01-01,1,1.8,0.0,,,2.0,8.0,10.0,30.0,25.0,15.0,10.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,2,2.0,0.0,,,0.0,0.0,12.5,25.0,25.0,25.0,12.5,,,,0.0,,,,,,,,,,,,,
2001-01-01,3,1.8,0.0,,,0.0,0.0,20.0,50.0,30.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,4,1.8,0.0,,,0.0,0.0,25.0,50.0,25.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,5,1.8,0.0,,,0.0,5.0,10.0,85.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,9,1.8,0.0,,,0.0,0.0,10.0,50.0,30.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,10,1.4,0.0,,,0.0,10.0,35.0,30.0,15.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,11,1.8,0.0,,,0.0,0.0,10.0,60.0,30.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,14,1.5,0.0,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,15,1.5,0.0,,,0.0,5.0,40.0,20.0,20.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,16,1.9,1.0,,,1.0,3.0,20.0,25.0,25.0,20.0,3.0,,,,2.0,,,,,,,,,,,,,
2001-01-01,17,1.8,0.0,,,0.0,0.0,15.0,45.0,35.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,18,1.7,0.0,,,0.0,10.0,15.0,40.0,25.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,19,2.0,0.0,,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,20,2.0,0.0,,,0.0,0.0,0.0,0.0,50.0,50.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,22,1.5,3.0,,,3.0,10.0,25.0,30.0,15.0,10.0,3.0,,,,1.0,,,,,,,,,,,,,
2001-01-01,23,2.5,0.0,,,0.0,0.0,0.0,20.0,40.0,40.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,24,2.0,0.0,,,0.0,0.0,10.0,40.0,40.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,26,1.8,0.0,,,5.0,10.0,15.0,20.0,20.0,15.0,10.0,,,,5.0,,,,,,,,,,,,,
2001-01-01,30,1.8,0.0,,,0.0,0.0,25.0,50.0,20.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,33,2.3,0.0,,,0.0,0.0,0.0,10.0,70.0,20.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,36,2.3,0.0,,,0.0,5.0,5.0,10.0,40.0,25.0,10.0,,,,5.0,,,,,,,,,,,,,
2001-01-01,37,2.0,0.0,,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,38,1.5,0.0,,,0.0,0.0,10.0,80.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,39,2.1,0.0,,,0.0,0.0,2.0,35.0,48.0,14.000000000000002,1.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,41,1.1,0.0,,,0.0,40.0,40.0,20.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,42,1.5,0.0,,,0.0,0.0,45.0,55.00000000000001,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,50,1.75,0.0,,,0.0,0.0,25.0,50.0,25.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,53,1.9,0.0,,,0.0,0.0,20.0,40.0,40.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,54,1.5,0.0,,,0.0,10.0,20.0,60.0,5.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,59,1.75,0.0,,,0.0,0.0,30.0,40.0,30.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,63,1.7,0.0,,,0.0,0.0,30.0,50.0,15.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,67,1.86,0.0,,,0.0,0.0,20.0,50.0,30.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,68,1.8,1.0,,,1.0,3.0,15.0,60.0,15.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,
2001-01-01,70,1.8,0.0,,,0.0,0.0,30.0,50.0,20.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,73,,0.0,,,0.0,0.0,10.0,40.0,40.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,85,2.0,0.0,,,0.0,0.0,20.0,30.0,40.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,87,1.5,0.0,,,5.0,10.0,40.0,30.0,10.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,89,1.8,0.0,,,0.0,0.0,30.0,50.0,15.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,93,1.8,0.0,,,0.0,0.0,20.0,65.0,15.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,94,2.25,0.0,,,0.0,0.0,10.0,20.0,30.0,30.0,10.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,95,1.6,0.0,,,1.0,10.0,31.0,37.0,18.0,3.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-01-01,96,2.0,0.0,,,0.0,2.0,8.0,25.0,30.0,20.0,10.0,,,,5.0,,,,,,,,,,,,,
2001-04-01,1,1.5,5.0,,,10.0,15.0,20.0,20.0,15.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,2,2.0,0.0,,,0.0,0.0,12.5,25.0,25.0,25.0,12.5,,,,0.0,,,,,,,,,,,,,
2001-04-01,3,1.8,0.0,,,0.0,0.0,20.0,50.0,30.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,4,1.8,0.0,,,0.0,10.0,15.0,50.0,15.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,5,1.8,0.0,,,0.0,0.0,15.0,85.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,9,1.8,0.0,,,0.0,0.0,10.0,60.0,20.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,10,1.75,0.0,,,0.0,10.0,10.0,40.0,30.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,11,1.9,0.0,,,0.0,0.0,5.0,60.0,35.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,14,1.5,0.0,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,15,1.8,0.0,,,0.0,10.0,20.0,40.0,20.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,17,1.8,0.0,,,0.0,5.0,20.0,35.0,20.0,15.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,19,2.0,0.0,,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,22,1.6,0.0,,,3.0,10.0,25.0,35.0,20.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,
2001-04-01,23,2.5,0.0,,,0.0,0.0,10.0,30.0,30.0,20.0,10.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,24,2.0,0.0,,,0.0,0.0,10.0,40.0,40.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,26,1.8,2.5,,,5.0,10.0,20.0,25.0,20.0,10.0,5.0,,,,2.5,,,,,,,,,,,,,
2001-04-01,28,1.5,0.0,,,0.0,10.0,30.0,30.0,20.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,33,2.0,0.0,,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,36,2.0,0.0,,,0.0,5.0,10.0,25.0,30.0,15.0,10.0,,,,5.0,,,,,,,,,,,,,
2001-04-01,37,2.0,0.0,,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,38,1.6,0.0,,,0.0,0.0,10.0,80.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,39,1.8,0.0,,,0.0,1.0,24.0,40.0,30.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,42,1.6,0.0,,,0.0,0.0,40.0,60.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,46,3.13,0.0,,,0.0,0.0,0.0,0.0,1.46,30.54,57.330000000000005,,,,10.67,,,,,,,,,,,,,
2001-04-01,52,1.5,0.0,,,0.0,10.0,20.0,50.0,20.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,53,2.0,0.0,,,0.0,0.0,0.0,60.0,40.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,54,1.5,0.0,,,0.0,5.0,45.0,45.0,5.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,59,1.75,0.0,,,10.0,25.0,25.0,30.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,60,1.75,1.0,,,4.0,10.0,15.0,35.0,20.0,10.0,4.0,,,,1.0,,,,,,,,,,,,,
2001-04-01,70,1.7,0.0,,,0.0,10.0,25.0,40.0,20.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,71,1.5,0.0,,,0.0,20.0,30.0,40.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,72,1.6,6.0,,,6.0,10.0,15.0,18.0,15.0,12.0,8.0,,,,10.0,,,,,,,,,,,,,
2001-04-01,76,2.0,0.0,,,2.5,7.5,15.0,25.0,25.0,15.0,7.5,,,,2.5,,,,,,,,,,,,,
2001-04-01,84,1.7,0.0,,,0.0,0.0,10.0,45.0,30.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,85,2.0,0.0,,,0.0,0.0,15.0,20.0,40.0,20.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,87,1.5,0.0,,,5.0,10.0,40.0,30.0,10.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,89,1.8,0.0,,,0.0,5.0,10.0,40.0,30.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,90,2.0,0.0,,,0.0,0.0,0.0,15.0,70.0,15.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,91,1.5,0.0,,,2.3,47.7,47.7,2.3,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,93,1.7,0.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-04-01,94,1.8,0.0,,,0.0,10.0,20.0,40.0,20.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,1,2.0,0.0,,,5.0,10.0,15.0,20.0,20.0,15.0,10.0,,,,5.0,,,,,,,,,,,,,
2001-07-01,3,2.0,0.0,,,0.0,0.0,10.0,40.0,40.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,5,1.8,0.0,,,0.0,5.0,10.0,80.0,5.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,11,1.9,0.0,,,0.0,0.0,5.0,60.0,35.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,15,1.75,0.0,,,0.0,5.0,10.0,45.0,30.0,5.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,19,2.0,0.0,,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,22,1.7,0.0,,,2.0,8.0,30.0,35.0,15.0,6.0,3.0,,,,1.0,,,,,,,,,,,,,
2001-07-01,23,2.5,0.0,,,0.0,0.0,10.0,30.0,30.0,20.0,10.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,24,1.9,0.0,,,0.0,0.0,10.0,45.0,35.0,10.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,26,1.8,0.0,,,0.0,5.0,15.0,35.0,30.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,28,1.5,0.0,,,0.0,20.0,30.0,30.0,20.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,33,2.0,0.0,,,0.0,0.0,0.0,20.0,80.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,36,2.0,0.0,,,0.0,5.0,10.0,25.0,30.0,15.0,10.0,,,,5.0,,,,,,,,,,,,,
2001-07-01,37,2.0,0.0,,,0.0,0.0,0.0,50.0,50.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,39,1.8,0.0,,,0.0,1.0,24.0,40.0,30.0,5.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,42,1.6,0.0,,,0.0,0.0,40.0,60.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,49,1.7,10.0,,,10.0,10.0,15.0,15.0,10.0,10.0,10.0,,,,10.0,,,,,,,,,,,,,
2001-07-01,53,2.0,0.0,,,0.0,0.0,0.0,60.0,40.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,54,1.5,0.0,,,0.0,10.0,40.0,40.0,10.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,59,1.5,0.0,,,10.0,20.0,20.0,20.0,15.0,10.0,5.0,,,,0.0,,,,,,,,,,,,,
2001-07-01,68,1.7,1.0,,,1.0,3.0,15.0,60.0,15.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,
